gene	iso_a	iso_b	idx_a	idx_b	domain_count	gap	ft_a	ft_b	len_a	len_b	top_go_idx	top_go_gap	len_diff	len_ratio
ENSG00000123815	ENST00000594720.6	ENST00000678467.1	29750	33748	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000594720.6	ENST00000678467.1	29750	33749	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000594720.6	ENST00000679130.1	29750	33847	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000594720.6	ENST00000679130.1	29750	33848	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000601967.6	ENST00000601967.6	29987	29988	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000601967.6	ENST00000678467.1	29987	33748	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000601967.6	ENST00000678467.1	29987	33749	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000601967.6	ENST00000679130.1	29987	33847	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000601967.6	ENST00000679130.1	29987	33848	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000601967.6	ENST00000678467.1	29988	33748	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000601967.6	ENST00000678467.1	29988	33749	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000601967.6	ENST00000679130.1	29988	33847	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000601967.6	ENST00000679130.1	29988	33848	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000678467.1	ENST00000678467.1	33748	33749	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000678467.1	ENST00000679130.1	33748	33847	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000678467.1	ENST00000679130.1	33748	33848	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000678467.1	ENST00000679130.1	33749	33847	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000678467.1	ENST00000679130.1	33749	33848	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000123815	ENST00000679130.1	ENST00000679130.1	33847	33848	0	0.0	Type0_NoDomain	Type0_NoDomain	544	544	0	0.0	0	0.998165137614679
ENSG00000124486	ENST00000324545.9	ENST00000378308.7	8999	16037	1	0.0	Type3_SameDomain	Type3_SameDomain	2570	2554	0	0.0	16	0.9933877868533645
ENSG00000124486	ENST00000324545.9	ENST00000703986.1	8999	35938	1	0.00043	Type3_SameDomain	Type3_SameDomain	2570	2559	38	0.00776	11	0.9953325554259043
ENSG00000124486	ENST00000324545.9	ENST00000704650.1	8999	35982	1	0.0	Type3_SameDomain	Type3_SameDomain	2570	2554	0	0.0	16	0.9933877868533645
ENSG00000124486	ENST00000324545.9	ENST00000704651.1	8999	35983	1	0.00022	Type3_SameDomain	Type3_SameDomain	2570	2503	26	0.08449	67	0.9735511474134578
ENSG00000124486	ENST00000324545.9	ENST00000704655.1	8999	35986	1	0.04344	Type3_SameDomain	Type3_SameDomain	2570	877	26	0.3296	1693	0.3411124076234928
ENSG00000124486	ENST00000324545.9	ENST00000704655.1	8999	35987	1	0.04344	Type3_SameDomain	Type3_SameDomain	2570	877	26	0.3296	1693	0.3411124076234928
ENSG00000124486	ENST00000324545.9	ENST00000704656.1	8999	35988	1	0.04843	Type3_SameDomain	Type3_SameDomain	2570	731	70	0.17859	1839	0.28432516530532864
ENSG00000124486	ENST00000324545.9	ENST00000704656.1	8999	35989	1	0.04843	Type3_SameDomain	Type3_SameDomain	2570	731	70	0.17859	1839	0.28432516530532864
ENSG00000124486	ENST00000378308.7	ENST00000703986.1	16037	35938	1	0.00043	Type3_SameDomain	Type3_SameDomain	2554	2559	38	0.00776	5	0.99765625
ENSG00000124486	ENST00000378308.7	ENST00000704650.1	16037	35982	1	0.0	Type3_SameDomain	Type3_SameDomain	2554	2554	0	0.0	0	0.9996086105675147
ENSG00000124486	ENST00000378308.7	ENST00000704651.1	16037	35983	1	0.00022	Type3_SameDomain	Type3_SameDomain	2554	2503	26	0.08449	51	0.9796477495107632
ENSG00000124486	ENST00000378308.7	ENST00000704655.1	16037	35986	1	0.04344	Type3_SameDomain	Type3_SameDomain	2554	877	26	0.3296	1677	0.3432485322896282
ENSG00000124486	ENST00000378308.7	ENST00000704655.1	16037	35987	1	0.04344	Type3_SameDomain	Type3_SameDomain	2554	877	26	0.3296	1677	0.3432485322896282
ENSG00000124486	ENST00000378308.7	ENST00000704656.1	16037	35988	1	0.04843	Type3_SameDomain	Type3_SameDomain	2554	731	70	0.17859	1823	0.28610567514677104
ENSG00000124486	ENST00000378308.7	ENST00000704656.1	16037	35989	1	0.04843	Type3_SameDomain	Type3_SameDomain	2554	731	70	0.17859	1823	0.28610567514677104
ENSG00000124486	ENST00000703986.1	ENST00000704650.1	35938	35982	1	0.00043	Type3_SameDomain	Type3_SameDomain	2559	2554	38	0.00776	5	0.99765625
ENSG00000124486	ENST00000703986.1	ENST00000704651.1	35938	35983	1	0.00021	Type3_SameDomain	Type3_SameDomain	2559	2503	26	0.08494	56	0.977734375
ENSG00000124486	ENST00000703986.1	ENST00000704655.1	35938	35986	1	0.04387	Type3_SameDomain	Type3_SameDomain	2559	877	26	0.32915	1682	0.342578125
ENSG00000124486	ENST00000703986.1	ENST00000704655.1	35938	35987	1	0.04387	Type3_SameDomain	Type3_SameDomain	2559	877	26	0.32915	1682	0.342578125
ENSG00000124486	ENST00000703986.1	ENST00000704656.1	35938	35988	1	0.04886	Type3_SameDomain	Type3_SameDomain	2559	731	63	0.179	1828	0.285546875
ENSG00000124486	ENST00000703986.1	ENST00000704656.1	35938	35989	1	0.04886	Type3_SameDomain	Type3_SameDomain	2559	731	63	0.179	1828	0.285546875
ENSG00000124486	ENST00000704650.1	ENST00000704651.1	35982	35983	1	0.00022	Type3_SameDomain	Type3_SameDomain	2554	2503	26	0.08449	51	0.9796477495107632
ENSG00000124486	ENST00000704650.1	ENST00000704655.1	35982	35986	1	0.04344	Type3_SameDomain	Type3_SameDomain	2554	877	26	0.3296	1677	0.3432485322896282
ENSG00000124486	ENST00000704650.1	ENST00000704655.1	35982	35987	1	0.04344	Type3_SameDomain	Type3_SameDomain	2554	877	26	0.3296	1677	0.3432485322896282
ENSG00000124486	ENST00000704650.1	ENST00000704656.1	35982	35988	1	0.04843	Type3_SameDomain	Type3_SameDomain	2554	731	70	0.17859	1823	0.28610567514677104
ENSG00000124486	ENST00000704650.1	ENST00000704656.1	35982	35989	1	0.04843	Type3_SameDomain	Type3_SameDomain	2554	731	70	0.17859	1823	0.28610567514677104
ENSG00000124486	ENST00000704651.1	ENST00000704655.1	35983	35986	1	0.04366	Type3_SameDomain	Type3_SameDomain	2503	877	26	0.41409	1626	0.3502396166134185
ENSG00000124486	ENST00000704651.1	ENST00000704655.1	35983	35987	1	0.04366	Type3_SameDomain	Type3_SameDomain	2503	877	26	0.41409	1626	0.3502396166134185
ENSG00000124486	ENST00000704651.1	ENST00000704656.1	35983	35988	1	0.04864	Type3_SameDomain	Type3_SameDomain	2503	731	26	0.23555	1772	0.2919329073482428
ENSG00000124486	ENST00000704651.1	ENST00000704656.1	35983	35989	1	0.04864	Type3_SameDomain	Type3_SameDomain	2503	731	26	0.23555	1772	0.2919329073482428
ENSG00000124486	ENST00000704652.1	ENST00000704652.1	35984	35985	0	0.0	Type1_DomainLoss	Type1_DomainLoss	1455	1455	0	0.0	0	0.9993131868131868
ENSG00000124486	ENST00000704655.1	ENST00000704655.1	35986	35987	1	0.0	Type3_SameDomain	Type3_SameDomain	877	877	0	0.0	0	0.9988610478359908
ENSG00000124486	ENST00000704655.1	ENST00000704656.1	35986	35988	1	0.00498	Type3_SameDomain	Type3_SameDomain	877	731	26	0.17854	146	0.8325740318906606
ENSG00000124486	ENST00000704655.1	ENST00000704656.1	35986	35989	1	0.00498	Type3_SameDomain	Type3_SameDomain	877	731	26	0.17854	146	0.8325740318906606
ENSG00000124486	ENST00000704655.1	ENST00000704656.1	35987	35988	1	0.00498	Type3_SameDomain	Type3_SameDomain	877	731	26	0.17854	146	0.8325740318906606
ENSG00000124486	ENST00000704655.1	ENST00000704656.1	35987	35989	1	0.00498	Type3_SameDomain	Type3_SameDomain	877	731	26	0.17854	146	0.8325740318906606
ENSG00000124486	ENST00000704656.1	ENST00000704656.1	35988	35989	1	0.0	Type3_SameDomain	Type3_SameDomain	731	731	0	0.0	0	0.9986338797814208
ENSG00000171714	ENST00000324559.9	ENST00000683613.1	9001	34542	0	0.00519	Type0_NoDomain	Type0_NoDomain	913	763	32	0.05555	150	0.8347921225382933
ENSG00000171714	ENST00000324559.9	ENST00000684663.1	9001	34719	0	0.00071	Type0_NoDomain	Type0_NoDomain	913	898	39	0.01168	15	0.9824945295404814
ENSG00000171714	ENST00000683613.1	ENST00000684663.1	34542	34719	0	0.0059	Type0_NoDomain	Type0_NoDomain	763	898	32	0.04845	135	0.8487208008898777
ENSG00000119725	ENST00000324593.10	ENST00000555044.6	9002	27983	1	0.00584	Type3_SameDomain	Type3_SameDomain	431	478	11	0.0391	47	0.8997912317327766
ENSG00000119725	ENST00000324593.10	ENST00000556396.5	9002	28070	1	0.00025	Type3_SameDomain	Type3_SameDomain	431	209	81	0.12631	222	0.4837962962962963
ENSG00000119725	ENST00000555044.6	ENST00000556396.5	27983	28070	1	0.00558	Type3_SameDomain	Type3_SameDomain	478	209	81	0.1564	269	0.4363256784968685
ENSG00000172197	ENST00000324607.8	ENST00000324607.8	9003	9004	0	0.0	Type0_NoDomain	Type0_NoDomain	495	495	0	0.0	0	0.9979838709677419
ENSG00000151748	ENST00000324679.5	ENST00000555720.5	9006	28028	1	0.00276	Type3_SameDomain	Type3_SameDomain	383	312	25	0.05582	71	0.8125
ENSG00000103549	ENST00000324685.11	ENST00000324685.11	9007	9008	1	0.0	Type3_SameDomain	Type3_SameDomain	1001	1001	0	0.0	0	0.999001996007984
ENSG00000177098	ENST00000324727.9	ENST00000324727.9	9009	9010	0	0.0	Type0_NoDomain	Type0_NoDomain	228	228	0	0.0	0	0.9956331877729258
ENSG00000177098	ENST00000324727.9	ENST00000324727.9	9009	9011	0	0.0	Type0_NoDomain	Type0_NoDomain	228	228	0	0.0	0	0.9956331877729258
ENSG00000177098	ENST00000324727.9	ENST00000415030.6	9009	19817	0	0.01351	Type0_NoDomain	Type0_NoDomain	228	201	62	0.16355	27	0.8777292576419214
ENSG00000177098	ENST00000324727.9	ENST00000415030.6	9009	19818	0	0.01351	Type0_NoDomain	Type0_NoDomain	228	201	62	0.16355	27	0.8777292576419214
ENSG00000177098	ENST00000324727.9	ENST00000415030.6	9009	19819	0	0.01351	Type0_NoDomain	Type0_NoDomain	228	201	62	0.16355	27	0.8777292576419214
ENSG00000177098	ENST00000324727.9	ENST00000324727.9	9010	9011	0	0.0	Type0_NoDomain	Type0_NoDomain	228	228	0	0.0	0	0.9956331877729258
ENSG00000177098	ENST00000324727.9	ENST00000415030.6	9010	19817	0	0.01351	Type0_NoDomain	Type0_NoDomain	228	201	62	0.16355	27	0.8777292576419214
ENSG00000177098	ENST00000324727.9	ENST00000415030.6	9010	19818	0	0.01351	Type0_NoDomain	Type0_NoDomain	228	201	62	0.16355	27	0.8777292576419214
ENSG00000177098	ENST00000324727.9	ENST00000415030.6	9010	19819	0	0.01351	Type0_NoDomain	Type0_NoDomain	228	201	62	0.16355	27	0.8777292576419214
ENSG00000177098	ENST00000324727.9	ENST00000415030.6	9011	19817	0	0.01351	Type0_NoDomain	Type0_NoDomain	228	201	62	0.16355	27	0.8777292576419214
ENSG00000177098	ENST00000324727.9	ENST00000415030.6	9011	19818	0	0.01351	Type0_NoDomain	Type0_NoDomain	228	201	62	0.16355	27	0.8777292576419214
ENSG00000177098	ENST00000324727.9	ENST00000415030.6	9011	19819	0	0.01351	Type0_NoDomain	Type0_NoDomain	228	201	62	0.16355	27	0.8777292576419214
ENSG00000177098	ENST00000415030.6	ENST00000415030.6	19817	19818	0	0.0	Type0_NoDomain	Type0_NoDomain	201	201	0	0.0	0	0.995049504950495
ENSG00000177098	ENST00000415030.6	ENST00000415030.6	19817	19819	0	0.0	Type0_NoDomain	Type0_NoDomain	201	201	0	0.0	0	0.995049504950495
ENSG00000177098	ENST00000415030.6	ENST00000415030.6	19818	19819	0	0.0	Type0_NoDomain	Type0_NoDomain	201	201	0	0.0	0	0.995049504950495
ENSG00000147202	ENST00000324765.13	ENST00000373049.8	9012	14868	1	0.0	Type3_SameDomain	Type3_SameDomain	1101	1096	0	0.0	5	0.9945553539019963
ENSG00000090263	ENST00000324787.10	ENST00000393008.7	9014	17352	0	0.0	Type0_NoDomain	Type0_NoDomain	106	106	0	0.0	0	0.9906542056074766
ENSG00000180182	ENST00000324817.6	ENST00000433003.1	9016	21050	0	0.02154	Type3_SameDomain	Type3_SameDomain	1454	309	12	0.30483	1145	0.21237113402061855
ENSG00000117360	ENST00000324862.7	ENST00000467329.5	9018	23180	0	0.00072	Type0_NoDomain	Type0_NoDomain	683	395	15	0.36946	288	0.577485380116959
ENSG00000130299	ENST00000324894.13	ENST00000324894.13	9021	9022	0	0.0	Type0_NoDomain	Type0_NoDomain	492	492	0	0.0	0	0.9979716024340771
ENSG00000130299	ENST00000324894.13	ENST00000600625.5	9021	29944	0	0.00146	Type0_NoDomain	Type0_NoDomain	492	471	41	0.01984	21	0.9553752535496958
ENSG00000130299	ENST00000324894.13	ENST00000600625.5	9021	29945	0	0.00146	Type0_NoDomain	Type0_NoDomain	492	471	41	0.01984	21	0.9553752535496958
ENSG00000130299	ENST00000324894.13	ENST00000600625.5	9022	29944	0	0.00146	Type0_NoDomain	Type0_NoDomain	492	471	41	0.01984	21	0.9553752535496958
ENSG00000130299	ENST00000324894.13	ENST00000600625.5	9022	29945	0	0.00146	Type0_NoDomain	Type0_NoDomain	492	471	41	0.01984	21	0.9553752535496958
ENSG00000130299	ENST00000600625.5	ENST00000600625.5	29944	29945	0	0.0	Type0_NoDomain	Type0_NoDomain	471	471	0	0.0	0	0.9978813559322034
ENSG00000110713	ENST00000324932.12	ENST00000355260.8	9024	11677	0	0.0	Type0_NoDomain	Type0_NoDomain	1800	1726	0	0.0	74	0.9583564686285397
ENSG00000110713	ENST00000324932.12	ENST00000359171.8	9024	12430	0	0.00147	Type0_NoDomain	Type0_NoDomain	1800	1817	15	0.01929	17	0.9900990099009901
ENSG00000110713	ENST00000324932.12	ENST00000397004.9	9024	18266	0	0.00237	Type0_NoDomain	Type0_NoDomain	1800	920	12	0.05484	880	0.5108273181565797
ENSG00000110713	ENST00000324932.12	ENST00000397007.10	9024	18267	0	0.00278	Type0_NoDomain	Type0_NoDomain	1800	937	12	0.05641	863	0.5202665186007773
ENSG00000110713	ENST00000324932.12	ENST00000527104.6	9024	26210	0	8e-05	Type0_NoDomain	Type0_NoDomain	1800	1792	61	0.00349	8	0.9950027762354248
ENSG00000110713	ENST00000324932.12	ENST00000700607.1	9024	35806	0	0.00258	Type0_NoDomain	Type0_NoDomain	1800	912	12	0.05196	888	0.5063853414769572
ENSG00000110713	ENST00000355260.8	ENST00000359171.8	11677	12430	0	0.00147	Type0_NoDomain	Type0_NoDomain	1726	1817	15	0.01929	91	0.9493949394939494
ENSG00000110713	ENST00000355260.8	ENST00000397004.9	11677	18266	0	0.00237	Type0_NoDomain	Type0_NoDomain	1726	920	12	0.05484	806	0.5327156919513607
ENSG00000110713	ENST00000355260.8	ENST00000397007.10	11677	18267	0	0.00278	Type0_NoDomain	Type0_NoDomain	1726	937	12	0.05641	789	0.5425593514765489
ENSG00000110713	ENST00000355260.8	ENST00000527104.6	11677	26210	0	8e-05	Type0_NoDomain	Type0_NoDomain	1726	1792	61	0.00349	66	0.9626324595649749
ENSG00000110713	ENST00000355260.8	ENST00000700607.1	11677	35806	0	0.00258	Type0_NoDomain	Type0_NoDomain	1726	912	12	0.05196	814	0.5280833815865663
ENSG00000110713	ENST00000359171.8	ENST00000397004.9	12430	18266	0	0.0009	Type0_NoDomain	Type0_NoDomain	1817	920	7	0.04606	897	0.506050605060506
ENSG00000110713	ENST00000359171.8	ENST00000397007.10	12430	18267	0	0.00131	Type0_NoDomain	Type0_NoDomain	1817	937	12	0.04269	880	0.5154015401540154
ENSG00000110713	ENST00000359171.8	ENST00000527104.6	12430	26210	0	0.00139	Type0_NoDomain	Type0_NoDomain	1817	1792	15	0.01866	25	0.9856985698569857
ENSG00000110713	ENST00000359171.8	ENST00000700607.1	12430	35806	0	0.00111	Type0_NoDomain	Type0_NoDomain	1817	912	7	0.04265	905	0.5016501650165016
ENSG00000110713	ENST00000397004.9	ENST00000397007.10	18266	18267	0	0.00041	Type0_NoDomain	Type0_NoDomain	920	937	16	0.00532	17	0.9808102345415778
ENSG00000110713	ENST00000397004.9	ENST00000527104.6	18266	26210	0	0.00228	Type0_NoDomain	Type0_NoDomain	920	1792	12	0.05467	872	0.5131065253764641
ENSG00000110713	ENST00000397004.9	ENST00000700607.1	18266	35806	0	0.00021	Type0_NoDomain	Type0_NoDomain	920	912	7	0.00342	8	0.990228013029316
ENSG00000110713	ENST00000397007.10	ENST00000527104.6	18267	26210	0	0.00269	Type0_NoDomain	Type0_NoDomain	937	1792	12	0.05624	855	0.5225878416062465
ENSG00000110713	ENST00000397007.10	ENST00000700607.1	18267	35806	0	0.0002	Type0_NoDomain	Type0_NoDomain	937	912	16	0.00728	25	0.9722814498933902
ENSG00000110713	ENST00000527104.6	ENST00000700607.1	26210	35806	0	0.00249	Type0_NoDomain	Type0_NoDomain	1792	912	12	0.05178	880	0.5086447295036252
ENSG00000072163	ENST00000324938.9	ENST00000324938.9	9025	9026	1	0.0	Type3_SameDomain	Type3_SameDomain	365	365	0	0.0	0	0.9972677595628415
ENSG00000072163	ENST00000324938.9	ENST00000410011.5	9025	19590	1	0.0024	Type3_SameDomain	Type3_SameDomain	365	336	62	0.07085	29	0.9180327868852459
ENSG00000072163	ENST00000324938.9	ENST00000410011.5	9025	19591	1	0.0024	Type3_SameDomain	Type3_SameDomain	365	336	62	0.07085	29	0.9180327868852459
ENSG00000072163	ENST00000324938.9	ENST00000484252.5	9025	24056	1	0.0221	Type3_SameDomain	Type3_SameDomain	365	205	14	0.36338	160	0.5601092896174863
ENSG00000072163	ENST00000324938.9	ENST00000484252.5	9025	24057	1	0.0221	Type3_SameDomain	Type3_SameDomain	365	205	14	0.36338	160	0.5601092896174863
ENSG00000072163	ENST00000324938.9	ENST00000410011.5	9026	19590	1	0.0024	Type3_SameDomain	Type3_SameDomain	365	336	62	0.07085	29	0.9180327868852459
ENSG00000072163	ENST00000324938.9	ENST00000410011.5	9026	19591	1	0.0024	Type3_SameDomain	Type3_SameDomain	365	336	62	0.07085	29	0.9180327868852459
ENSG00000072163	ENST00000324938.9	ENST00000484252.5	9026	24056	1	0.0221	Type3_SameDomain	Type3_SameDomain	365	205	14	0.36338	160	0.5601092896174863
ENSG00000072163	ENST00000324938.9	ENST00000484252.5	9026	24057	1	0.0221	Type3_SameDomain	Type3_SameDomain	365	205	14	0.36338	160	0.5601092896174863
ENSG00000072163	ENST00000355119.9	ENST00000355119.9	11661	11662	0	0.0	Type1_DomainLoss	Type1_DomainLoss	341	341	0	0.0	0	0.9970760233918129
ENSG00000072163	ENST00000410011.5	ENST00000410011.5	19590	19591	1	0.0	Type3_SameDomain	Type3_SameDomain	336	336	0	0.0	0	0.9970326409495549
ENSG00000072163	ENST00000410011.5	ENST00000484252.5	19590	24056	1	0.02449	Type3_SameDomain	Type3_SameDomain	336	205	14	0.42412	131	0.6083086053412463
ENSG00000072163	ENST00000410011.5	ENST00000484252.5	19590	24057	1	0.02449	Type3_SameDomain	Type3_SameDomain	336	205	14	0.42412	131	0.6083086053412463
ENSG00000072163	ENST00000410011.5	ENST00000484252.5	19591	24056	1	0.02449	Type3_SameDomain	Type3_SameDomain	336	205	14	0.42412	131	0.6083086053412463
ENSG00000072163	ENST00000410011.5	ENST00000484252.5	19591	24057	1	0.02449	Type3_SameDomain	Type3_SameDomain	336	205	14	0.42412	131	0.6083086053412463
ENSG00000072163	ENST00000484252.5	ENST00000484252.5	24056	24057	1	0.0	Type3_SameDomain	Type3_SameDomain	205	205	0	0.0	0	0.9951456310679612
ENSG00000158467	ENST00000325006.8	ENST00000325006.8	9029	9030	0	0.0	Type0_NoDomain	Type0_NoDomain	571	571	0	0.0	0	0.9982517482517482
ENSG00000158467	ENST00000325006.8	ENST00000446544.6	9029	21913	0	0.00049	Type0_NoDomain	Type0_NoDomain	571	570	35	0.00571	1	0.9965034965034965
ENSG00000158467	ENST00000325006.8	ENST00000446544.6	9029	21914	0	0.00049	Type0_NoDomain	Type0_NoDomain	571	570	35	0.00571	1	0.9965034965034965
ENSG00000158467	ENST00000325006.8	ENST00000446544.6	9030	21913	0	0.00049	Type0_NoDomain	Type0_NoDomain	571	570	35	0.00571	1	0.9965034965034965
ENSG00000158467	ENST00000325006.8	ENST00000446544.6	9030	21914	0	0.00049	Type0_NoDomain	Type0_NoDomain	571	570	35	0.00571	1	0.9965034965034965
ENSG00000158467	ENST00000446544.6	ENST00000446544.6	21913	21914	0	0.0	Type0_NoDomain	Type0_NoDomain	570	570	0	0.0	0	0.9982486865148862
ENSG00000078674	ENST00000325083.13	ENST00000325083.13	9031	9032	0	0.0	Type0_NoDomain	Type0_NoDomain	2024	2024	0	0.0	0	0.9995061728395062
ENSG00000078674	ENST00000325083.13	ENST00000517730.5	9031	25626	0	0.00639	Type0_NoDomain	Type0_NoDomain	2024	749	68	0.08571	1275	0.36987654320987656
ENSG00000078674	ENST00000325083.13	ENST00000518537.5	9031	25673	0	0.00558	Type0_NoDomain	Type0_NoDomain	2024	530	75	0.14608	1494	0.2617283950617284
ENSG00000078674	ENST00000325083.13	ENST00000519253.5	9031	25718	0	0.0	Type0_NoDomain	Type0_NoDomain	2024	2016	0	0.0	8	0.9955555555555555
ENSG00000078674	ENST00000325083.13	ENST00000522275.6	9031	25921	0	0.0	Type0_NoDomain	Type0_NoDomain	2024	2043	0	0.0	19	0.9902152641878669
ENSG00000078674	ENST00000325083.13	ENST00000523055.5	9031	25975	0	0.0187	Type0_NoDomain	Type0_NoDomain	2024	408	75	0.2112	1616	0.20148148148148148
ENSG00000078674	ENST00000325083.13	ENST00000524226.5	9031	26034	0	8e-05	Type0_NoDomain	Type0_NoDomain	2024	1860	62	0.00702	164	0.9185185185185185
ENSG00000078674	ENST00000325083.13	ENST00000517730.5	9032	25626	0	0.00639	Type0_NoDomain	Type0_NoDomain	2024	749	68	0.08571	1275	0.36987654320987656
ENSG00000078674	ENST00000325083.13	ENST00000518537.5	9032	25673	0	0.00558	Type0_NoDomain	Type0_NoDomain	2024	530	75	0.14608	1494	0.2617283950617284
ENSG00000078674	ENST00000325083.13	ENST00000519253.5	9032	25718	0	0.0	Type0_NoDomain	Type0_NoDomain	2024	2016	0	0.0	8	0.9955555555555555
ENSG00000078674	ENST00000325083.13	ENST00000522275.6	9032	25921	0	0.0	Type0_NoDomain	Type0_NoDomain	2024	2043	0	0.0	19	0.9902152641878669
ENSG00000078674	ENST00000325083.13	ENST00000523055.5	9032	25975	0	0.0187	Type0_NoDomain	Type0_NoDomain	2024	408	75	0.2112	1616	0.20148148148148148
ENSG00000078674	ENST00000325083.13	ENST00000524226.5	9032	26034	0	8e-05	Type0_NoDomain	Type0_NoDomain	2024	1860	62	0.00702	164	0.9185185185185185
ENSG00000078674	ENST00000517730.5	ENST00000518537.5	25626	25673	0	0.01197	Type0_NoDomain	Type0_NoDomain	749	530	75	0.12594	219	0.7066666666666667
ENSG00000078674	ENST00000517730.5	ENST00000519253.5	25626	25718	0	0.00639	Type0_NoDomain	Type0_NoDomain	749	2016	68	0.08571	1267	0.3713435795736242
ENSG00000078674	ENST00000517730.5	ENST00000522275.6	25626	25921	0	0.00639	Type0_NoDomain	Type0_NoDomain	749	2043	68	0.08571	1294	0.3664383561643836
ENSG00000078674	ENST00000517730.5	ENST00000523055.5	25626	25975	0	0.02509	Type0_NoDomain	Type0_NoDomain	749	408	75	0.19106	341	0.544
ENSG00000078674	ENST00000517730.5	ENST00000524226.5	25626	26034	0	0.00631	Type0_NoDomain	Type0_NoDomain	749	1860	68	0.08101	1111	0.40247178936055883
ENSG00000078674	ENST00000518537.5	ENST00000519253.5	25673	25718	0	0.00558	Type0_NoDomain	Type0_NoDomain	530	2016	75	0.14608	1486	0.2627664848785325
ENSG00000078674	ENST00000518537.5	ENST00000522275.6	25673	25921	0	0.00558	Type0_NoDomain	Type0_NoDomain	530	2043	75	0.14608	1513	0.25929549902152643
ENSG00000078674	ENST00000518537.5	ENST00000523055.5	25673	25975	0	0.01311	Type0_NoDomain	Type0_NoDomain	530	408	68	0.10881	122	0.768361581920904
ENSG00000078674	ENST00000518537.5	ENST00000524226.5	25673	26034	0	0.00566	Type0_NoDomain	Type0_NoDomain	530	1860	75	0.14538	1330	0.2847931219774315
ENSG00000078674	ENST00000519253.5	ENST00000522275.6	25718	25921	0	0.0	Type0_NoDomain	Type0_NoDomain	2016	2043	0	0.0	27	0.9863013698630136
ENSG00000078674	ENST00000519253.5	ENST00000523055.5	25718	25975	0	0.0187	Type0_NoDomain	Type0_NoDomain	2016	408	75	0.2112	1608	0.20228061477441744
ENSG00000078674	ENST00000519253.5	ENST00000524226.5	25718	26034	0	8e-05	Type0_NoDomain	Type0_NoDomain	2016	1860	62	0.00702	156	0.9221616261774913
ENSG00000078674	ENST00000522275.6	ENST00000523055.5	25921	25975	0	0.0187	Type0_NoDomain	Type0_NoDomain	2043	408	75	0.2112	1635	0.19960861056751467
ENSG00000078674	ENST00000522275.6	ENST00000524226.5	25921	26034	0	8e-05	Type0_NoDomain	Type0_NoDomain	2043	1860	62	0.00702	183	0.9099804305283757
ENSG00000078674	ENST00000523055.5	ENST00000524226.5	25975	26034	0	0.01877	Type0_NoDomain	Type0_NoDomain	408	1860	75	0.2105	1452	0.21923696937130574
ENSG00000107521	ENST00000325103.10	ENST00000325103.10	9034	9035	0	0.0	Type0_NoDomain	Type0_NoDomain	700	700	0	0.0	0	0.9985734664764622
ENSG00000107521	ENST00000325103.10	ENST00000325103.10	9034	9036	0	0.0	Type0_NoDomain	Type0_NoDomain	700	700	0	0.0	0	0.9985734664764622
ENSG00000107521	ENST00000325103.10	ENST00000699140.1	9034	35688	0	0.00229	Type0_NoDomain	Type0_NoDomain	700	667	30	0.06648	33	0.9514978601997147
ENSG00000107521	ENST00000325103.10	ENST00000699140.1	9034	35689	0	0.00229	Type0_NoDomain	Type0_NoDomain	700	667	30	0.06648	33	0.9514978601997147
