gene	go_name	score_top	score_bot	score_gap	score_ratio	dtu_top	frac_brain_top	brain_tpm_top	dtu_concordant	top_iso	bot_iso
CUL1	Synapse assembly	0.6506	0.0068	0.6438	95.7	-0.1488	0.0196	0.151	False	ENST00000662132	ENST00000663835
CHST9	Neurotrans. transport	0.3331	0.0053	0.3278	63.14	0.167	0.7083	1.495	True	ENST00000581714	ENST00000580774
DLL3	Proteasome-UPS	0.4886	0.0268	0.4619	18.25	0.0329	0.613	30.866	False	ENST00000356433	ENST00000205143
JAKMIP3	Autophagy	0.361	0.0027	0.3583	134.11	0.1363	0.2474	1.324	True	ENST00000684848	ENST00000670120
SLC14A1	Neuron dev	0.4009	0.0299	0.371	13.41	0.1233	0.9578	3.017	True	ENST00000586142	ENST00000415427
FGF14	Neuron dev	0.8146	0.0627	0.752	13.0	-0.2579	0.0472	0.312	False	ENST00000376143	ENST00000418923
NRXN1	Ca2+ homeostasis	0.4976	0.0033	0.4943	151.87	-0.0004	0.0	0.0	False	ENST00000625891	ENST00000675235
NDUFAF1	Synapse assembly	0.5012	0.0075	0.4937	66.81	0.0	0.0	0.0	False	ENST00000679094	ENST00000676533
PMS2	MT-based movement	0.5423	0.0003	0.542	1747.06	-0.0484	0.0	0.0	False	ENST00000699754	ENST00000699811
RC3H2	Proteasome-UPS	0.5041	0.014	0.4901	36.13	0.0033	0.9676	16.587	False	ENST00000357244	ENST00000335387
RALYL	MT-based movement	0.4629	0.0046	0.4583	101.53	0.035	0.2158	4.667	False	ENST00000521268	ENST00000518566
ANO5	Mitochondrion org	0.3318	0.0095	0.3223	34.87	0.171	0.1911	0.938	True	ENST00000683411	ENST00000682341
CAMK2B	Autophagy	0.4396	0.0027	0.4369	163.32	0.0562	0.0562	1.595	False	ENST00000700233	ENST00000497584
SLC52A2	Proteasome-UPS	0.3354	0.0072	0.3282	46.51	0.1647	0.3221	1.524	True	ENST00000329994	ENST00000675787
NDUFS1	Neuron dev	0.4834	0.011	0.4724	44.12	0.0204	0.4666	15.173	False	ENST00000449699	ENST00000423725
SLITRK5	Synapse assembly	0.6627	0.0096	0.653	68.81	-0.1603	0.1007	1.595	False	ENST00000325089	ENST00000683689
TTYH1	Modulation of syn.trans	0.4333	0.0056	0.4277	76.82	0.065	0.065	1.483	False	ENST00000301194	ENST00000376530
CSRNP3	Synapse assembly	0.6446	0.0331	0.6116	19.5	-0.119	0.0	0.0	False	ENST00000421875	ENST00000314499
URI1	Neuron dev	0.4289	0.0662	0.3627	6.48	0.1296	0.4499	9.003	True	ENST00000575242	ENST00000360605
LYRM9	Synapse assembly	0.6037	0.0833	0.5203	7.24	-0.0285	0.5455	2.273	False	ENST00000460380	ENST00000379103
OBSL1	Ca2+ homeostasis	0.4925	0.0294	0.4631	16.78	0.0286	0.3519	7.519	False	ENST00000604031	ENST00000456147
SLC44A1	Modulation of syn.trans	0.509	0.0135	0.4956	37.8	-0.0039	0.9783	6.311	False	ENST00000699289	ENST00000374723
ROBO2	MT cytoskeleton org	0.5036	0.0043	0.4993	117.86	-0.0078	0.0004	0.005	False	ENST00000696630	ENST00000471893
NPM2	Synapse assembly	0.3301	0.003	0.3271	109.53	0.1644	0.3118	3.857	True	ENST00000397940	ENST00000289820
ZSCAN2	Synapse assembly	0.7109	0.0043	0.7067	166.61	-0.2155	0.2477	0.682	False	ENST00000448803	ENST00000546148
SLC6A1	Synaptic transmission	0.493	0.0001	0.4929	3685.63	-0.0019	0.0	0.0	False	ENST00000645592	ENST00000646570
COQ8B	Synapse assembly	0.7742	0.003	0.7712	254.66	-0.2802	0.2205	0.281	False	ENST00000677018	ENST00000678404
RASAL1	Neuron projection	0.5724	0.0694	0.503	8.25	-0.0122	0.1336	2.468	False	ENST00000446861	ENST00000261729
AOAH	Inflammatory response	0.395	0.0066	0.3884	60.19	0.1021	0.9669	5.932	True	ENST00000617537	ENST00000612871
WDR37	Synaptic transmission	0.4897	0.0078	0.4819	62.5	0.0086	0.0866	2.036	False	ENST00000381329	ENST00000704673
MCTS1	Neuron projection	0.6275	0.1216	0.5058	5.16	-0.0155	0.6833	6.862	False	ENST00000371315	ENST00000371317
SPATS2L	Oxidative stress resp	0.4141	0.0742	0.3399	5.58	0.1502	0.9165	1.377	True	ENST00000409718	ENST00000358677
GRIA2	Neuron diff	0.5068	0.0295	0.4773	17.17	0.0128	0.0153	1.838	False	ENST00000703765	ENST00000703761
RUBCNL	Ca2+ signaling	0.3333	0.0036	0.3297	91.77	0.1604	0.8994	0.293	True	ENST00000429979	ENST00000409879
NOL8	Neuron diff	0.5113	0.1055	0.4058	4.84	0.0841	0.141	1.592	False	ENST00000432670	ENST00000358855
ZNF875	Neuron dev	0.4523	0.0092	0.4431	49.3	0.0468	0.1872	1.14	False	ENST00000591471	ENST00000544914
WBP2	Mitochondrion org	0.5134	0.0017	0.5117	309.25	-0.0223	0.4784	0.906	False	ENST00000591399	ENST00000585462
NRXN3	Mitochondrion org	0.4121	0.0013	0.4109	325.72	0.0785	0.1184	5.538	False	ENST00000554738	ENST00000679122
CCDC88A	Neuron projection	0.4711	0.0008	0.4703	575.24	0.019	0.0553	0.777	False	ENST00000647517	ENST00000444458
NBEA	Inflammatory response	0.4967	0.0003	0.4964	1493.64	-0.0074	0.0	0.0	False	ENST00000691351	ENST00000629018
MKRN3	MT cytoskeleton org	0.4986	0.0321	0.4666	15.54	0.0223	0.0401	0.229	False	ENST00000679144	ENST00000568252
DYNC1I1	Mitochondrion org	0.3859	0.0029	0.383	131.3	0.1052	0.1796	1.1	True	ENST00000537881	ENST00000437599
GPR61	Autophagy	0.514	0.0087	0.5053	59.21	-0.0176	0.5053	0.802	False	ENST00000689084	ENST00000527748
AKAP6	Ca2+ signaling	0.3663	0.0018	0.3645	205.54	0.1231	0.9582	17.556	True	ENST00000557272	ENST00000553547
SPTAN1	Neuron dev	0.4035	0.0135	0.39	29.84	0.0972	0.6216	92.018	False	ENST00000372739	ENST00000630804
BRCA1	MT cytoskeleton org	0.3532	0.0161	0.3371	21.92	0.1499	0.55	1.325	True	ENST00000634433	ENST00000476777
DMD	Modulation of syn.trans	0.3688	0.0019	0.3669	193.81	0.12	0.1233	1.928	True	ENST00000680355	ENST00000681839
PILRA	Ca2+ signaling	0.4642	0.0025	0.4618	186.93	0.0247	0.6901	4.805	False	ENST00000198536	ENST00000350573
PLCB1	Synaptic transmission	0.7082	0.003	0.7051	232.5	-0.2187	0.0	0.0	False	ENST00000626966	ENST00000404098
ZNF433	Autophagy	0.7882	0.0124	0.7758	63.61	-0.2899	0.2385	0.378	False	ENST00000478765	ENST00000550745
ITPRIPL1	Neuron diff	0.4318	0.0182	0.4136	23.76	0.0719	0.6318	0.306	False	ENST00000361124	ENST00000439118
SLC4A3	Axon guidance	0.5879	0.0057	0.5822	102.41	-0.0967	0.7269	21.183	False	ENST00000317151	ENST00000358055
ANKRD42	Proteasome-UPS	0.3488	0.0011	0.3476	307.77	0.1375	0.4782	2.22	True	ENST00000533342	ENST00000526731
ZBTB20	Proteasome-UPS	0.4976	0.0051	0.4925	97.33	-0.0074	0.0	0.0	False	ENST00000470311	ENST00000474710
LRRC37B	TOR signaling	0.5118	0.0138	0.498	37.06	-0.0133	0.4465	2.184	False	ENST00000341671	ENST00000543378
TBC1D3L	Neuron projection	0.5224	0.0057	0.5167	91.37	-0.0321	0.2619	3.015	False	ENST00000612727	ENST00000617678
BPGM	Neuron diff	0.4772	0.0255	0.4517	18.71	0.0327	0.5538	0.746	False	ENST00000418040	ENST00000393132
HYOU1	Proteasome-UPS	0.5327	0.0216	0.5112	24.72	-0.0269	0.1228	1.581	False	ENST00000694935	ENST00000694932
ZBTB4	MT cytoskeleton org	0.4087	0.0071	0.4016	57.22	0.0827	0.3665	8.654	False	ENST00000311403	ENST00000380599
AGBL4	Modulation of syn.trans	0.5744	0.0091	0.5653	63.14	-0.0812	0.1451	1.074	False	ENST00000371838	ENST00000416121
ALG1	Synapse assembly	0.4003	0.0156	0.3847	25.67	0.0989	0.8767	0.985	False	ENST00000588623	ENST00000682020
KIF1A	Oxidative stress resp	0.516	0.008	0.508	64.55	-0.0245	0.0	0.0	False	ENST00000647731	ENST00000404283
ZFP69B	Neuron projection	0.4011	0.0341	0.367	11.75	0.1164	0.1922	0.705	True	ENST00000361584	ENST00000484445
UNC80	MT cytoskeleton org	0.3092	0.0052	0.304	59.6	0.1791	0.2321	3.522	True	ENST00000439458	ENST00000673920
UNC50	Modulation of syn.trans	0.6507	0.0561	0.5946	11.59	-0.1118	0.1933	0.876	False	ENST00000409347	ENST00000409975
RXFP1	MT cytoskeleton org	0.3971	0.0043	0.3928	92.94	0.09	0.168	3.259	False	ENST00000423548	ENST00000613319
CTSB	MT cytoskeleton org	0.4961	0.0014	0.4947	348.96	-0.012	0.1364	2.078	False	ENST00000531089	ENST00000534149
SPRY3	MT cytoskeleton org	0.5014	0.0407	0.4607	12.32	0.0212	0.448	0.676	False	ENST00000675360	ENST00000302805
MYT1L	Modulation of syn.trans	0.4658	0.0003	0.4655	1663.81	0.0162	0.0248	0.994	False	ENST00000649641	ENST00000399157
SZRD1	Autophagy	0.3658	0.0359	0.3299	10.2	0.1517	0.6265	12.829	True	ENST00000401088	ENST00000401089
STAMBPL1	Axon guidance	0.4424	0.0238	0.4185	18.57	0.0631	0.8437	0.315	False	ENST00000371924	ENST00000371927
CHRFAM7A	Synapse assembly	0.5579	0.017	0.5409	32.84	-0.0595	0.0	0.0	False	ENST00000397827	ENST00000299847
PCED1B	Synapse assembly	0.3488	0.0156	0.3332	22.37	0.1482	0.9144	1.597	True	ENST00000546455	ENST00000432328
MEIS3	Ca2+ signaling	0.3595	0.0175	0.342	20.56	0.1392	0.1992	8.679	True	ENST00000558555	ENST00000561096
GOLGA3	Oxidative stress resp	0.463	0.0022	0.4609	215.01	0.0203	0.7832	5.34	False	ENST00000688114	ENST00000690573
PASK	Neuron diff	0.6388	0.0878	0.551	7.27	-0.07	0.0708	0.177	False	ENST00000358649	ENST00000234040
GDAP1	Neuron dev	0.4969	0.0135	0.4833	36.75	-0.0024	0.0482	0.172	False	ENST00000675821	ENST00000675944
ZFYVE27	MT cytoskeleton org	0.6636	0.0031	0.6604	210.86	-0.1797	0.0859	2.21	False	ENST00000357540	ENST00000370613
CUL4B	Neuron projection	0.6127	0.0567	0.556	10.81	-0.0753	0.0347	0.518	False	ENST00000404115	ENST00000371323
GOSR1	Neuron dev	0.4342	0.0727	0.3616	5.98	0.1188	0.4055	3.311	True	ENST00000467337	ENST00000414833
HS1BP3	Neuron projection	0.3774	0.0174	0.36	21.69	0.1202	0.7391	1.113	True	ENST00000445102	ENST00000402541
ATP13A4	Neuron dev	0.6999	0.0135	0.6864	51.77	-0.2066	0.7381	10.037	False	ENST00000342695	ENST00000295548
ZNF334	Synaptic transmission	0.449	0.0004	0.4486	1034.65	0.0311	0.1864	2.105	False	ENST00000457685	ENST00000347606
OS9	TOR signaling	0.4381	0.0138	0.4243	31.72	0.0553	0.0892	0.137	False	ENST00000700663	ENST00000700659
FANCL	Mitochondrion org	0.4939	0.0028	0.4911	175.86	-0.0116	0.0068	0.077	False	ENST00000696461	ENST00000696418
CHST9	Mitochondrion org	0.6499	0.0035	0.6465	188.07	-0.167	0.2917	0.616	False	ENST00000580774	ENST00000581714
NAV1	Ca2+ homeostasis	0.338	0.0211	0.3169	16.04	0.1623	0.3349	2.153	True	ENST00000438083	ENST00000367302
PTPRD	Neuron projection	0.3301	0.0106	0.3195	31.06	0.1596	0.3049	10.702	True	ENST00000397617	ENST00000486161
CAMK2D	Inflammatory response	0.8586	0.0027	0.8559	319.94	-0.3772	0.0	0.0	False	ENST00000699417	ENST00000706057
ARMC9	Inflammatory response	0.7682	0.0293	0.7389	26.18	-0.2604	0.1219	0.229	False	ENST00000684432	ENST00000683575
RAB18	MT-based movement	0.4835	0.0003	0.4832	1557.78	-0.0052	0.1083	4.487	False	ENST00000682963	ENST00000683755
CYFIP1	MT cytoskeleton org	0.4986	0.0131	0.4855	38.01	-0.0076	0.0145	0.499	False	ENST00000617556	ENST00000610365
ZNF334	MT-based movement	0.3297	0.0002	0.3295	1413.94	0.1484	0.3014	3.404	True	ENST00000692313	ENST00000347606
TJP1	Synaptic transmission	0.8392	0.0	0.8391	19629.65	-0.3618	0.0374	0.753	False	ENST00000614355	ENST00000677774
MLH3	Mitochondrion org	0.317	0.0001	0.3169	4934.49	0.1602	1.0	4.355	True	ENST00000556257	ENST00000553263
DNAJB1	Neuron projection	0.4768	0.0098	0.4671	48.79	0.0095	0.0254	0.321	False	ENST00000594099	ENST00000601533
EFCAB6	Synapse assembly	0.4043	0.0156	0.3887	25.93	0.0879	0.458	0.39	False	ENST00000262726	ENST00000396231
ARPP21	Ca2+ homeostasis	0.4836	0.0161	0.4675	30.03	0.0089	0.0135	0.896	False	ENST00000441454	ENST00000396482
CEP97	Neuron projection	0.705	0.0612	0.6439	11.52	-0.1675	0.2658	0.342	False	ENST00000704370	ENST00000704446
SLC19A2	MT-based movement	0.3856	0.0	0.3856	8334.38	0.0907	1.0	0.905	False	ENST00000367804	ENST00000646596
SMPD4	Axon guidance	0.7149	0.0041	0.7108	173.16	-0.2345	0.3058	2.738	False	ENST00000680298	ENST00000439886
HNRNPK	Synapse assembly	0.4802	0.0026	0.4777	186.64	-0.0015	0.0	0.0	False	ENST00000704056	ENST00000704007
KBTBD4	MT cytoskeleton org	0.465	0.0121	0.453	38.53	0.0232	0.03	0.209	False	ENST00000526005	ENST00000533290
CRMP1	Synapse assembly	0.4653	0.0064	0.4589	72.62	0.0168	0.0243	3.089	False	ENST00000512574	ENST00000397890
PLEKHM1	MT-based movement	0.5016	0.0002	0.5014	2521.86	-0.0258	0.0	0.0	False	ENST00000700125	ENST00000700128
SSBP4	Neuron diff	0.6625	0.1056	0.5569	6.27	-0.0813	0.6384	4.408	False	ENST00000593641	ENST00000599699
SAMHD1	Mitochondrion org	0.6039	0.0068	0.5971	88.76	-0.1215	0.3198	0.534	False	ENST00000643918	ENST00000262878
METTL21A	Neuron dev	0.5148	0.0135	0.5013	38.08	-0.026	0.7913	5.954	False	ENST00000458426	ENST00000448007
MX1	Synapse assembly	0.4916	0.0036	0.4879	136.13	-0.0128	0.0	0.0	False	ENST00000681896	ENST00000424365
PRKACB	Ca2+ signaling	0.5844	0.0006	0.5839	1040.46	-0.109	0.0465	9.597	False	ENST00000370680	ENST00000450730
SERF1A	Synapse assembly	0.4486	0.041	0.4076	10.95	0.0672	0.1237	3.375	False	ENST00000354833	ENST00000317633
HUWE1	MT cytoskeleton org	0.3228	0.0046	0.3182	69.7	0.1565	0.3812	1.755	True	ENST00000704101	ENST00000704099
KIF1A	Neuron projection	0.4994	0.0005	0.499	1055.57	-0.0245	0.0	0.0	False	ENST00000647731	ENST00000648680
EIF2B4	Mitochondrion org	0.4994	0.0387	0.4607	12.9	0.0135	0.0202	0.182	False	ENST00000493344	ENST00000445933
CIAO3	Mitochondrion org	0.403	0.0229	0.38	17.58	0.0941	0.1559	0.371	False	ENST00000540986	ENST00000568545
PHF19	MT cytoskeleton org	0.6409	0.0058	0.635	110.04	-0.161	0.4868	5.676	False	ENST00000312189	ENST00000373896
SAMHD1	Ca2+ signaling	0.3587	0.0062	0.3525	58.01	0.1215	0.6802	1.136	True	ENST00000262878	ENST00000643918
FDFT1	Neuron dev	0.3237	0.0135	0.3102	23.94	0.1635	0.3132	2.015	True	ENST00000528812	ENST00000615631
ZNF638	MT cytoskeleton org	0.4293	0.0031	0.4261	137.1	0.0473	0.1832	1.899	False	ENST00000464375	ENST00000494621
GPR83	Inflammatory response	0.4846	0.0059	0.4787	82.43	-0.0053	0.0501	0.219	False	ENST00000539203	ENST00000243673
NBPF9	Proteasome-UPS	0.566	0.0453	0.5207	12.51	-0.0474	0.7599	1.442	False	ENST00000698196	ENST00000613595
MAPK10	Oxidative stress resp	0.5134	0.0033	0.5101	153.75	-0.0369	0.0	0.0	False	ENST00000641767	ENST00000641459
TPGS2	MT cytoskeleton org	0.4986	0.0043	0.4944	116.7	-0.0212	0.0063	0.139	False	ENST00000614939	ENST00000593035
EIF3E	Neuron projection	0.5756	0.0	0.5755	12620.9	-0.1027	0.8293	42.667	False	ENST00000676698	ENST00000522352
ZCCHC17	Neurotrans. transport	0.3244	0.0061	0.3183	52.76	0.1544	0.92	4.636	True	ENST00000616393	ENST00000615916
SDCCAG8	Neuron diff	0.4896	0.0348	0.4548	14.07	0.0178	0.3184	2.963	False	ENST00000366541	ENST00000435549
RICTOR	Neuron diff	0.6207	0.1482	0.4725	4.19	0.0	0.0	0.0	False	ENST00000711063	ENST00000514735
PIK3R1	Synapse assembly	0.4701	0.0004	0.4697	1087.16	0.0024	0.0087	0.109	False	ENST00000697465	ENST00000697470
HS1BP3	Ca2+ homeostasis	0.4321	0.0803	0.3518	5.38	0.1202	0.7391	1.113	True	ENST00000445102	ENST00000402541
DLGAP1	Modulation of syn.trans	0.3396	0.0008	0.3389	451.39	0.1329	0.1461	12.612	True	ENST00000515196	ENST00000400150
PLEC	Oxidative stress resp	0.4732	0.0172	0.456	27.54	0.0156	0.3577	1.905	False	ENST00000527096	ENST00000345136
RIMBP2	Neuron projection	0.5206	0.0106	0.51	49.29	-0.0387	0.0694	1.786	False	ENST00000689851	ENST00000690669
ACAD9	Axon guidance	0.599	0.0057	0.5933	104.35	-0.1223	0.0	0.0	False	ENST00000680636	ENST00000679715
ATF6	Neuron dev	0.6426	0.0843	0.5582	7.62	-0.0873	0.0679	0.069	False	ENST00000679833	ENST00000681036
KIF27	Proteasome-UPS	0.4311	0.0419	0.3892	10.29	0.0817	0.9328	2.361	False	ENST00000376347	ENST00000413982
ATP5F1E	Autophagy	0.5301	0.0242	0.5059	21.91	-0.0351	0.1691	7.457	False	ENST00000395659	ENST00000243997
ELAVL2	Neuron projection	0.31	0.0074	0.3027	42.17	0.1679	0.3201	11.179	True	ENST00000397312	ENST00000380110
DNAJC16	Synapse assembly	0.3516	0.0426	0.309	8.25	0.1612	0.3147	0.195	True	ENST00000375849	ENST00000375838
SLC12A1	Modulation of syn.trans	0.346	0.0018	0.3441	187.65	0.126	1.0	0.046	True	ENST00000646012	ENST00000647546
RPH3A	Oxidative stress resp	0.5115	0.0001	0.5114	7468.3	-0.0414	0.2514	20.229	False	ENST00000415485	ENST00000389385
ARMC9	Neuron projection	0.5101	0.0167	0.4934	30.49	-0.0242	0.0	0.0	False	ENST00000684718	ENST00000683575
GRIPAP1	Axon guidance	0.4454	0.0005	0.4448	841.41	0.0244	0.8434	28.7	False	ENST00000376423	ENST00000703988
STAG2	Ca2+ homeostasis	0.4102	0.0329	0.3773	12.46	0.0908	0.2222	0.008	False	ENST00000692982	ENST00000371144
ZNF254	Synapse assembly	0.5091	0.039	0.4701	13.05	-0.0021	0.0604	0.349	False	ENST00000616028	ENST00000613065
MYT1L	Neuron dev	0.3638	0.0081	0.3558	45.11	0.112	0.112	4.491	True	ENST00000647755	ENST00000399157
MCRIP1	MT cytoskeleton org	0.4776	0.0058	0.4718	82.4	-0.0043	0.0	0.0	False	ENST00000574190	ENST00000538396
ANKRD44	Neuron projection	0.3342	0.0007	0.3335	481.39	0.1337	0.2866	0.244	True	ENST00000424317	ENST00000409919
REC8	Neurotrans. transport	0.5341	0.003	0.5312	179.95	-0.0644	0.4194	2.276	False	ENST00000620473	ENST00000611366
H3-3A	MT cytoskeleton org	0.5911	0.1137	0.4774	5.2	-0.0109	0.903	2.657	False	ENST00000366814	ENST00000366816
FDFT1	Neuron diff	0.3671	0.0644	0.3027	5.7	0.1635	0.3132	2.015	True	ENST00000528812	ENST00000525954
SV2C	Modulation of syn.trans	0.4195	0.0077	0.4118	54.69	0.0544	0.9903	3.318	False	ENST00000502798	ENST00000322285
PPFIBP1	Neuron projection	0.4135	0.0014	0.4121	299.84	0.054	0.139	1.025	False	ENST00000535047	ENST00000542629
ZNF738	MT-based movement	0.4337	0.0007	0.433	643.45	0.033	0.3796	1.399	False	ENST00000380870	ENST00000683779
ATP5MK	Oxidative stress resp	0.4588	0.0201	0.4387	22.78	0.0271	0.0471	16.728	False	ENST00000369815	ENST00000309579
HPS5	Inflammatory response	0.5159	0.009	0.5069	57.09	-0.0411	0.4041	2.043	False	ENST00000349215	ENST00000531848
TSNARE1	MT-based movement	0.4851	0.0003	0.4848	1562.96	-0.0195	0.1292	1.37	False	ENST00000524325	ENST00000307180
SURF1	Oxidative stress resp	0.5558	0.0153	0.5405	36.39	-0.0754	0.5244	7.794	False	ENST00000615505	ENST00000371974
TMEM161B	MT cytoskeleton org	0.4034	0.0043	0.3992	94.42	0.0658	0.6984	4.894	False	ENST00000296595	ENST00000506536
TMEM74B	MT-based movement	0.4996	0.0141	0.4855	35.56	-0.0206	0.484	2.701	False	ENST00000429036	ENST00000381894
ZNF133	Neuron projection	0.5064	0.0304	0.476	16.66	-0.0112	0.0455	0.157	False	ENST00000698704	ENST00000698698
KMT2C	Axon guidance	0.4724	0.0018	0.4706	264.36	-0.0059	0.0	0.0	False	ENST00000684398	ENST00000682301
TNPO2	Modulation of syn.trans	0.4443	0.0046	0.4397	96.36	0.0248	0.526	3.624	False	ENST00000588216	ENST00000592287
NCOA7	Mitochondrion org	0.4541	0.0013	0.4529	358.91	0.0115	0.5241	24.152	False	ENST00000229634	ENST00000453302
B3GALNT1	Neuron projection	0.4879	0.0021	0.4858	228.64	-0.0217	0.0079	0.118	False	ENST00000651689	ENST00000652059
MIPOL1	Synaptic transmission	0.4542	0.0003	0.4539	1560.11	0.0102	0.0195	0.039	False	ENST00000694963	ENST00000396294
STAT1	Neuron dev	0.5369	0.0014	0.5355	377.79	-0.0714	0.1022	0.085	False	ENST00000673952	ENST00000409465
GPSM2	Neuron dev	0.3417	0.0135	0.3282	25.27	0.1356	0.6138	17.538	True	ENST00000676184	ENST00000446797
METTL21A	Ca2+ signaling	0.5151	0.0253	0.4898	20.34	-0.026	0.7913	5.954	False	ENST00000458426	ENST00000448007
MAST1	Neuron projection	0.3741	0.0022	0.3719	170.11	0.0917	0.1546	4.075	False	ENST00000591495	ENST00000251472
CAMK2A	Modulation of syn.trans	0.3256	0.0003	0.3253	1124.82	0.1382	0.1618	2.437	True	ENST00000672785	ENST00000672829
ACACA	Neuron projection	0.4268	0.0153	0.4115	27.87	0.0518	0.1246	0.835	False	ENST00000612895	ENST00000617649
CABIN1	Neuron dev	0.5323	0.0432	0.489	12.31	-0.0258	0.1441	1.648	False	ENST00000405822	ENST00000617531
UNC50	Ca2+ signaling	0.5862	0.0113	0.5749	51.77	-0.1118	0.1933	0.876	False	ENST00000409347	ENST00000409975
PRRC2C	MT cytoskeleton org	0.406	0.0043	0.4017	95.02	0.0613	0.1874	2.264	False	ENST00000495585	ENST00000644916
RPL31	Axon guidance	0.4301	0.0021	0.428	206.15	0.035	0.9476	10.411	False	ENST00000409000	ENST00000409711
CEP170	Ca2+ signaling	0.5172	0.009	0.5082	57.4	-0.0453	0.0587	0.961	False	ENST00000481987	ENST00000336415
ZNF726	Synapse assembly	0.557	0.0405	0.5165	13.76	-0.0537	0.0527	0.064	False	ENST00000594466	ENST00000531821
ATP2C1	Oxidative stress resp	0.4724	0.0034	0.469	137.15	-0.007	0.0111	0.428	False	ENST00000328560	ENST00000504381
ASAP3	Ca2+ signaling	0.3517	0.0006	0.3511	608.45	0.1108	0.7349	3.876	True	ENST00000336689	ENST00000495646
WBP2	Synaptic transmission	0.4844	0.0001	0.4842	3467.02	-0.0223	0.4784	0.906	False	ENST00000591399	ENST00000585462
SLC44A3	Neuron dev	0.5459	0.0386	0.5072	14.13	-0.0454	0.0	0.0	False	ENST00000527077	ENST00000529450
GOSR1	Synapse assembly	0.392	0.0491	0.3428	7.98	0.1188	0.4055	3.311	True	ENST00000467337	ENST00000414833
ARHGAP22	MT-based movement	0.4351	0.0003	0.4348	1401.85	0.0267	0.0804	0.292	False	ENST00000417912	ENST00000374172
YTHDC1	Neuron dev	0.4036	0.0101	0.3935	39.93	0.0676	0.445	10.834	False	ENST00000355665	ENST00000579690
GABRG2	Oxidative stress resp	0.4916	0.0153	0.4764	32.19	-0.0155	0.0136	0.866	False	ENST00000639384	ENST00000638660
CDK13	Synaptic transmission	0.4217	0.0031	0.4186	137.44	0.0421	0.6195	6.638	False	ENST00000643859	ENST00000646039
ZFYVE26	Neuron dev	0.5398	0.0863	0.4535	6.26	0.0071	0.2953	0.436	False	ENST00000555452	ENST00000557306
VIPR1	Axon guidance	0.4623	0.0127	0.4496	36.4	0.0108	0.069	0.93	False	ENST00000543411	ENST00000438259
ATG7	Neuron projection	0.4885	0.0442	0.4443	11.06	0.0158	0.9095	2.44	False	ENST00000354956	ENST00000446450
ATP8B2	Mitochondrion org	0.3815	0.0129	0.3686	29.53	0.0909	0.4345	1.603	False	ENST00000696573	ENST00000368489
TMEM94	Neuron dev	0.3936	0.003	0.3906	130.67	0.0687	0.1979	3.248	False	ENST00000705117	ENST00000577245
BRINP1	Neuron projection	0.5246	0.0077	0.5169	68.1	-0.0577	0.0023	0.132	False	ENST00000373964	ENST00000265922
RTTN	MT cytoskeleton org	0.4212	0.085	0.3362	4.95	0.123	0.5864	0.696	True	ENST00000677824	ENST00000640376
NFKBIA	MT-based movement	0.6475	0.0172	0.6303	37.57	-0.1712	0.2347	1.142	False	ENST00000553342	ENST00000557389
NRXN1	Neuron dev	0.4799	0.0209	0.459	22.99	-0.0004	0.0	0.0	False	ENST00000625891	ENST00000626899
YTHDC1	Neuron diff	0.3947	0.0037	0.391	107.56	0.0676	0.445	10.834	False	ENST00000355665	ENST00000579690
CDK5RAP2	Synaptic transmission	0.7251	0.0086	0.7165	84.16	-0.2581	0.2076	0.31	False	ENST00000425647	ENST00000360822
GTF2H1	Mitochondrion org	0.4328	0.0013	0.4315	342.02	0.0267	0.1461	1.699	False	ENST00000524753	ENST00000265963
MYO5A	Mitochondrion org	0.3913	0.0013	0.3901	309.29	0.068	0.1441	1.065	False	ENST00000685194	ENST00000692646
PPP1R3B	Synaptic transmission	0.4442	0.0014	0.4428	310.99	0.015	0.9719	2.465	False	ENST00000310455	ENST00000519699
CEP78	Synaptic transmission	0.3848	0.0037	0.3811	104.41	0.0766	0.3589	0.732	False	ENST00000277082	ENST00000376597
PEG3	Neuron projection	0.3745	0.002	0.3725	185.52	0.0851	0.5552	22.101	False	ENST00000649428	ENST00000598410
GPR83	Neuron diff	0.5421	0.0794	0.4628	6.83	-0.0053	0.0501	0.219	False	ENST00000539203	ENST00000243673
GPSM2	Neuron projection	0.4288	0.0289	0.3999	14.83	0.0574	0.0574	1.641	False	ENST00000406462	ENST00000645164
REC8	Axon guidance	0.5326	0.011	0.5216	48.42	-0.0644	0.4194	2.276	False	ENST00000620473	ENST00000611366
TCF3	MT cytoskeleton org	0.4986	0.0116	0.4871	43.14	-0.0301	0.0078	0.154	False	ENST00000453954	ENST00000585731
MYT1L	Ca2+ signaling	0.5249	0.0005	0.5243	1029.27	-0.0676	0.0032	0.129	False	ENST00000490585	ENST00000647738
ZNF268	Modulation of syn.trans	0.38	0.0244	0.3556	15.6	0.1011	0.5324	1.804	True	ENST00000228289	ENST00000536899
SOD2	MT cytoskeleton org	0.4442	0.0043	0.4399	103.95	0.0164	0.0943	1.85	False	ENST00000444946	ENST00000337404
ZFP64	MT-based movement	0.577	0.0004	0.5766	1406.16	-0.1206	0.503	1.174	False	ENST00000371518	ENST00000371523
CEP78	Proteasome-UPS	0.4775	0.003	0.4745	159.84	-0.0186	0.0	0.0	False	ENST00000643847	ENST00000643347
CLK2	Ca2+ signaling	0.4642	0.0147	0.4495	31.68	0.0062	0.8492	4.211	False	ENST00000368361	ENST00000355560
