isoform_id	gene	type	primary_module	module_score	max_score
STAC2-201	STAC2	known	42	0.2182289361953735	0.33626825
ARL6IP4-218	ARL6IP4	known	8	0.2712874114513397	0.33315143
transcript326096.chr1.nic	EPHX1	nic	16	0.2799100279808044	0.34863102
PTPN7-201	PTPN7	known	32	0.2890407145023346	0.6264615
RIOK2-201	RIOK2	known	10	0.3137116730213165	0.3982788
PLEKHA5-223	PLEKHA5	known	44	0.1729219555854797	0.3113392
PTPRT-204	PTPRT	known	35	0.4080776572227478	0.52470386
CACNB4-246	CACNB4	known	12	0.4047183990478515	0.6514498
HSP90AB1-201	HSP90AB1	known	10	0.2967067062854767	0.3799614
transcript235161.chr2.nic	CHCHD5	nic	15	0.1532334685325622	0.30226025
transcript59864.chr14.nnic	WDR89	nnic	8	0.2238800078630447	0.36716217
KCTD5-201	KCTD5	known	29	0.2945729196071625	0.49027863
ZSCAN9-204	ZSCAN9	known	3	0.1171446815133094	0.34790432
TSFM-212	TSFM	known	6	0.5014750957489014	0.57261
PTPRD-206	PTPRD	known	36	0.4419688880443573	0.58178586
ARL6IP4-211	ARL6IP4	known	8	0.2803284525871277	0.3334604
RAB34-201	RAB34	known	43	0.358939379453659	0.5247933
AK2-221	AK2	known	15	0.3493059575557709	0.5585864
ERMN-201	ERMN	known	41	0.2924720644950866	0.48042688
transcript246995.chr2.nic	STEAP3	nic	11	0.2441271394491195	0.42526335
MAP2K1-201	MAP2K1	known	31	0.5577049851417542	0.80648834
RFX3-204	RFX3	known	2	0.3445813655853271	0.48760515
LARS1-228	LARS1	known	6	0.5322750210762024	0.6657897
ANAPC5-218	ANAPC5	known	4	0.3147797882556915	0.4462059
ST8SIA5-201	ST8SIA5	known	20	0.6870231032371521	0.7802544
FOXN3-201	FOXN3	known	2	0.3179905712604522	0.56027335
TOGARAM1-202	TOGARAM1	known	44	0.3439690172672272	0.4745736
MYT1L-243	MYT1L	known	8	0.2428727746009826	0.3442414
PSMD2-201	PSMD2	known	25	0.5491201877593994	0.5883559
transcript97119.chr1.nic	ELAVL4	nic	8	0.4235712587833404	0.5381433
transcript44024.chr20.nnic	CPNE1	nnic	25	0.4255792796611786	0.46299824
CYP2D6-204	CYP2D6	known	16	0.3605912327766418	0.53342354
ZNF839-203	ZNF839	known	2	0.213034376502037	0.45337072
TRIO-218	TRIO	known	42	0.3745906949043274	0.48139986
ATXN7L3-202	ATXN7L3	known	2	0.2560215890407562	0.3706245
TTC3-204	TTC3	known	29	0.2545829117298126	0.515973
FAM91A1-201	FAM91A1	known	2	0.2705563008785248	0.45533705
FGF7-201	FGF7	known	17	0.7030022144317627	0.74763787
FDX2-202	FDX2	known	15	0.1849657148122787	0.30679682
TMEFF2-202	TMEFF2	known	38	0.3032644093036651	0.45439115
GORASP1-241	GORASP1	known	43	0.23862886428833	0.31932896
HHATL-201	HHATL	known	16	0.2591368854045868	0.32167327
GMPR2-216	GMPR2	known	15	0.3596745729446411	0.65728104
SPECC1-244	SPECC1	known	44	0.274724543094635	0.46159285
COBLL1-220	COBLL1	known	41	0.3716345429420471	0.46406022
transcript24618.chr4.nnic	WDR1	nnic	41	0.4739672541618347	0.56151277
EDEM2-202	EDEM2	known	18	0.4967675507068634	0.6287847
FOXP2-226	FOXP2	known	2	0.3412477374076843	0.5659721
AIMP1-213	AIMP1	known	6	0.3808710873126983	0.44679108
RPS9-203	RPS9	known	6	0.6596106886863708	0.87243617
DVL3-207	DVL3	known	34	0.3329406082630157	0.53024435
FBXO36-201	FBXO36	known	29	0.210865169763565	0.40975708
DDX47-202	DDX47	known	8	0.4700298011302948	0.6591257
PTGES2-211	PTGES2	known	16	0.2144875675439834	0.35412732
BPNT1-205	BPNT1	known	15	0.4046309888362884	0.64330333
SYNPO-201	SYNPO	known	41	0.3570714890956878	0.47350496
ALG10-201	ALG10	known	20	0.4475532472133636	0.5329336
DNAJC11-221	DNAJC11	known	18	0.2528939843177795	0.3737595
DOCK9-201	DOCK9	known	39	0.3613499104976654	0.39534214
NAV3-202	NAV3	known	41	0.281425416469574	0.42160082
STAB1-201	STAB1	known	40	0.3554414212703705	0.5018204
ASH1L-208	ASH1L	known	2	0.2994539737701416	0.49365512
ACSL1-205	ACSL1	known	16	0.3370364606380462	0.4709786
FLYWCH1-211	FLYWCH1	known	2	0.1772106438875198	0.44154435
NDUFAF7-211	NDUFAF7	known	9	0.2338093072175979	0.35896
transcript225520.chr2.nnic	IL1R1	nnic	23	0.4257313013076782	0.5546592
CIBAR1-214	CIBAR1	known	44	0.3951150774955749	0.5144191
RAP1GAP2-209	RAP1GAP2	known	42	0.3353282809257507	0.47001705
MAP4-207	MAP4	known	44	0.3412913680076599	0.44585747
RRBP1-207	RRBP1	known	41	0.1938664615154266	0.31740826
LRRC49-204	LRRC49	known	44	0.351430594921112	0.5671817
UNC80-202	UNC80	known	42	0.2247581928968429	0.30995846
CEP41-236	CEP41	known	44	0.4180158376693725	0.6459724
MAEA-219	MAEA	known	29	0.276590496301651	0.38690424
FGFR1-214	FGFR1	known	17	0.7287792563438416	0.7901657
transcript197724.chr8.nnic	KIFC2	nnic	44	0.2682644724845886	0.4142661
ZSCAN32-205	ZSCAN32	known	2	0.1516638994216919	0.607985
transcript54907.chr8.nic	PDGFRL	nic	38	0.2802813947200775	0.3925496
PLEKHA8-205	PLEKHA8	known	17	0.5005896091461182	0.59875596
HEXA-247	HEXA	known	20	0.4401991367340088	0.55236804
PLCB3-201	PLCB3	known	17	0.3329449594020843	0.46917516
CDC73-201	CDC73	known	2	0.2392336577177047	0.37304407
NCAM2-201	NCAM2	known	36	0.3199189603328705	0.49973336
transcript112963.chr14.nnic	CYP46A1	nnic	16	0.302217960357666	0.4251129
STXBP1-224	STXBP1	known	43	0.3087149560451507	0.4488925
SORBS1-207	SORBS1	known	41	0.2846440076828003	0.38583666
VPS16-202	VPS16	known	43	0.3313881158828735	0.52274597
ENOX2-205	ENOX2	known	8	0.3444013297557831	0.37297106
CARF-203	CARF	known	2	0.2883448004722595	0.4551968
FIP1L1-221	FIP1L1	known	8	0.6246162056922913	0.7102183
PRMT7-201	PRMT7	known	9	0.3690557479858398	0.4174509
ZNF721-202	ZNF721	known	2	0.2023435533046722	0.48551828
ZNF415-220	ZNF415	known	2	0.1618190854787826	0.5423776
TAP2-207	TAP2	known	43	0.2573137879371643	0.43250355
CALM2-214	CALM2	known	12	0.4570286571979522	0.5628723
MEGF11-202	MEGF11	known	35	0.273978054523468	0.40408176
ZNF792-201	ZNF792	known	2	0.208165168762207	0.5728742
MIX23-207	MIX23	known	44	0.2398224174976349	0.3175196
ALDOA-202	ALDOA	known	15	0.5987144112586975	0.7636012
ZNF92-203	ZNF92	known	2	0.1448458582162857	0.4692617
FHL1-235	FHL1	known	4	0.313085526227951	0.48192415
HOXD1-201	HOXD1	known	37	0.2947962880134582	0.5680321
SNCG-202	SNCG	known	42	0.1872581243515014	0.30312744
VCP-231	VCP	known	25	0.3677815794944763	0.5189984
ZNF595-205	ZNF595	known	2	0.166916012763977	0.5724719
transcript77087.chr14.nic	DPF3	nic	2	0.3266102373600006	0.5453273
MPRIP-205	MPRIP	known	41	0.3330240845680237	0.41121253
APEX1-202	APEX1	known	1	0.3634665608406067	0.57599247
SETD3-203	SETD3	known	9	0.2171512842178344	0.36844915
BCOR-215	BCOR	known	2	0.2421535700559616	0.36769944
GAD1-202	GAD1	known	16	0.3985204994678497	0.547212
OAS2-215	OAS2	known	23	0.2986114025115967	0.46562433
JOSD2-204	JOSD2	known	19	0.2140470594167709	0.40531844
ITGA6-206	ITGA6	known	35	0.4363032281398773	0.6014498
PLXNB2-208	PLXNB2	known	42	0.3696877956390381	0.4989156
ENTPD3-201	ENTPD3	known	20	0.278136670589447	0.34205773
FNBP4-211	FNBP4	known	2	0.2545651793479919	0.3152654
GTF2I-215	GTF2I	known	2	0.2612156569957733	0.42816067
TSEN2-242	TSEN2	known	9	0.3172429800033569	0.41482764
LGALSL-201	LGALSL	known	30	0.208447128534317	0.34302807
ZBTB33-202	ZBTB33	known	2	0.2141073495149612	0.48975635
GIGYF1-201	GIGYF1	known	10	0.249348759651184	0.37534982
PCDH7-201	PCDH7	known	35	0.3733929395675659	0.67727315
LHFPL6-203	LHFPL6	known	35	0.2594877183437347	0.39032936
CLCC1-254	CLCC1	known	11	0.242046058177948	0.37230796
ITPR1-236	ITPR1	known	12	0.3770513534545898	0.68049693
PCP4L1-201	PCP4L1	known	36	0.2037264853715896	0.3028306
PLOD2-210	PLOD2	known	19	0.2984711825847626	0.35067615
COX6A1-203	COX6A1	known	15	0.3143292069435119	0.53164536
MINK1-202	MINK1	known	31	0.5600277185440063	0.7099688
GRB2-202	GRB2	known	24	0.5124566555023193	0.7135762
H2AC19-201	H2AC19	known	2	0.276543915271759	0.51896274
AHCTF1-207	AHCTF1	known	7	0.3021537363529205	0.39297944
COX11-201	COX11	known	15	0.2279099971055984	0.50958526
ENST00000689811	ENSG00000291100	known	35	0.2513442933559418	0.33344433
PKN1-201	PKN1	known	31	0.3615041971206665	0.5555437
CMPK1-201	CMPK1	known	15	0.3820148110389709	0.52820915
CYTH1-210	CYTH1	known	42	0.2726184129714966	0.37854707
transcript131397.chr17.nic	TMC8	nic	11	0.3351416289806366	0.53808624
SPG7-203	SPG7	known	6	0.2439584732055664	0.3202041
MAP3K10-201	MAP3K10	known	31	0.4986758232116699	0.6445826
WBP11-201	WBP11	known	8	0.456402063369751	0.56356484
GPR84-202	GPR84	known	14	0.4070286452770233	0.66936284
SIKE1-201	SIKE1	known	44	0.2716867625713348	0.38994294
ULK3-220	ULK3	known	22	0.2441470772027969	0.4663146
WDR7-212	WDR7	known	29	0.1212950125336647	0.32814464
EED-212	EED	known	2	0.2816943824291229	0.4475557
CAPN3-252	CAPN3	known	12	0.3740259706974029	0.46234608
IL17RD-201	IL17RD	known	23	0.3667768537998199	0.57033885
CEP63-233	CEP63	known	44	0.4379018247127533	0.5949155
SHANK2-202	SHANK2	known	36	0.4144817888736725	0.51619023
POLR3C-211	POLR3C	known	2	0.3111805319786072	0.4999207
transcript181260.chr10.nic	LDB1	nic	2	0.2363232672214508	0.3298751
UBA6-201	UBA6	known	9	0.3085959553718567	0.42533436
DNAJC27-207	DNAJC27	known	42	0.2571821808815002	0.5718199
TLK2-203	TLK2	known	29	0.2882702946662903	0.49341407
TIMM50-219	TIMM50	known	15	0.2424821257591247	0.35619593
TNS3-214	TNS3	known	32	0.2859406471252441	0.39575845
LARS1-202	LARS1	known	6	0.3965464830398559	0.47815618
PPFIA2-216	PPFIA2	known	35	0.2998585104942322	0.37505776
STIM2-206	STIM2	known	12	0.4125017821788788	0.54312354
ACAA1-203	ACAA1	known	15	0.2665735185146332	0.4370548
HNRNPA2B1-206	HNRNPA2B1	known	8	0.3357897996902466	0.3802814
MDM2-212	MDM2	known	29	0.4252975881099701	0.5722178
B3GALNT1-203	B3GALNT1	known	20	0.6705643534660339	0.7640377
ANK2-201	ANK2	known	12	0.375040054321289	0.50805014
LCORL-214	LCORL	known	2	0.205973744392395	0.45880088
RBM5-218	RBM5	known	8	0.1778029203414917	0.30129084
transcript42715.chr15.nic	DPH6	nic	9	0.3599851131439209	0.41570306
TNKS-210	TNKS	known	29	0.2767879962921142	0.3873262
TACC2-207	TACC2	known	44	0.3350476622581482	0.42911902
POLR3F-207	POLR3F	known	2	0.2038665562868118	0.31622317
WDR1-227	WDR1	known	41	0.2545458972454071	0.35456204
CRYAB-216	CRYAB	known	30	0.2721805870532989	0.41326827
CARNS1-201	CARNS1	known	16	0.2892933487892151	0.45686555
ADAM15-201	ADAM15	known	40	0.3272470533847809	0.4417716
KCNMA1-254	KCNMA1	known	11	0.4831878244876861	0.8819944
ELL2-201	ELL2	known	2	0.2767721712589264	0.39729643
TMEM147-202	TMEM147	known	19	0.3089143931865692	0.34566593
CDH12-203	CDH12	known	35	0.5871803164482117	0.75835896
KEAP1-201	KEAP1	known	29	0.3928614258766174	0.7092801
ABCB1-211	ABCB1	known	11	0.4342012703418731	0.5934823
ZNF140-202	ZNF140	known	2	0.1564462184906005	0.5643672
transcript150224.chr1.nic	LMO4	nic	37	0.2484233379364013	0.39953694
SEC31A-206	SEC31A	known	18	0.3394449055194855	0.45460016
transcript106263.chr10.nic	BICC1	nic	32	0.2562768757343292	0.36241618
INPP5F-211	INPP5F	known	17	0.6140223741531372	0.6732724
ATG16L1-206	ATG16L1	known	43	0.2859272360801697	0.36304942
UPF3A-201	UPF3A	known	8	0.4232666194438934	0.5801651
CNTN4-207	CNTN4	known	36	0.4534008502960205	0.5593367
TOP2B-209	TOP2B	known	1	0.2829887270927429	0.44031605
B4GALNT1-201	B4GALNT1	known	20	0.5075361132621765	0.56175864
transcript249050.chr1.nnic	FCGR2C	nnic	27	0.2244878709316253	0.3083884
RETSAT-201	RETSAT	known	16	0.2442901134490966	0.37740073
CD46-228	CD46	known	24	0.2788093984127044	0.45554385
MAPRE2-209	MAPRE2	known	41	0.4264304041862488	0.6115618
TRPV3-202	TRPV3	known	11	0.2556238770484924	0.40149587
TCTN1-217	TCTN1	known	44	0.3993882536888122	0.71715206
IGFBP6-201	IGFBP6	known	40	0.276265799999237	0.35084015
GCAT-202	GCAT	known	16	0.3142530024051666	0.5137661
AMFR-201	AMFR	known	18	0.519709050655365	0.7395731
PQBP1-203	PQBP1	known	8	0.5328611731529236	0.5882557
transcript101453.chr8.nic	TMEM68	nic	16	0.3320737779140472	0.39454868
TNFRSF1A-218	TNFRSF1A	known	31	0.3870163559913635	0.5943297
STIP1-201	STIP1	known	5	0.1752769351005554	0.31879434
DST-241	DST	known	44	0.3304303288459778	0.5266175
NOTCH2NLA-206	NOTCH2NLA	known	39	0.2614032924175262	0.39658046
LARS1-208	LARS1	known	6	0.5046239495277405	0.63495576
RBM43-201	RBM43	known	10	0.2256053686141967	0.33575684
RAB30-205	RAB30	known	43	0.3374573588371277	0.58911335
EIF2B1-201	EIF2B1	known	25	0.3615826368331909	0.39434743
SORBS2-245	SORBS2	known	35	0.2916857302188873	0.3885201
PUM1-201	PUM1	known	8	0.2962565422058105	0.49613127
DHX36-213	DHX36	known	1	0.3507364988327026	0.57765484
NAPB-201	NAPB	known	44	0.3350634276866913	0.4956228
TMEM42-201	TMEM42	known	11	0.1813793033361435	0.35470617
ADCK1-202	ADCK1	known	22	0.2281520664691925	0.3341095
transcript19977.chr18.nic	FAM210A	nic	6	0.3085937798023224	0.50625336
transcript143699.chr19.nnic	SYT5	nnic	13	0.3053370714187622	0.5148828
SCAMP4-201	SCAMP4	known	25	0.2563953101634979	0.3346111
RAVER1-207	RAVER1	known	8	0.3718336820602417	0.43156108
BCAN-201	BCAN	known	20	0.3706554472446441	0.45873255
BCLAF1-214	BCLAF1	known	8	0.3300746977329254	0.3908245
PRDM4-201	PRDM4	known	2	0.2797413766384125	0.45346445
HMGCR-218	HMGCR	known	16	0.2482447475194931	0.34946752
SGK1-213	SGK1	known	39	0.3533149361610412	0.5950104
FLG-201	FLG	known	19	0.1930196434259414	0.32698336
PTGR2-204	PTGR2	known	16	0.3078233897686004	0.5256955
VPS13D-219	VPS13D	known	22	0.2387380748987198	0.39745378
NPAP1-201	NPAP1	known	7	0.2831449806690216	0.3749476
ADAR-208	ADAR	known	7	0.3897058069705963	0.5336689
CCT8-201	CCT8	known	25	0.5564925670623779	0.5831708
MYO5A-221	MYO5A	known	42	0.249772235751152	0.37229246
CRELD1-240	CRELD1	known	25	0.2179886698722839	0.32912606
MAP3K7-210	MAP3K7	known	31	0.5204001069068909	0.6594132
SEPTIN8-204	SEPTIN8	known	44	0.4058878123760223	0.7008866
ZNF823-201	ZNF823	known	2	0.1648807227611541	0.55482924
ABCG1-205	ABCG1	known	11	0.3242585361003876	0.5732725
ZC3H15-201	ZC3H15	known	8	0.3485960662364959	0.49300328
TTC14-201	TTC14	known	8	0.288048654794693	0.35967356
GRIN2A-205	GRIN2A	known	11	0.3961467146873474	0.6924186
FAM171A1-201	FAM171A1	known	35	0.2430329173803329	0.37420753
transcript131729.chr16.nic	IRF8	nic	2	0.1995575726032257	0.5633087
transcript249071.chr1.nnic	FCGR2C	nnic	27	0.2244878709316253	0.3083884
DICER1-231	DICER1	known	2	0.1852267682552337	0.3593042
INTS1-201	INTS1	known	8	0.3557740449905395	0.45627418
ACSBG1-201	ACSBG1	known	15	0.6103076338768005	0.78430235
transcript47646.chr7.nic	HERPUD2	nic	18	0.3024474680423736	0.35454926
BRD1-203	BRD1	known	2	0.3574678599834442	0.61906135
PTPRC-201	PTPRC	known	38	0.4006754457950592	0.63411444
OCA2-202	OCA2	known	11	0.4628803431987762	0.70613706
FAR2-220	FAR2	known	15	0.3626090586185455	0.5181898
GLI3-205	GLI3	known	37	0.3641570508480072	0.5835134
ZNHIT1-201	ZNHIT1	known	2	0.2031517773866653	0.30723122
NEFL-202	NEFL	known	37	0.1886544376611709	0.43742895
PDZD7-204	PDZD7	known	35	0.2594772577285766	0.35907537
AIDA-201	AIDA	known	31	0.2720242142677307	0.36975485
HNRNPLL-208	HNRNPLL	known	8	0.2811510264873504	0.36578602
EEF1D-225	EEF1D	known	6	0.3540570735931396	0.44521767
ZNF408-201	ZNF408	known	2	0.2002328932285308	0.44794688
M6PR-202	M6PR	known	25	0.2745619118213653	0.35790154
MBTD1-202	MBTD1	known	2	0.2104375511407852	0.33315098
HEXD-IT1-201	HEXD-IT1	known	5	0.3155998587608337	0.35874116
PGGHG-203	PGGHG	known	20	0.3048139810562134	0.36214674
transcript26054.chr21.nic	IFNAR2	nic	23	0.2698566913604736	0.4602464
CSNK1D-203	CSNK1D	known	29	0.3488149642944336	0.56432426
CCDC88A-256	CCDC88A	known	44	0.2816154360771179	0.44622698
IQSEC1-206	IQSEC1	known	42	0.3796389698982239	0.5757567
EIF3M-208	EIF3M	known	25	0.4054211676120758	0.4299075
MCCC2-202	MCCC2	known	15	0.3341934382915497	0.58102196
ANKIB1-203	ANKIB1	known	29	0.2964657247066498	0.3906145
CBFA2T3-202	CBFA2T3	known	2	0.2347166687250137	0.39954665
PEX2-204	PEX2	known	18	0.3097953796386719	0.41667718
CNNM1-203	CNNM1	known	11	0.2020942121744156	0.30184746
CDK11A-223	CDK11A	known	8	0.2874267101287842	0.31363696
DUS3L-204	DUS3L	known	15	0.1819729655981063	0.345779
transcript81039.chr12.nnic	TSFM	nnic	6	0.3955230414867401	0.43954295
EHD4-201	EHD4	known	43	0.2554422616958618	0.36365443
transcript174701.chr5.nnic	KLHL3	nnic	29	0.3096111416816711	0.59872746
ZNF552-201	ZNF552	known	2	0.196730688214302	0.55118763
transcript64787.chr20.nnic	SLC9A8	nnic	11	0.3403904438018799	0.50953966
transcript217696.chr9.nic	FUBP3	nic	10	0.2797040641307831	0.47381964
ZNF644-201	ZNF644	known	2	0.2835452258586883	0.44190708
CNTN4-205	CNTN4	known	36	0.4585711061954498	0.63839847
transcript90315.chr4.nic	OCIAD2	nic	15	0.1941265016794204	0.37180266
transcript319159.chr3.nic	DLG1	nic	35	0.3550853431224823	0.4482862
TBK1-234	TBK1	known	24	0.3359375894069671	0.57439506
RIPOR1-214	RIPOR1	known	27	0.4179366827011108	0.44938722
IL17RC-226	IL17RC	known	23	0.3193836510181427	0.5241197
AKAP9-224	AKAP9	known	44	0.4892832338809967	0.5802711
SEMA4F-210	SEMA4F	known	36	0.6092419028282166	0.8316085
EXOSC2-211	EXOSC2	known	10	0.5168087482452393	0.65606123
LUC7L2-206	LUC7L2	known	8	0.4502546787261963	0.5141063
PPP1CA-204	PPP1CA	known	25	0.3417321443557739	0.39393076
SEPTIN9-236	SEPTIN9	known	44	0.4637078642845154	0.74786055
ADHFE1-207	ADHFE1	known	16	0.3672741055488586	0.511036
FCF1-201	FCF1	known	10	0.3358993828296661	0.45230594
LNX2-201	LNX2	known	29	0.1889008581638336	0.39949474
EIF3E-215	EIF3E	known	29	0.3551022112369537	0.5420525
transcript245809.chr2.nic	CCDC93	nic	44	0.2117118686437606	0.37837085
PTDSS1-202	PTDSS1	known	17	0.546617865562439	0.6906546
PTGES2-201	PTGES2	known	25	0.4106400907039642	0.4345385
KCTD7-205	KCTD7	known	10	0.2135264426469802	0.32018608
transcript86763.chr8.nic	HGSNAT	nic	24	0.2490890622138977	0.33988518
transcript7167.chr22.nic	ARVCF	nic	35	0.453723669052124	0.62645084
ERCC6-208	ERCC6	known	1	0.3817660510540008	0.5761159
FGFR1OP2-203	FGFR1OP2	known	44	0.337621659040451	0.50526917
SHROOM3-201	SHROOM3	known	41	0.2322432696819305	0.339584
PCDHGC3-205	PCDHGC3	known	2	0.238584354519844	0.35485938
PCDH12-201	PCDH12	known	35	0.3280520737171173	0.67330045
ATXN2L-221	ATXN2L	known	2	0.1951132714748382	0.32770923
transcript205991.chr10.nic	INPP5F	nic	18	0.3047852218151092	0.347152
CDH1-210	CDH1	known	35	0.4681710004806518	0.5984551
MCF2L2-201	MCF2L2	known	42	0.3408063352108001	0.51249564
TPM3-224	TPM3	known	41	0.4437863826751709	0.7389413
NTRK3-209	NTRK3	known	31	0.5274519920349121	0.74340874
PHF6-201	PHF6	known	2	0.2130078971385955	0.3464198
ZC3H7B-202	ZC3H7B	known	5	0.244153693318367	0.3464374
ZNF131-212	ZNF131	known	2	0.2193729281425476	0.47181764
CAMK2A-212	CAMK2A	known	12	0.489966869354248	0.7032855
STK19-212	STK19	known	9	0.2390555590391159	0.30126768
KDM6A-212	KDM6A	known	2	0.3316651284694671	0.60610753
NFE2L2-218	NFE2L2	known	18	0.3744151592254638	0.4497602
MYL12A-201	MYL12A	known	39	0.3951223194599151	0.4487191
DENND5A-239	DENND5A	known	44	0.26154825091362	0.34173623
RBM4B-206	RBM4B	known	8	0.5232684016227722	0.6237973
SGIP1-246	SGIP1	known	43	0.2914549708366394	0.4124568
transcript166808.chr10.nic	CPEB3	nic	2	0.2114486694335937	0.33114383
GNG4-204	GNG4	known	6	0.1740510612726211	0.30744147
OSGEPL1-207	OSGEPL1	known	9	0.3923726081848144	0.43608585
SIRT5-223	SIRT5	known	2	0.2581261694431305	0.4040472
TARBP2-214	TARBP2	known	32	0.3117264211177826	0.42034164
CTNS-201	CTNS	known	15	0.3672723770141601	0.44446787
BCHE-205	BCHE	known	16	0.2098512798547744	0.32845673
PPT1-204	PPT1	known	16	0.3154271245002746	0.5320492
MACF1-215	MACF1	known	36	0.225961834192276	0.38686103
TAF1D-201	TAF1D	known	3	0.271668940782547	0.34824547
ZNF428-201	ZNF428	known	2	0.2221194505691528	0.35869336
XPO1-223	XPO1	known	7	0.5891028642654419	0.7166863
PPIG-202	PPIG	known	8	0.2897458970546722	0.34876508
transcript390594.chr2.nic	CUL3	nic	5	0.2406620234251022	0.3071615
GNAS-233	GNAS	known	25	0.2980234920978546	0.39809602
CHRNA7-225	CHRNA7	known	13	0.3832101821899414	0.5974222
TLR9-201	TLR9	known	24	0.4702855348587036	0.6285758
WIPI2-203	WIPI2	known	22	0.3803867995738983	0.60993385
ADGRB2-204	ADGRB2	known	14	0.4272604584693908	0.5949842
PPP3CB-204	PPP3CB	known	15	0.343891441822052	0.487578
CARS1-203	CARS1	known	6	0.5008569955825806	0.6309188
TLR10-208	TLR10	known	24	0.432820588350296	0.6319113
STOML2-201	STOML2	known	18	0.2582699656486511	0.34890673
ERMP1-227	ERMP1	known	19	0.334210067987442	0.4205551
MDH1B-204	MDH1B	known	16	0.2162006050348281	0.31404057
LMO1-202	LMO1	known	32	0.2052567601203918	0.3641226
POLR3H-207	POLR3H	known	5	0.2842375338077545	0.34448177
KCNMA1-250	KCNMA1	known	11	0.4553634822368622	0.8542164
MAGI1-217	MAGI1	known	13	0.3410914540290832	0.40823525
SF3B2-208	SF3B2	known	10	0.3628592193126678	0.5577285
CLN8-208	CLN8	known	16	0.3060437738895416	0.45212445
TTC5-201	TTC5	known	29	0.2530170083045959	0.32542974
PKP2-213	PKP2	known	35	0.4485697150230407	0.61297977
transcript38278.chr20.nic	ASXL1	nic	2	0.2162828892469406	0.3266855
PLEKHG5-212	PLEKHG5	known	42	0.4113959372043609	0.62820125
transcript39956.chr2.nnic	PRKD3	nnic	31	0.3524104952812195	0.636917
PALM2AKAP2-201	PALM2AKAP2	known	41	0.3753021359443664	0.5043809
CDK20-203	CDK20	known	2	0.1473110020160675	0.5453368
LDB1-202	LDB1	known	2	0.3165628910064697	0.40853128
MRPL51-201	MRPL51	known	6	0.6594545841217041	0.7298241
ZFR-205	ZFR	known	2	0.240810140967369	0.3356621
HLA-DMA-208	HLA-DMA	known	24	0.3381420969963074	0.49339134
KIF17-202	KIF17	known	44	0.4456682801246643	0.592178
NEO1-206	NEO1	known	36	0.4279190003871918	0.53014797
SYT17-201	SYT17	known	13	0.409501165151596	0.6434656
NEK8-201	NEK8	known	44	0.2641646564006805	0.46123415
ARHGAP21-202	ARHGAP21	known	42	0.2832410037517547	0.38694543
SFXN5-211	SFXN5	known	11	0.2642140090465545	0.5466565
ARL2-204	ARL2	known	27	0.3885295987129211	0.45046502
ATG4D-208	ATG4D	known	1	0.1969451010227203	0.33732048
USP28-217	USP28	known	1	0.3243515789508819	0.7515083
MEPCE-202	MEPCE	known	9	0.4398254156112671	0.47284436
COBLL1-202	COBLL1	known	36	0.4119749367237091	0.50718224
TMED10-203	TMED10	known	43	0.2330731302499771	0.3854013
DCUN1D4-204	DCUN1D4	known	4	0.2720775008201599	0.40865213
TSHZ2-201	TSHZ2	known	2	0.2832420170307159	0.5259336
ZC3HC1-202	ZC3HC1	known	1	0.2673622071743011	0.37501466
transcript226403.chr3.nnic	TMCC1	nnic	27	0.2218686640262603	0.3061293
PNMA2-204	PNMA2	known	30	0.1987737566232681	0.33879036
QARS1-205	QARS1	known	6	0.4477478563785553	0.58889073
SLC35E3-207	SLC35E3	known	20	0.3117308020591736	0.36900884
ACO1-201	ACO1	known	15	0.4436909556388855	0.578293
LMNB2-201	LMNB2	known	43	0.2418420016765594	0.33190894
TCEA1-207	TCEA1	known	1	0.37021404504776	0.49284863
ZNF91-206	ZNF91	known	2	0.1534266173839569	0.44417515
transcript83077.chr13.nic	STK24	nic	31	0.5297746062278748	0.790866
EPC1-210	EPC1	known	7	0.2688970267772674	0.3418075
ACYP2-203	ACYP2	known	15	0.2602835893630981	0.36048803
transcript119003.chr2.nic	USP39	nic	8	0.3865589201450348	0.5499524
STXBP5L-209	STXBP5L	known	44	0.2836486101150512	0.40999117
NDUFS1-204	NDUFS1	known	15	0.5125654935836792	0.70454377
CPSF6-201	CPSF6	known	8	0.480647474527359	0.555875
IBTK-209	IBTK	known	12	0.2921192049980163	0.40564603
STK36-202	STK36	known	44	0.2341468036174774	0.41428757
MPPED1-203	MPPED1	known	9	0.2851499021053314	0.3274903
S1PR3-203	S1PR3	known	14	0.4390403628349304	0.63353074
CCDC91-205	CCDC91	known	44	0.2838019430637359	0.3774957
transcript5075.chr14.nic	CIDEB	nic	30	0.3633959591388702	0.48400456
ATP5F1D-202	ATP5F1D	known	6	0.272593230009079	0.30803108
HGS-201	HGS	known	43	0.3303231000900268	0.4520709
CEP63-203	CEP63	known	44	0.4525293111801147	0.6109781
ZMYND8-212	ZMYND8	known	2	0.3177880644798279	0.54798025
MSH6-201	MSH6	known	1	0.5536511540412903	0.7206713
CYP27C1-203	CYP27C1	known	16	0.3575176298618316	0.545535
SLC24A2-202	SLC24A2	known	11	0.5003964304924011	0.84357756
transcript149529.chr11.nnic	AMOTL1	nnic	41	0.2292456179857254	0.30956423
CKAP2-203	CKAP2	known	44	0.1749057173728943	0.32779813
DHX33-205	DHX33	known	1	0.2960890531539917	0.5374373
PIGK-202	PIGK	known	19	0.3657559156417846	0.43097466
NCOA4-207	NCOA4	known	5	0.2421636581420898	0.39095917
