enst_id	gene_name
ENST00000645338	DDX3X
ENST00000645342	CCDC88A
ENST00000645345	SLC29A3
ENST00000645349	PDZD7
ENST00000645353	TBL1X
ENST00000645361	CYP2D6
ENST00000645382	KIF25
ENST00000645391	ARPC1B
ENST00000645392	SPG7
ENST00000645398	CEP78
ENST00000645426	OSBPL2
ENST00000645439	CCDC82
ENST00000645440	RPS24
ENST00000645443	BRAF
ENST00000645453	MYO15B
ENST00000645458	COL11A1
ENST00000645471	TPM4
ENST00000645477	CCDC88A
ENST00000645481	FOXF2
ENST00000645482	TPM2
ENST00000645483	CERT1
ENST00000645484	CCDC88A
ENST00000645485	CCDC88A
ENST00000645486	HULC
ENST00000645491	HARS1
ENST00000645495	RDX
ENST00000645496	RPL9
ENST00000645507	NMNAT3
ENST00000645516	ENTREP1
ENST00000645522	MOCS1
ENST00000645526	MIGA1
ENST00000645528	CACNA1D
ENST00000645534	SLC52A3
ENST00000645539	CNKSR2
ENST00000645543	ENSG00000291194
ENST00000645547	DEPDC5
ENST00000645548	KIFC2
ENST00000645549	RNASEH2B
ENST00000645550	SPAST
ENST00000645552	TSC2
ENST00000645553	OPA1
ENST00000645561	DDX3X
ENST00000645566	CASK
ENST00000645569	DIABLO
ENST00000645571	CCDC88A
ENST00000645574	DDX3X
ENST00000645586	EEF1A2
ENST00000645591	TSC2
ENST00000645592	SLC6A1
ENST00000645598	SLC6A1
ENST00000645607	SLC29A1
ENST00000645609	ENO1
ENST00000645618	RNASEH2B
ENST00000645621	ATP13A3
ENST00000645632	VPS13A
ENST00000645634	SLC1A2
ENST00000645636	GRIA2
ENST00000645652	FUT1
ENST00000645668	TSEN15
ENST00000645674	RPS7
ENST00000645686	TBL1X
ENST00000645694	SIX1
ENST00000645697	DYNC1H1
ENST00000645698	RPS24
ENST00000645722	ARHGAP26
ENST00000645723	GSS
ENST00000645733	LINC02795
ENST00000645736	ERCC3
ENST00000645744	ABCC8
ENST00000645746	GATAD1
ENST00000645755	DEPDC5
ENST00000645756	MIGA1
ENST00000645759	CBLB
ENST00000645763	CTNNB1
ENST00000645765	ENSG00000291289
ENST00000645768	CSNK2A1
ENST00000645770	HECW2
ENST00000645775	EPS8
ENST00000645776	SLC6A1
ENST00000645780	FRY
ENST00000645802	BCAP31
ENST00000645808	HULC
ENST00000645816	PTPN2
ENST00000645818	SPG7
ENST00000645819	VPS13C
ENST00000645826	CDK13
ENST00000645828	NOTCH1
ENST00000645831	FOXC1
ENST00000645832	HSD17B4
ENST00000645840	CSNK2A1
ENST00000645843	ABHD18
ENST00000645846	LARS2
ENST00000645862	MON1A
ENST00000645865	CEP78
ENST00000645866	CERT1
ENST00000645897	SPG7
ENST00000645898	TRANK1
ENST00000645901	TSC1
ENST00000645904	TSC1
ENST00000645907	SCN9A
ENST00000645910	CSNK2A1
ENST00000645929	CHD8
ENST00000645953	CCNH
ENST00000645960	SOX2-OT
ENST00000645969	CCDC88A
ENST00000645977	SPG7
ENST00000645978	DYNC1H1
ENST00000645982	CTNNB1
ENST00000645986	CASK
ENST00000645999	EPB41
ENST00000646003	ABCC8
ENST00000646005	SPG7
ENST00000646012	SLC12A1
ENST00000646022	SLC6A1
ENST00000646025	ATG5
ENST00000646035	SLC6A1
ENST00000646038	TRIM66
ENST00000646039	CDK13
ENST00000646042	ERCC3
ENST00000646045	FYB1
ENST00000646049	MYO1C
ENST00000646050	CCDC82
ENST00000646063	CHD8
ENST00000646072	SLC6A1
ENST00000646080	SLC1A2
ENST00000646085	OPA1
ENST00000646088	SLC6A1
ENST00000646097	RB1
ENST00000646099	SLC1A2
ENST00000646101	ARPC1B
ENST00000646102	ARHGEF7
ENST00000646120	CASK
ENST00000646122	DDX3X
ENST00000646124	LZTR1
ENST00000646135	DEPDC5
ENST00000646147	TBC1D24
ENST00000646174	CTNNB1
ENST00000646175	CNKSR2
ENST00000646176	TSBP1-AS1
ENST00000646183	SMARCA4
ENST00000646186	TBCE
ENST00000646189	EPB41
ENST00000646196	DDX3X
ENST00000646199	AIG1
ENST00000646209	THRB
ENST00000646222	SRP72
ENST00000646223	DDX3X
ENST00000646225	ENSG00000277128
ENST00000646241	CTSA
ENST00000646242	SMARCE1
ENST00000646260	EPB41
ENST00000646268	CHD4
ENST00000646269	IQSEC1
ENST00000646276	ABCC8
ENST00000646277	OPA1
ENST00000646278	TECTA
ENST00000646279	RNASEH2B
ENST00000646282	RBBP6
ENST00000646283	SMARCE1
ENST00000646285	CCDC88A
ENST00000646286	TBCE
ENST00000646290	SLC25A48
ENST00000646295	HULC
ENST00000646296	SOX2-OT
ENST00000646302	CERT1
ENST00000646303	SPG7
ENST00000646304	TMF1
ENST00000646319	DDX3X
ENST00000646324	CCDC88A
ENST00000646334	BRAF
ENST00000646370	ENO1
ENST00000646371	BTD
ENST00000646379	ATP2B2
ENST00000646390	DDX3X
ENST00000646391	TSC1
ENST00000646399	SPG7
ENST00000646405	GSS
ENST00000646410	SERAC1
ENST00000646418	DYNC1H1
ENST00000646421	SMARCB1
ENST00000646427	BRAF
ENST00000646436	TRANK1
ENST00000646441	EFNB2
ENST00000646448	SMARCE1
ENST00000646451	MANBA
ENST00000646464	TSC2
ENST00000646474	CCDC88A
ENST00000646480	ENSG00000284966
ENST00000646488	HULC
ENST00000646489	SGCE
ENST00000646496	TUG1
ENST00000646506	LZTR1
ENST00000646511	CERT1
ENST00000646515	DEPDC5
ENST00000646519	RUNX2
ENST00000646520	TNS1
ENST00000646531	SPG7
ENST00000646536	TBCE
ENST00000646537	SRP72
ENST00000646554	HSD17B4
ENST00000646558	CHD8
ENST00000646561	CSNK2A1
ENST00000646562	SERAC1
ENST00000646566	CTCF
ENST00000646567	ENSG00000284882
ENST00000646570	SLC6A1
ENST00000646571	SPAST
ENST00000646573	DPP9
ENST00000646579	SRP72
ENST00000646587	LINC-PINT
ENST00000646589	SPG7
ENST00000646592	ABCC8
ENST00000646596	SLC19A2
ENST00000646607	EDNRB
ENST00000646608	CHD4
ENST00000646610	RPS6KA3
ENST00000646620	HDDC3
ENST00000646622	NFIB
ENST00000646625	TSC1
ENST00000646627	DDX3X
ENST00000646633	KITLG
ENST00000646641	S1PR2
ENST00000646647	CHD8
ENST00000646651	UBE2T
ENST00000646654	ERCC3
ENST00000646664	ACTB
ENST00000646667	TRPM7
ENST00000646673	SAMHD1
ENST00000646679	DDX3X
ENST00000646691	TPP1
ENST00000646694	SCN9A
ENST00000646708	TMF1
ENST00000646709	RNASEH2B
ENST00000646710	DSE
ENST00000646713	CERT1
ENST00000646714	DNAJC21
ENST00000646723	SMARCB1
ENST00000646727	MANBA
ENST00000646756	CCND2-AS1
ENST00000646757	TRIM8
ENST00000646776	ST3GAL3
ENST00000646777	TPP1
ENST00000646793	OPA1
ENST00000646803	PAXIP1-AS2
ENST00000646804	SUCLA2
ENST00000646805	ENSG00000285095
ENST00000646814	CSNK2A1
ENST00000646818	CCDC82
ENST00000646820	ENSG00000285204
ENST00000646822	DDX3X
ENST00000646825	CBLB
ENST00000646827	ORAI1
ENST00000646835	GJB1
ENST00000646836	SLC6A1
ENST00000646841	SOX2-OT
ENST00000646861	MYH14
ENST00000646879	SGCE
ENST00000646886	SLC6A1
ENST00000646889	SMARCA4
ENST00000646891	BRAF
ENST00000646892	MIGA1
ENST00000646896	TCEAL9
ENST00000646897	TRANK1
ENST00000646898	IFNGR1
ENST00000646900	TLR2
ENST00000646910	SGCE
ENST00000646911	SMARCB1
ENST00000646917	VPS13D
ENST00000646924	SLC6A1
ENST00000646926	RMND1
ENST00000646928	ENSG00000284959
ENST00000646930	SPG7
ENST00000646932	SUCLA2
ENST00000646938	NOS2
ENST00000646940	DDX3X
ENST00000646954	INTS2
ENST00000646958	SPG7
ENST00000646960	RNASEH2B
ENST00000646966	THRB
ENST00000646969	DEPDC5
ENST00000646971	ST3GAL3
ENST00000646974	TPM4
ENST00000646993	ABCC8
ENST00000646998	DEPDC5
ENST00000647009	INTS2
ENST00000647020	HBB
ENST00000647021	CTNNB1
ENST00000647029	GJB6
ENST00000647034	SOX2-OT
ENST00000647042	TSC2
ENST00000647043	ENSG00000290854
ENST00000647056	B9D1
ENST00000647058	CNKSR2
ENST00000647067	PTGS1
ENST00000647073	SNTG1
ENST00000647076	SLC1A2
ENST00000647080	CCDC82
ENST00000647086	ABCC8
ENST00000647095	SAMHD1
ENST00000647097	MANBA
ENST00000647098	CCDC88A
ENST00000647102	LINC-PINT
ENST00000647103	EPB41
ENST00000647104	SLC1A2
ENST00000647112	CHD4
ENST00000647121	AUTS2
ENST00000647123	SPG7
ENST00000647127	CERT1
ENST00000647143	DYNC1H1
ENST00000647148	ST3GAL3
ENST00000647155	CSNK2A1
ENST00000647157	SERPINB6
ENST00000647165	MYO15A
ENST00000647176	MFSD14CP
ENST00000647180	TSC2
ENST00000647188	DYRK1A
ENST00000647199	CEP78
ENST00000647204	DYNC1H1
ENST00000647210	KRBA2
ENST00000647221	SMARCE1
ENST00000647223	ASXL1
ENST00000647224	EPS8
ENST00000647227	SPG7
ENST00000647231	RDX
ENST00000647233	TBCE
ENST00000647234	TSC2
ENST00000647244	DSE
ENST00000647248	RPL35A
ENST00000647252	B9D1
ENST00000647262	TSC1
ENST00000647273	SNTG1
ENST00000647279	TSC1
ENST00000647296	SLC4A11
ENST00000647302	SPG7
ENST00000647304	SATL1
ENST00000647305	ATXN2
ENST00000647307	DYNC1H1
ENST00000647317	ASAH2B
ENST00000647328	SNX27
ENST00000647348	CSNK2A1
ENST00000647354	TUG1
ENST00000647361	SUCLA2
ENST00000647363	CTXN2
ENST00000647365	HULC
ENST00000647366	DYNC1H1
ENST00000647372	SLC1A2
ENST00000647377	ANKRD44
ENST00000647382	PRRC2C
ENST00000647383	CCDC88A
ENST00000647388	LINC-PINT
ENST00000647394	CHD4
ENST00000647396	CCDC88A
ENST00000647401	CCDC88A
ENST00000647418	TBCE
ENST00000647423	CNKSR2
ENST00000647433	DIAPH1
ENST00000647437	TSEN15
ENST00000647444	PTP4A2
ENST00000647446	GPI
ENST00000647453	CDK13
ENST00000647458	IQSEC1
ENST00000647459	SAMHD1
ENST00000647468	SERAC1
ENST00000647476	SPG7
ENST00000647477	DDX3X
ENST00000647483	CHD4
ENST00000647484	HARS2
ENST00000647491	SPG7
ENST00000647506	TSC1
ENST00000647508	SMARCE1
ENST00000647510	SPTBN2
ENST00000647512	CERT1
ENST00000647517	CCDC88A
ENST00000647522	CCDC82
ENST00000647524	SLC29A3
ENST00000647532	CNKSR2
ENST00000647533	SGCE
ENST00000647534	TSC1
ENST00000647535	CHD4
ENST00000647541	ANKH
ENST00000647546	SLC12A1
ENST00000647551	SNX27
ENST00000647561	NDUFV1
ENST00000647563	ALX3
ENST00000647575	ENSG00000269514
ENST00000647578	GPNMB
ENST00000647581	ENSG00000285739
ENST00000647584	ENOSF1
ENST00000647587	ULK3
ENST00000647596	EPHB1
ENST00000647602	B4GALNT3
ENST00000647604	MYT1L
ENST00000647618	MYT1L
ENST00000647621	PEG3
ENST00000647622	ADAM17
ENST00000647624	ITPR1
ENST00000647637	KAT6B
ENST00000647638	KMT2A
ENST00000647653	ENSG00000285612
ENST00000647655	LMBRD1
ENST00000647657	KDM5B
ENST00000647658	KCNT2
ENST00000647666	KAT6B
ENST00000647672	GNAI1
ENST00000647673	ITPR1
ENST00000647682	ADAR
ENST00000647683	COPA
ENST00000647687	MYT1L
ENST00000647696	XIST
ENST00000647699	INPP5F
ENST00000647701	MSL3
ENST00000647705	ZNF275
ENST00000647718	HDAC8
ENST00000647731	KIF1A
ENST00000647734	SNHG20
ENST00000647738	MYT1L
ENST00000647742	GNAI1
ENST00000647750	NIPBL-DT
ENST00000647753	MOGS
ENST00000647754	KDM5B
ENST00000647755	MYT1L
ENST00000647764	KCNC2
ENST00000647765	ENTPD3
ENST00000647766	POGLUT1
ENST00000647773	ZNF23
ENST00000647780	MEG3
ENST00000647790	WDR27
ENST00000647795	EIF4A3
ENST00000647799	COPA
ENST00000647800	ITM2B
ENST00000647809	KAT6A
ENST00000647810	TNFRSF25
ENST00000647811	PNISR
ENST00000647812	ARIH2OS
ENST00000647814	ABCC2
ENST00000647821	UNC13C
ENST00000647827	L3MBTL1
ENST00000647829	FOXP1
ENST00000647832	ENSG00000290999
ENST00000647841	RPS17
ENST00000647852	PEG3
ENST00000647853	LINC00632
ENST00000647856	ENSG00000285796
ENST00000647857	MSL3
ENST00000647860	L3MBTL1
ENST00000647864	ENSG00000285561
ENST00000647869	MSL3
ENST00000647872	LINC02693
ENST00000647874	ALOX12B
ENST00000647876	PRRT2
ENST00000647891	KAT6B
ENST00000647893	ENPP1
ENST00000647895	GOT1-DT
ENST00000647897	JAGN1
ENST00000647911	GET1
ENST00000647912	DHCR24
ENST00000647913	XIST
ENST00000647915	MOGS
ENST00000647918	EPB41
ENST00000647925	ENSG00000285852
ENST00000647927	MED13L
ENST00000647930	RNF157
ENST00000647933	INPP5F
ENST00000647941	CPOX
ENST00000647949	LINC00632
ENST00000647952	ENSG00000290870
ENST00000647956	C1R
ENST00000647959	VPS35
ENST00000647967	MIR100HG
ENST00000647973	ENSG00000285631
ENST00000647984	AP5Z1
ENST00000647985	MSL3
ENST00000647986	TJP2
ENST00000647989	PDE10A
ENST00000647991	ENSG00000291261
ENST00000648006	B2M
ENST00000648016	ITPR1
ENST00000648020	CTPS1
ENST00000648030	KAT6A
ENST00000648037	KCTD13
ENST00000648042	TJP2
ENST00000648043	ANKFY1
ENST00000648046	GRB2
ENST00000648048	KAT6B
ENST00000648049	ENSG00000285886
ENST00000648050	ENSG00000285517
ENST00000648055	DARS2
ENST00000648056	KDM5B
ENST00000648058	SZT2
ENST00000648062	RPS6KA5
ENST00000648078	IMPACT
ENST00000648087	TJP2
ENST00000648091	XIST
ENST00000648094	FAM218A
ENST00000648096	GAS2
ENST00000648097	GNAI1
ENST00000648113	FOXP1
ENST00000648114	IQSEC1
ENST00000648122	ZNF331
ENST00000648124	DDX10
ENST00000648127	SNHG12
ENST00000648129	KIF1A
ENST00000648155	FOXP1
ENST00000648158	HDAC8
ENST00000648159	KAT6B
ENST00000648164	KCNK9
ENST00000648180	CAPN5
ENST00000648181	EPB41
ENST00000648190	ENSG00000285841
ENST00000648196	ENSG00000285560
ENST00000648198	DYNC2H1
ENST00000648200	LINC00632
ENST00000648208	ITPR1
ENST00000648211	ENSG00000253154
ENST00000648212	ITPR1
ENST00000648219	ST3GAL1
ENST00000648222	COL4A2
ENST00000648224	KAT6A
ENST00000648227	AMDHD2
ENST00000648231	ADAR
ENST00000648235	ENSG00000291242
ENST00000648236	ZNF331
ENST00000648254	THSD1
ENST00000648262	INPP5F
ENST00000648263	DLG4
ENST00000648267	C1orf43
ENST00000648268	ATP1A3
ENST00000648279	ENSG00000214770
ENST00000648282	BIRC6
ENST00000648290	ARMH1
ENST00000648296	LRRC3B
ENST00000648298	HDAC8
ENST00000648299	MYT1L
ENST00000648306	GNAI1
ENST00000648311	ADAR
ENST00000648314	EIF2B5
ENST00000648318	MYT1L
ENST00000648319	KCNN4
ENST00000648321	FOXP1
ENST00000648326	FAM50B
ENST00000648329	CCM2
ENST00000648335	KAT6A
ENST00000648336	UBE3A
ENST00000648341	S1PR3
ENST00000648347	LINC00632
ENST00000648349	GAN
ENST00000648357	ENSG00000285829
ENST00000648361	ZDBF2
ENST00000648364	KIF1A
ENST00000648370	KAT6B
ENST00000648373	IFT74
ENST00000648377	LHFPL6
ENST00000648378	DLX5
ENST00000648379	MED13L
ENST00000648386	IQSEC1
ENST00000648392	BMPER
ENST00000648397	ZNF331
ENST00000648407	MCM4
ENST00000648412	GNAI1
ENST00000648430	MYT1L
ENST00000648431	ITPR1
ENST00000648437	RPS10
ENST00000648440	RIN2
ENST00000648446	MYO1C
ENST00000648450	ZC3HC1
ENST00000648454	ENSG00000285907
ENST00000648456	MEG3
ENST00000648465	MYT1L
ENST00000648473	KDM5B
ENST00000648476	GNAI1
ENST00000648486	MYT1L
ENST00000648487	IL12RB2
ENST00000648501	COPA
ENST00000648508	LINC00632
ENST00000648510	ITPR1
ENST00000648511	ZNF331
ENST00000648515	INPP5F
ENST00000648519	MCM4
ENST00000648525	RABL3
ENST00000648539	KAT6B
ENST00000648544	STK17A
ENST00000648548	ADAM17
ENST00000648566	BCL10
ENST00000648570	L3MBTL1
ENST00000648577	HDAC8
ENST00000648580	FARS2
ENST00000648599	EIF2B5
ENST00000648604	ENSG00000285980
ENST00000648606	ENSG00000285564
ENST00000648610	C2CD2L
ENST00000648613	CCDC186
ENST00000648615	SLC25A36
ENST00000648618	BMPER
ENST00000648621	INPP5F
ENST00000648622	DLG2
ENST00000648623	LINC00511
ENST00000648627	MYT1L
ENST00000648628	STK32A
ENST00000648630	EIF2B5
ENST00000648638	THRAP3
ENST00000648642	ENSG00000285704
ENST00000648646	INTS9-AS1
ENST00000648665	MYT1L
ENST00000648670	MALT1
ENST00000648671	POU2F1
ENST00000648674	SNU13
ENST00000648680	KIF1A
ENST00000648685	ITGAM
ENST00000648694	PEG3
ENST00000648695	COL4A1
ENST00000648706	PDCD6IP
ENST00000648710	FOXP1
ENST00000648715	L3MBTL1
ENST00000648718	FOXP1
ENST00000648724	CES4A
ENST00000648725	KAT6B
ENST00000648728	DHCR24
ENST00000648733	VLDLR-AS1
ENST00000648748	FOXP1
ENST00000648755	PPFIA1
ENST00000648762	MED13L
ENST00000648770	ITPR1
ENST00000648771	TMCC1
ENST00000648772	TRIM25
ENST00000648777	PDK3
ENST00000648793	KAT6B
ENST00000648794	FOXP1
ENST00000648795	DCLRE1B
ENST00000648801	CTPS1
ENST00000648802	MEG3
ENST00000648804	ANO5
ENST00000648805	COPA
ENST00000648807	DARS2
ENST00000648808	LINC00486
ENST00000648809	LINC02196
ENST00000648814	MYT1L
ENST00000648817	DNAJC21
ENST00000648820	MEG3
ENST00000648821	C4B
ENST00000648825	MED13L
ENST00000648828	KAT6B
ENST00000648839	RPL26
ENST00000648843	CABCOCO1
ENST00000648844	AHCTF1
ENST00000648864	ENSG00000290685
ENST00000648876	LINC00632
ENST00000648877	GNAI1
ENST00000648878	LRBA
ENST00000648889	MSL3
ENST00000648890	EIF2B5
ENST00000648892	KAT6B
ENST00000648897	VRK2
ENST00000648899	KAT6B
ENST00000648908	ATP8B1
ENST00000648910	KMT2A
ENST00000648913	MYT1L
ENST00000648915	EIF2B5
ENST00000648916	MED13L
ENST00000648918	MSL3
ENST00000648928	MYT1L
ENST00000648931	MYT1L
ENST00000648933	MYT1L
ENST00000648936	SGCE
ENST00000648943	MYT1L
ENST00000648947	INO80
ENST00000648948	TRAPPC9
ENST00000648958	KDM5B
ENST00000648970	XIST
ENST00000648973	ZNF600
ENST00000648977	TRMT11
ENST00000648983	TCEANC2
ENST00000648990	SEMA5B
ENST00000648991	XIST
ENST00000648993	CLIP1
ENST00000648994	GAN
ENST00000649003	GJA1
ENST00000649011	LMBRD1
ENST00000649012	PSMD11
ENST00000649014	AGK
ENST00000649015	ITPR1
ENST00000649022	ADAR
ENST00000649030	NDN
ENST00000649036	MEG3
ENST00000649042	ADAR
ENST00000649043	ENSG00000285517
ENST00000649046	LRP2
ENST00000649061	CENPN-AS1
ENST00000649063	AP5Z1
ENST00000649068	ADAM17
ENST00000649076	SLC22A18
ENST00000649078	MSL3
ENST00000649092	MYT1L
ENST00000649095	THPO
ENST00000649096	KIF1A
ENST00000649097	HDAC8
ENST00000649101	COL4A2
ENST00000649114	TJP2
ENST00000649117	ANKS1A
ENST00000649120	ENSG00000285637
ENST00000649134	TJP2
ENST00000649139	ITPR1
ENST00000649140	ENSG00000285979
ENST00000649141	RAB12
ENST00000649144	ITPR1
ENST00000649146	MED13L
ENST00000649152	VPS50
ENST00000649153	LRP2
ENST00000649156	MMAA
ENST00000649160	LINC00632
ENST00000649170	GET1
ENST00000649186	DLG4
ENST00000649192	LINC00632
ENST00000649205	NAA60
ENST00000649206	ADAP1
ENST00000649208	GNAI1
ENST00000649209	ENSG00000291041
ENST00000649214	GNAI1
ENST00000649217	MALT1
ENST00000649226	SLF2
ENST00000649227	ADAM17
ENST00000649228	KCNQ5-DT
ENST00000649230	KDM5B
ENST00000649231	COPA
ENST00000649233	PEG3
ENST00000649234	XYLB
ENST00000649261	MEG3
ENST00000649266	ITM2B
ENST00000649285	ZDBF2
ENST00000649286	AGK
ENST00000649288	PRR34
ENST00000649289	ZDBF2
ENST00000649305	KAT6B
ENST00000649306	KIF1A
ENST00000649307	PLAGL1
ENST00000649308	MSL3
ENST00000649309	NNAT
ENST00000649313	MYT1L
ENST00000649316	SAMD8
ENST00000649323	DYNC2H1
ENST00000649325	PPIEL
ENST00000649328	FOXP1
ENST00000649329	LINC00632
ENST00000649339	KDM5B
ENST00000649340	ALG11
ENST00000649341	CHST6
ENST00000649343	LINC00511
ENST00000649365	AGK
ENST00000649367	TM9SF3
ENST00000649368	COL9A3
ENST00000649378	MED13L
ENST00000649381	KIF1A
ENST00000649393	CCDC86
ENST00000649398	GGA3
ENST00000649400	KDM5B
ENST00000649404	LMBRD1
ENST00000649408	ADAR
ENST00000649425	ITPR1
ENST00000649427	RAB1A
ENST00000649428	PEG3
ENST00000649429	GCOM1
ENST00000649430	ITPR1
ENST00000649441	ZDBF2
ENST00000649442	KAT6B
ENST00000649443	PLEKHA8
ENST00000649446	NKRF
ENST00000649451	NNAT
ENST00000649452	ITM2B
ENST00000649463	KAT6B
ENST00000649465	NSMAF
ENST00000649473	KCNK9
ENST00000649474	PDZRN4
ENST00000649475	ENSG00000285969
ENST00000649485	GNAI1
ENST00000649487	GNAI1
ENST00000649491	STT3A
ENST00000649492	BTBD9
ENST00000649495	ENSG00000291159
ENST00000649500	SLC6A6
ENST00000649518	HDAC8
ENST00000649520	DLG4
ENST00000649525	ZDBF2
ENST00000649528	FOXP1
ENST00000649529	ISG15
ENST00000649541	FIRRE
ENST00000649542	KDM5B
ENST00000649543	HDAC8
ENST00000649550	UBE3A
ENST00000649557	FAM120AOS
ENST00000649575	SORBS1
ENST00000649580	BACE1-AS
ENST00000649583	HM13
ENST00000649592	FOXP1
ENST00000649596	FOXP1
ENST00000649598	SNPH
ENST00000649602	MSL3
ENST00000649607	MED13L
ENST00000649610	FOXP1
ENST00000649618	MYT1L
ENST00000649622	ZNF195
ENST00000649628	ENSG00000285669
ENST00000649629	HSD17B7
ENST00000649631	FOXP1
ENST00000649633	SP4
ENST00000649635	ENSG00000291136
ENST00000649641	MYT1L
ENST00000649644	CNOT6L
ENST00000649645	KAT6B
ENST00000649646	MYT1L
ENST00000649650	ZDBF2
ENST00000649651	ALG11
ENST00000649655	MED13L
ENST00000649671	CASTOR3P
ENST00000649674	EPB41
ENST00000649676	COPA
ENST00000649679	LMBRD1
ENST00000649680	PEG3
ENST00000649681	LINC01139
ENST00000649684	MSL3
ENST00000649688	EIF2B5
ENST00000649689	DARS2
ENST00000649690	KMT2A
ENST00000649692	HSPA9
ENST00000649694	ITPR1
ENST00000649695	FOXP1
ENST00000649699	KMT2A
ENST00000649715	ENSG00000285884
ENST00000649721	LAMA3
ENST00000649724	ADAR
ENST00000649731	ZC3H14
ENST00000649732	RPTOR
ENST00000649734	TMEM87B
ENST00000649735	PEG3
ENST00000649737	IGF2R
ENST00000649752	HDAC8
ENST00000649757	XIST
ENST00000649763	ABHD5
ENST00000649764	EIF4A3
ENST00000649766	VPS13C
ENST00000649767	ITPR1
ENST00000649770	KDM5B
ENST00000649775	MED13L
ENST00000649776	SNAI2
ENST00000649778	TUBGCP3
ENST00000649783	TJP2
ENST00000649785	MSL3
ENST00000649786	COLGALT2
ENST00000649788	SLC35B3
ENST00000649792	SCUBE2
ENST00000649793	LINC00511
ENST00000649796	GNAI1
ENST00000649806	WDR27
ENST00000649807	PARP16
ENST00000649810	MYT1L
ENST00000649812	ECE1
ENST00000649813	COX6B1
ENST00000649814	EIF2B5
ENST00000649815	AKT1
ENST00000649827	KAT6A
ENST00000649828	NAGPA
ENST00000649838	MCM4
ENST00000649839	ENSG00000291255
ENST00000649841	PTP4A2
ENST00000649848	HERC2P7
ENST00000649849	PDCD11
ENST00000649851	MSL3
ENST00000649855	GNAI1
ENST00000649858	NPEPPSP1
ENST00000649863	SSH2
ENST00000649864	CTPS1
ENST00000649865	IGF1R
ENST00000649876	PEG3
ENST00000649878	KMT2A
ENST00000649895	CDC73
ENST00000649906	SLC35B1
ENST00000649911	SORBS1
ENST00000649914	AGK
ENST00000649917	L3MBTL1
ENST00000649919	MCM4
ENST00000649921	NIPBL-DT
ENST00000649922	GNAI1
ENST00000649931	ENSG00000285103
ENST00000649934	LMBRD1
ENST00000649937	MED13L
ENST00000649943	TJP2
ENST00000649972	ADAM17
ENST00000649973	MCM4
ENST00000649979	IFIH1
ENST00000649983	LARP1B
ENST00000649988	MSL3
ENST00000649994	KCNH3
ENST00000650012	APLP2
ENST00000650021	LINC01320
ENST00000650025	LINC01376
ENST00000650026	MKNK1
ENST00000650033	LINC00511
ENST00000650041	MEG3
ENST00000650046	CPSF6
ENST00000650052	C2orf15
ENST00000650058	ZNF676
ENST00000650060	IDE
ENST00000650064	BBS10
ENST00000650068	FOXP1
ENST00000650070	CTPS1
ENST00000650072	WDR37
ENST00000650079	ITPR1
ENST00000650081	MYT1L
ENST00000650089	SEC23B
ENST00000650094	VPS13C
ENST00000650096	WTAP
ENST00000650097	ZDBF2
ENST00000650102	PEG3
ENST00000650110	UBE3A
ENST00000650114	ZNF275
ENST00000650119	CAND2
ENST00000650122	ENSG00000285600
ENST00000650127	EPS8L2
ENST00000650128	LINC00632
ENST00000650130	KIF1A
ENST00000650131	LINC00511
ENST00000650134	NDFIP2
ENST00000650135	GPR158
ENST00000650136	SLC18B1
ENST00000650139	ITPR1
ENST00000650146	ITPR1
ENST00000650147	ENPP1
ENST00000650154	COPA
ENST00000650162	TCOF1
ENST00000650167	QSER1
ENST00000650181	ENSG00000266718
ENST00000650182	LRPAP1
ENST00000650184	FIRRE
ENST00000650186	XIST
ENST00000650188	FOXP1
ENST00000650199	ENSG00000290557
ENST00000650221	SPART
ENST00000650225	COL4A2
ENST00000650226	MED13L
ENST00000650231	FOXP1
ENST00000650232	KAT6B
ENST00000650243	ZFPL1
ENST00000650249	ADGRB3-DT
ENST00000650252	LRP2
ENST00000650260	CACHD1
ENST00000650265	EPB41
ENST00000650268	ENSG00000290851
ENST00000650274	VPS36
ENST00000650285	IGF1R
ENST00000650287	LPL
ENST00000650294	ITPR1
ENST00000650298	SLC18B1
ENST00000650305	INPP5F
ENST00000650309	COX7B
ENST00000650310	AP5Z1
ENST00000650315	OGFRL1
ENST00000650330	KAT6B
ENST00000650337	LINC02717
ENST00000650338	PRMT6
ENST00000650344	GSK3B
ENST00000650350	BMPER
ENST00000650353	TJP2
ENST00000650354	APPL1
ENST00000650356	KAT6A
ENST00000650366	XIST
ENST00000650368	KDM5B
ENST00000650373	DYNC2H1
ENST00000650376	GET1
ENST00000650380	KAT6B
ENST00000650387	FOXP1
ENST00000650389	SSR1
ENST00000650393	LINC03002
ENST00000650401	GTF2IRD1P1
ENST00000650405	LINC02223
ENST00000650409	INPP5F
ENST00000650417	KDM5B
ENST00000650422	KDM5B
ENST00000650423	LINC00511
ENST00000650430	KIF1A
ENST00000650431	GNAI1
ENST00000650434	KAT6B
ENST00000650438	LINC00632
ENST00000650440	LMTK3
ENST00000650443	MED13L
ENST00000650449	ZMYM1
ENST00000650450	DCLRE1B
ENST00000650454	GCLC
ENST00000650455	DNAJC13
ENST00000650461	RB1
ENST00000650485	MYT1L
ENST00000650486	ICA1
ENST00000650495	KAT6A
ENST00000650503	IGF2R
ENST00000650505	TRPV1
ENST00000650506	KDM5B
ENST00000650513	MEG3
