gene_name	canonical_iso_idx	canonical_iso_id	canonical_source
MIR23AHG	34011	MIR23AHG-201	Ensembl
MIR29B2CHG			no_CDS
MIR302CHG			no_CDS
MIR3147HG			no_CDS
MIR31HG	34026	MIR31HG-215	longest_CDS
MIR34AHG			no_CDS
MIR3659HG	34030	transcript66462.chr1.nnic	longest_CDS
MIR3667HG			no_CDS
MIR3681HG			no_CDS
MIR378D2HG	34033	MIR378D2HG-201	Ensembl
MIR3936HG	34035	MIR3936HG-204	Ensembl
MIR3976HG	34037	MIR3976HG-216	longest_CDS
MIR4300HG			no_CDS
MIR4435-2HG	34047	MIR4435-2HG-202	longest_CDS
MIR4453HG	34049	MIR4453HG-201	Ensembl
MIR4458HG			no_CDS
MIR4500HG	34055	MIR4500HG-201	Ensembl
MIR493HG			no_CDS
MIR497HG	34061	MIR497HG-202	Ensembl
MIR600HG	34062	MIR600HG-201	Ensembl
MIR646HG			no_CDS
MIR7-3HG			no_CDS
MIR762HG			no_CDS
MIR9-1HG	34080	MIR9-1HG-203	longest_CDS
MIR9-3HG			no_CDS
MIR99AHG	34130	MIR99AHG-317	longest_CDS
MIRLET7BHG	34147	transcript59860.chr22.nnic	longest_CDS
MIS12	34150	MIS12-206	MANE
MIS18A	34151	MIS18A-201	MANE
MIS18BP1	34152	MIS18BP1-201	MANE
MISP3	34158	MISP3-204	longest_CDS
MITD1	34160	MITD1-201	MANE
MITF	34163	MITF-203	MANE
MIX23	34168	MIX23-201	MANE
MKI67	34171	MKI67-202	MANE
MKKS	34173	MKKS-201	MANE
MKLN1	34178	MKLN1-201	MANE
MKLN1-AS			no_CDS
MKNK1	34189	MKNK1-203	MANE
MKNK2	34194	MKNK2-201	MANE
MKRN1	34197	MKRN1-201	MANE
MKRN2	34207	MKRN2-201	MANE
MKRN3	34211	MKRN3-201	MANE
MKS1	34222	MKS1-202	MANE
MKX	34223	MKX-202	MANE
MLC1	34226	MLC1-201	MANE
MLEC	34227	MLEC-201	MANE
MLF1	34228	MLF1-201	APPRIS
MLF2	34233	MLF2-201	MANE
MLH1	34238	MLH1-201	MANE
MLH3	34249	MLH3-201	MANE
MLIP	34255	MLIP-208	MANE
MLKL	34256	transcript114517.chr16.nic	longest_CDS
MLLT1	34259	MLLT1-201	MANE
MLLT10	34262	MLLT10-217	APPRIS
MLLT11	34269	MLLT11-201	MANE
MLLT3	34270	MLLT3-202	MANE
MLLT6	34275	MLLT6-211	MANE
MLPH	34278	MLPH-202	longest_CDS
MLST8	34285	MLST8-232	MANE
MLX	34288	MLX-203	MANE
MLXIP	34293	MLXIP-201	MANE
MLXIPL	34299	MLXIPL-201	MANE
MLYCD	34300	MLYCD-201	MANE
MMAA	34302	MMAA-209	MANE
MMAB	34308	MMAB-210	MANE
MMACHC	34310	MMACHC-201	MANE
MMADHC	34311	MMADHC-201	MANE
MMADHC-DT			no_CDS
MMD	34316	MMD-201	MANE
MMD2	34318	MMD2-201	MANE
MME	34320	MME-214	longest_CDS
MMEL1	34325	MMEL1-201	MANE
MMGT1	34327	MMGT1-201	MANE
MMP11	34329	MMP11-201	MANE
MMP14	34331	MMP14-201	MANE
MMP15	34332	MMP15-201	MANE
MMP16	34333	MMP16-201	MANE
MMP17	34335	MMP17-201	MANE
MMP2	34336	MMP2-201	MANE
MMP21	34338	MMP21-203	longest_CDS
MMP24	34339	MMP24-201	MANE
MMP24OS	34343	MMP24OS-209	MANE
MMP25-AS1	34345	transcript10872.chr16.nnic	longest_CDS
MMP28	34350	MMP28-201	MANE
MMRN2	34351	MMRN2-201	MANE
MMS19	34355	MMS19-209	MANE
MMS22L	34363	MMS22L-213	MANE
MMUT	34364	MMUT-201	MANE
MN1	34366	MN1-201	MANE
MNAT1	34367	MNAT1-201	MANE
MNDA	34372	MNDA-201	MANE
MNS1	34377	MNS1-201	MANE
MNT	34379	MNT-201	MANE
MOAP1	34381	MOAP1-201	MANE
MOB1A	34383	MOB1A-201	MANE
MOB1B	34385	MOB1B-201	MANE
MOB2	34387	MOB2-201	MANE
MOB3A	34389	MOB3A-201	MANE
MOB3B	34390	MOB3B-201	MANE
MOB3C	34393	MOB3C-202	MANE
MOB4	34394	MOB4-202	MANE
MOBP	34401	MOBP-215	MANE
MOCOS	34404	MOCOS-201	MANE
MOCS1	34411	MOCS1-201	MANE
MOCS2	34415	MOCS2-202	MANE
MOCS2-DT			no_CDS
MOCS3	34424	MOCS3-201	MANE
MOG	34426	MOG-221	MANE
MOGS	34433	MOGS-203	MANE
MOK	34436	MOK-229	longest_CDS
MON1A	34446	MON1A-201	MANE
MON1B	34451	MON1B-201	MANE
MON2	34456	MON2-202	MANE
MORC2	34461	MORC2-202	MANE
MORC3	34465	MORC3-201	MANE
MORC4	34469	MORC4-202	MANE
MORF4L1	34472	MORF4L1-203	MANE
MORF4L2	34477	MORF4L2-206	MANE
MORF4L2-AS1	34479	MORF4L2-AS1-201	Ensembl
MORN1	34482	MORN1-203	MANE
MORN2	34486	MORN2-206	MANE
MORN4	34487	transcript175038.chr10.nnic	longest_CDS
MOSMO	34491	MOSMO-202	MANE
MOSPD1	34494	MOSPD1-203	MANE
MOSPD2	34498	MOSPD2-201	MANE
MOSPD3	34500	MOSPD3-203	MANE
MOV10	34507	MOV10-203	MANE
MOV10L1	34513	MOV10L1-201	MANE
MOXD1	34514	MOXD1-202	MANE
MPC1	34518	MPC1-205	longest_CDS
MPC1-DT	34520	MPC1-DT-201	Ensembl
MPC2	34522	MPC2-201	MANE
MPDU1	34524	MPDU1-201	MANE
MPDZ	34536	MPDZ-202	MANE
MPEG1	34538	MPEG1-201	MANE
MPG	34540	MPG-202	MANE
MPHOSPH10	34541	MPHOSPH10-201	MANE
MPHOSPH6	34547	MPHOSPH6-201	MANE
MPHOSPH8	34550	MPHOSPH8-201	MANE
MPHOSPH9	34556	MPHOSPH9-220	MANE
MPI	34564	MPI-202	MANE
MPLKIP	34565	MPLKIP-201	MANE
MPND	34566	MPND-207	MANE
MPO	34569	MPO-201	MANE
MPP1	34573	MPP1-202	MANE
MPP2	34575	MPP2-201	MANE
MPP3	34581	MPP3-201	MANE
MPP7	34582	MPP7-209	MANE
MPPE1	34585	MPPE1-211	MANE
MPPED1	34593	MPPED1-203	MANE
MPPED2	34595	MPPED2-201	MANE
MPRIP	34600	MPRIP-221	MANE
MPST	34605	MPST-206	MANE
MPV17	34611	MPV17-203	MANE
MPV17L	34619	MPV17L-202	MANE
MPV17L2	34620	MPV17L2-204	MANE
MPZL1	34624	MPZL1-201	MANE
MPZL2	34627	MPZL2-201	MANE
MR1	34628	transcript277833.chr1.nic	longest_CDS
MRAP2	34631	MRAP2-201	MANE
MRAS	34633	MRAS-202	MANE
MRC1	34636	MRC1-201	MANE
MRC2	34637	MRC2-201	MANE
MRE11	34639	MRE11-201	MANE
MREG	34644	MREG-201	MANE
MRFAP1	34647	MRFAP1-202	MANE
MRFAP1L1	34648	MRFAP1L1-201	MANE
MRGBP	34650	MRGBP-201	MANE
MRGPRE	34651	MRGPRE-201	MANE
MRGPRF	34652	MRGPRF-201	MANE
MRI1	34653	MRI1-201	MANE
MRM1	34654	MRM1-204	MANE
MRM2	34656	MRM2-201	MANE
MRM3	34658	MRM3-201	MANE
MRNIP	34661	MRNIP-201	MANE
MRNIP-DT	34668	MRNIP-DT-201	Ensembl
MRO	34669	MRO-206	longest_CDS
MROCKI	34670	MROCKI-201	Ensembl
MROH1	34674	MROH1-201	MANE
MROH7	34680	MROH7-206	MANE
MROH8	34682	MROH8-203	longest_CDS
MRPL1	34683	MRPL1-201	MANE
MRPL10	34684	MRPL10-202	MANE
MRPL11	34689	MRPL11-201	MANE
MRPL12	34692	MRPL12-201	MANE
MRPL13	34693	MRPL13-201	MANE
MRPL14	34702	MRPL14-201	MANE
MRPL15	34703	MRPL15-201	MANE
MRPL16	34708	MRPL16-201	MANE
MRPL17	34711	MRPL17-201	MANE
MRPL18	34712	MRPL18-201	MANE
MRPL19	34713	MRPL19-202	MANE
MRPL2	34714	MRPL2-202	MANE
MRPL20	34718	MRPL20-201	MANE
MRPL20-AS1	34722	MRPL20-AS1-204	Ensembl
MRPL20-DT	34727	MRPL20-DT-201	Ensembl
MRPL21	34730	MRPL21-201	MANE
MRPL22	34731	MRPL22-207	MANE
MRPL23	34737	MRPL23-205	MANE
MRPL24	34739	MRPL24-201	MANE
MRPL27	34741	MRPL27-201	MANE
MRPL28	34743	MRPL28-201	MANE
MRPL3	34747	MRPL3-201	MANE
MRPL30	34748	MRPL30-201	MANE
MRPL32	34751	MRPL32-201	MANE
MRPL33	34754	MRPL33-201	MANE
MRPL34	34756	MRPL34-201	MANE
MRPL35	34759	MRPL35-202	MANE
MRPL36	34761	MRPL36-202	MANE
MRPL37	34765	MRPL37-202	MANE
MRPL38	34766	MRPL38-201	MANE
MRPL39	34769	MRPL39-202	MANE
MRPL4	34773	MRPL4-201	MANE
MRPL40	34774	MRPL40-201	MANE
MRPL41	34776	MRPL41-201	MANE
MRPL42	34779	MRPL42-206	MANE
MRPL43	34786	MRPL43-203	MANE
MRPL44	34793	MRPL44-201	MANE
MRPL45	34795	MRPL45-203	MANE
MRPL45P2	34796	MRPL45P2-201	Ensembl
MRPL46	34801	MRPL46-201	MANE
MRPL47	34804	MRPL47-203	MANE
MRPL48	34808	MRPL48-201	MANE
MRPL49	34809	MRPL49-201	MANE
MRPL50	34812	MRPL50-201	MANE
MRPL51	34814	MRPL51-201	MANE
MRPL52	34815	MRPL52-203	MANE
MRPL53	34819	MRPL53-201	MANE
MRPL54	34820	MRPL54-201	MANE
MRPL55	34826	MRPL55-203	MANE
MRPL57	34830	MRPL57-201	MANE
MRPL58	34831	MRPL58-201	MANE
MRPL9	34833	MRPL9-202	MANE
MRPS10	34834	MRPS10-201	MANE
MRPS11	34835	MRPS11-201	MANE
MRPS12	34840	MRPS12-201	MANE
MRPS14	34841	MRPS14-202	MANE
MRPS15	34843	MRPS15-201	MANE
MRPS16	34848	MRPS16-202	MANE
MRPS17	34850	MRPS17-201	MANE
MRPS18A	34852	MRPS18A-202	MANE
MRPS18B	34853	MRPS18B-206	MANE
MRPS18C	34855	MRPS18C-201	MANE
MRPS2	34857	MRPS2-201	MANE
MRPS21	34864	MRPS21-202	MANE
MRPS22	34874	MRPS22-214	MANE
MRPS23	34877	MRPS23-201	MANE
MRPS24	34880	MRPS24-201	MANE
MRPS25	34883	MRPS25-201	MANE
MRPS26	34895	MRPS26-201	MANE
MRPS27	34901	MRPS27-201	MANE
MRPS28	34905	MRPS28-201	MANE
MRPS30	34907	MRPS30-202	MANE
MRPS30-DT	34909	MRPS30-DT-202	Ensembl
MRPS31	34914	MRPS31-201	MANE
MRPS31P5	34919	MRPS31P5-202	Ensembl
MRPS33	34923	MRPS33-201	MANE
MRPS34	34927	MRPS34-202	MANE
MRPS35	34928	MRPS35-201	MANE
MRPS36	34932	MRPS36-201	MANE
MRPS5	34938	MRPS5-201	MANE
MRPS6	34945	MRPS6-201	MANE
MRPS7	34948	MRPS7-201	MANE
MRPS9	34949	MRPS9-201	MANE
MRRF	34953	MRRF-202	MANE
MRS2	34956	MRS2-203	MANE
MRTFA	34959	MRTFA-201	MANE
MRTFB	34963	MRTFB-202	MANE
MRTO4	34972	MRTO4-201	MANE
MS4A1	34973	MS4A1-201	MANE
MS4A14	34976	MS4A14-201	MANE
MS4A4A	34977	MS4A4A-201	MANE
MS4A6A	34981	MS4A6A-208	MANE
MS4A7	34991	transcript65371.chr11.nic	longest_CDS
MSANTD1	34992	MSANTD1-201	MANE
MSANTD2	34993	MSANTD2-202	MANE
MSANTD2-AS1			no_CDS
MSANTD3	35002	MSANTD3-203	MANE
MSANTD4	35004	MSANTD4-201	MANE
MSANTD7	35007	MSANTD7-202	MANE
MSC	35009	MSC-201	MANE
MSC-AS1	35010	transcript118055.chr8.nnic	longest_CDS
MSH2	35015	MSH2-201	MANE
MSH3	35018	MSH3-201	MANE
MSH6	35032	MSH6-201	MANE
MSI2	35035	MSI2-201	MANE
MSL1	35041	MSL1-202	MANE
MSL2	35047	MSL2-201	MANE
MSL3	35060	MSL3-201	MANE
MSLN	35068	MSLN-207	longest_CDS
MSMO1	35071	MSMO1-201	MANE
MSN	35072	MSN-201	MANE
MSR1	35076	MSR1-201	MANE
MSRA	35079	MSRA-201	MANE
MSRA-DT	35083	MSRA-DT-201	Ensembl
MSRB1	35084	MSRB1-201	MANE
MSRB2	35087	MSRB2-201	MANE
MSRB3	35089	MSRB3-201	MANE
MSS51	35092	MSS51-201	MANE
MST1	35094	MST1-202	MANE
MSTN	35095	MSTN-201	MANE
MSTO1	35096	MSTO1-201	MANE
MSX1	35100	MSX1-201	MANE
MT-ATP6	35101	MT-ATP6-201	Ensembl
MT-ATP8	35102	MT-ATP8-201	Ensembl
MT-CO1	35103	MT-CO1-201	Ensembl
MT-CO2	35104	MT-CO2-201	Ensembl
MT-CO3	35105	MT-CO3-201	Ensembl
MT-CYB	35106	MT-CYB-201	Ensembl
MT-ND1	35107	MT-ND1-201	Ensembl
MT-ND2	35108	MT-ND2-201	Ensembl
MT-ND3	35109	MT-ND3-201	Ensembl
MT-ND4	35110	MT-ND4-201	Ensembl
MT-ND4L	35111	MT-ND4L-201	Ensembl
MT-ND5	35119	MT-ND5-201	Ensembl
MT-ND6	35122	MT-ND6-201	Ensembl
MT1E	35123	MT1E-202	MANE
MT1F	35125	MT1F-201	MANE
MT1G	35127	MT1G-201	MANE
MT1M	35129	MT1M-201	MANE
MT1X	35131	MT1X-201	MANE
MT2A	35132	MT2A-201	MANE
MT3	35137	MT3-201	MANE
MTA1	35138	transcript125479.chr14.nnic	longest_CDS
MTA1-DT	35140	MTA1-DT-202	Ensembl
MTA2	35143	MTA2-201	MANE
MTA3	35145	MTA3-201	MANE
MTAP	35157	MTAP-213	MANE
MTARC1	35159	MTARC1-201	MANE
MTARC2	35160	MTARC2-202	MANE
MTBP	35162	MTBP-201	MANE
MTCH1	35185	MTCH1-202	MANE
MTCH2	35189	MTCH2-201	MANE
MTCL1	35193	MTCL1-217	MANE
MTDH	35194	MTDH-201	MANE
MTERF1	35196	MTERF1-201	MANE
MTERF2	35201	MTERF2-201	MANE
MTERF3	35202	MTERF3-201	MANE
MTERF4	35208	MTERF4-202	MANE
MTF1	35211	MTF1-201	MANE
MTF2	35216	MTF2-201	MANE
MTFMT	35220	MTFMT-201	MANE
MTFP1	35222	MTFP1-201	MANE
MTFR1	35223	MTFR1-201	MANE
MTFR1L	35231	MTFR1L-203	MANE
MTG1	35232	MTG1-201	MANE
MTG2	35237	MTG2-201	MANE
MTHFD1	35243	MTHFD1-220	MANE
MTHFD1L	35252	MTHFD1L-203	MANE
MTHFD2	35256	MTHFD2-201	MANE
MTHFD2L	35260	MTHFD2L-203	APPRIS
MTHFR	35267	MTHFR-204	MANE
MTHFS	35272	MTHFS-201	MANE
MTHFSD	35274	MTHFSD-201	MANE
MTIF2	35280	MTIF2-201	MANE
MTIF3	35289	MTIF3-202	MANE
MTLN	35292	MTLN-203	MANE
MTM1	35293	MTM1-203	MANE
MTMR1	35298	MTMR1-208	MANE
MTMR10	35300	MTMR10-201	MANE
MTMR11	35305	MTMR11-202	MANE
MTMR12	35311	MTMR12-203	MANE
MTMR14	35312	MTMR14-201	MANE
MTMR2	35319	MTMR2-201	MANE
MTMR3	35345	MTMR3-204	MANE
MTMR4	35346	MTMR4-210	MANE
MTMR6	35351	MTMR6-201	MANE
MTMR7	35353	MTMR7-201	MANE
MTMR8	35356	MTMR8-201	MANE
MTMR9	35357	MTMR9-201	MANE
MTNR1A	35360	MTNR1A-202	APPRIS
MTO1	35369	MTO1-212	MANE
MTOR	35384	MTOR-201	MANE
MTPAP	35387	MTPAP-201	MANE
MTPN	35388	MTPN-201	MANE
MTR	35397	MTR-202	MANE
MTRES1	35400	MTRES1-201	MANE
MTREX	35402	MTREX-201	MANE
MTRF1	35404	MTRF1-203	MANE
MTRF1L	35407	MTRF1L-203	MANE
MTRFR	35413	MTRFR-201	MANE
MTRR	35425	MTRR-202	MANE
MTSS1	35429	MTSS1-205	MANE
MTSS2	35431	MTSS2-201	MANE
MTTP	35433	MTTP-201	MANE
MTURN	35435	MTURN-201	MANE
MTUS1	35439	MTUS1-230	MANE
MTUS1-DT			no_CDS
MTUS2	35447	MTUS2-206	MANE
MTX1	35452	MTX1-202	MANE
MTX2	35455	MTX2-201	MANE
MTX3	35456	MTX3-202	MANE
MUC1	35459	transcript239544.chr1.nic	longest_CDS
MUC12-AS1			no_CDS
MUC19	35461	MUC19-205	Ensembl
MUC20	35463	MUC20-202	longest_CDS
MUC6	35465	MUC6-201	MANE
MUL1	35466	MUL1-201	MANE
MUS81	35469	MUS81-201	MANE
MUSK	35474	transcript185990.chr9.nnic	longest_CDS
MUTYH	35481	MUTYH-211	MANE
MVB12A	35486	MVB12A-201	MANE
MVB12B	35487	MVB12B-201	MANE
MVD	35489	MVD-201	MANE
MVK	35501	MVK-201	MANE
MVP	35503	MVP-201	MANE
MVP-DT	35504	MVP-DT-205	longest_CDS
MX1	35515	MX1-202	MANE
MX2	35533	MX2-201	MANE
MXD1	35534	MXD1-201	MANE
MXD3	35537	MXD3-203	MANE
MXD4	35539	MXD4-201	MANE
MXI1	35548	MXI1-202	MANE
MXRA5	35553	MXRA5-201	MANE
MXRA7	35557	MXRA7-203	MANE
MXRA8	35558	MXRA8-201	MANE
MYADM	35559	MYADM-204	MANE
MYBBP1A	35562	MYBBP1A-201	MANE
MYBL1	35568	MYBL1-204	MANE
MYBPC1	35575	MYBPC1-201	MANE
MYBPC2	35577	MYBPC2-201	MANE
MYBPH	35578	MYBPH-201	MANE
MYC	35579	MYC-202	longest_CDS
MYCBP	35582	MYCBP-201	MANE
MYCBP2	35597	MYCBP2-207	MANE
MYCBPAP	35608	MYCBPAP-201	MANE
MYCL	35610	MYCL-202	MANE
MYCN	35612	MYCN-201	MANE
MYCT1	35613	MYCT1-201	MANE
MYD88	35614	MYD88-209	MANE
MYDGF	35619	MYDGF-201	MANE
MYEF2	35620	MYEF2-202	MANE
MYG1	35630	MYG1-201	MANE
MYH10	35642	MYH10-223	longest_CDS
MYH11	35653	MYH11-201	MANE
MYH14	35662	MYH14-208	MANE
MYH15	35665	MYH15-204	longest_CDS
MYH3	35666	MYH3-205	MANE
MYH7	35667	MYH7-201	MANE
MYH7B	35669	MYH7B-201	MANE
MYH9	35679	MYH9-201	MANE
MYL12A	35681	MYL12A-201	MANE
MYL12B	35683	MYL12B-201	MANE
MYL5	35685	transcript219.chr4.nnic	longest_CDS
MYL6	35690	MYL6-218	MANE
MYL6B	35695	MYL6B-212	MANE
MYL9	35698	MYL9-201	MANE
MYLIP	35699	MYLIP-202	MANE
MYLK	35707	MYLK-237	longest_CDS
MYLK-AS1			no_CDS
MYLK3	35724	MYLK3-201	MANE
MYNN	35727	MYNN-201	MANE
MYO10	35728	MYO10-210	MANE
MYO15A	35733	MYO15A-221	MANE
MYO15B	35735	MYO15B-235	MANE
MYO16	35738	MYO16-204	MANE
MYO18A	35743	MYO18A-203	MANE
MYO19	35749	MYO19-213	MANE
MYO1B	35756	MYO1B-204	MANE
MYO1C	35762	MYO1C-219	longest_CDS
MYO1D	35767	MYO1D-201	MANE
MYO1E	35774	MYO1E-201	MANE
MYO1F	35775	MYO1F-222	MANE
MYO3A	35776	MYO3A-207	MANE
MYO5A	35782	MYO5A-205	MANE
MYO5B	35809	MYO5B-201	MANE
MYO5C	35812	MYO5C-201	MANE
MYO6	35821	MYO6-202	MANE
MYO7A	35826	MYO7A-202	MANE
MYO9A	35830	MYO9A-201	MANE
MYO9B	35838	MYO9B-220	MANE
MYOF	35840	MYOF-202	MANE
MYOM1	35841	MYOM1-202	MANE
MYOM2	35843	MYOM2-201	MANE
MYORG	35844	MYORG-201	MANE
MYOT	35846	MYOT-201	MANE
MYOZ2	35847	MYOZ2-201	MANE
MYRF	35852	MYRF-202	MANE
MYRFL	35853	MYRFL-205	MANE
MYRIP	35855	MYRIP-201	MANE
MYSM1	35868	MYSM1-202	MANE
MYT1	35877	MYT1-201	MANE
MYT1L	35905	MYT1L-220	MANE
MYZAP	35914	MYZAP-201	MANE
MZB1	35915	MZB1-203	longest_CDS
MZF1	35918	MZF1-201	MANE
MZF1-AS1			no_CDS
MZT1	35921	MZT1-201	MANE
MZT2A	35924	MZT2A-201	MANE
MZT2B	35931	MZT2B-201	MANE
N4BP1	35933	N4BP1-201	MANE
N4BP2	35937	N4BP2-201	MANE
N4BP2L1	35939	N4BP2L1-202	MANE
N4BP2L2	35947	N4BP2L2-201	MANE
N4BP2L2-IT2	35974	N4BP2L2-IT2-201	Ensembl
N4BP3	35975	N4BP3-201	MANE
N6AMT1	35977	N6AMT1-201	MANE
NAA10	35983	NAA10-208	MANE
NAA15	35986	NAA15-201	MANE
NAA16	35989	NAA16-201	MANE
NAA20	35998	NAA20-202	MANE
NAA25	36003	NAA25-201	MANE
NAA30	36005	NAA30-204	MANE
NAA35	36008	NAA35-201	MANE
NAA38	36011	NAA38-205	MANE
NAA40	36013	NAA40-202	MANE
NAA50	36015	NAA50-201	MANE
NAA60	36023	NAA60-202	MANE
NAA80	36028	NAA80-204	MANE
NAAA	36031	NAAA-201	MANE
NAALAD2	36038	NAALAD2-210	MANE
NAALADL2	36039	NAALADL2-203	MANE
NAB1	36042	NAB1-201	MANE
NAB2	36045	NAB2-201	MANE
NABP1	36048	NABP1-205	MANE
NABP2	36051	NABP2-201	MANE
NACA	36059	NACA-203	MANE
NACAD	36065	NACAD-202	MANE
NACC2	36066	NACC2-201	MANE
NADK	36070	NADK-201	MANE
NADK2	36073	NADK2-202	MANE
NADSYN1	36079	NADSYN1-201	MANE
NAE1	36085	NAE1-201	MANE
NAF1	36091	NAF1-201	MANE
NAGA	36093	NAGA-201	MANE
NAGK	36095	NAGK-229	longest_CDS
NAGLU	36102	NAGLU-201	MANE
NAGPA	36106	NAGPA-201	MANE
NAGS	36113	NAGS-201	MANE
NAIF1	36114	NAIF1-201	MANE
NAIP	36115	NAIP-208	MANE
NALCN	36119	NALCN-201	MANE
NALF1	36127	NALF1-201	MANE
NALF1-IT1	36129	transcript99592.chr13.nnic	longest_CDS
NALT1			no_CDS
NAMPT	36144	NAMPT-201	MANE
NANOGP8	36150	NANOGP8-201	MANE
NANOS1	36151	NANOS1-202	MANE
NANOS3	36153	NANOS3-201	MANE
NANP	36154	NANP-201	MANE
NANS	36155	NANS-201	MANE
NAP1L1	36163	NAP1L1-226	MANE
NAP1L2	36169	NAP1L2-201	MANE
NAP1L3	36170	NAP1L3-201	MANE
NAP1L4	36178	NAP1L4-201	MANE
NAP1L5	36181	NAP1L5-201	MANE
NAPA	36187	NAPA-201	MANE
NAPA-AS1			no_CDS
NAPB	36191	NAPB-201	MANE
NAPEPLD	36199	NAPEPLD-209	MANE
NAPG	36203	NAPG-201	MANE
NAPRT	36206	NAPRT-204	MANE
NAPSB	36211	NAPSB-203	Ensembl
NARF	36214	NARF-201	MANE
NARS1	36222	NARS1-201	MANE
NARS2	36229	NARS2-201	MANE
NASP	36230	NASP-201	MANE
NAT10	36239	NAT10-201	MANE
NAT14	36241	NAT14-201	MANE
NAT16	36242	NAT16-201	MANE
NAT8L	36244	NAT8L-201	MANE
NAT9	36246	NAT9-201	MANE
NATD1	36248	NATD1-201	MANE
NAV1	36250	NAV1-210	MANE
NAV2	36259	NAV2-204	longest_CDS
NAV2-AS6	36262	NAV2-AS6-201	Ensembl
NAV3	36264	NAV3-201	MANE
NAXD	36269	NAXD-206	MANE
NAXD-AS1	36277	NAXD-AS1-201	Ensembl
NAXE	36284	NAXE-203	MANE
NBAS	36295	NBAS-201	MANE
NBAT1	36296	NBAT1-201	Ensembl
NBDY	36297	NBDY-201	MANE
NBEA	36319	NBEA-203	APPRIS
NBEAL1	36322	NBEAL1-222	MANE
NBEAL2	36331	NBEAL2-215	longest_CDS
NBL1	36333	NBL1-202	MANE
NBN	36350	NBN-201	MANE
NBPF1	36358	NBPF1-203	Ensembl
NBPF10	36361	NBPF10-201	MANE
NBPF11	36364	NBPF11-202	APPRIS
NBPF12	36367	NBPF12-202	MANE
NBPF14	36369	NBPF14-205	MANE
NBPF15	36372	NBPF15-205	MANE
NBPF19	36377	NBPF19-204	MANE
NBPF20	36379	NBPF20-202	MANE
NBPF25P	36380	NBPF25P-202	Ensembl
NBPF26	36382	NBPF26-208	longest_CDS
NBPF3	36385	NBPF3-201	longest_CDS
NBPF4	36388	NBPF4-201	MANE
NBPF8	36390	NBPF8-202	MANE
NBPF9	36392	NBPF9-210	MANE
NBR1	36401	NBR1-206	MANE
NBR2	36402	NBR2-204	Ensembl
NCALD	36413	NCALD-201	MANE
NCAM1	36422	NCAM1-201	MANE
NCAM2	36429	NCAM2-202	MANE
NCAN	36432	NCAN-201	MANE
NCAPD2	36434	NCAPD2-201	MANE
NCAPD3	36441	NCAPD3-212	MANE
NCAPG	36447	NCAPG-201	MANE
NCAPG2	36451	NCAPG2-201	MANE
NCAPH	36452	NCAPH-201	MANE
NCAPH2	36455	NCAPH2-205	MANE
NCBP1	36457	NCBP1-202	MANE
NCBP2	36458	NCBP2-201	MANE
NCBP2AS2	36463	NCBP2AS2-201	MANE
NCBP3	36466	NCBP3-201	MANE
NCDN	36469	NCDN-202	MANE
NCEH1	36473	NCEH1-204	MANE
NCF1	36474	NCF1-201	MANE
NCF2	36475	NCF2-201	MANE
NCF4	36477	NCF4-201	MANE
NCK1	36481	NCK1-207	MANE
NCK1-DT			no_CDS
NCK2	36484	NCK2-201	MANE
NCKAP1	36485	NCKAP1-202	MANE
NCKAP1L	36491	NCKAP1L-201	MANE
NCKAP5	36492	NCKAP5-203	MANE
NCKAP5L	36495	NCKAP5L-201	MANE
NCKIPSD	36498	NCKIPSD-201	MANE
NCL	36502	NCL-201	MANE
NCLN	36516	NCLN-201	MANE
NCOA1	36521	NCOA1-202	MANE
NCOA2	36524	NCOA2-201	MANE
NCOA3	36529	NCOA3-202	MANE
NCOA4	36532	NCOA4-204	MANE
NCOA5	36533	NCOA5-201	MANE
NCOA6	36534	NCOA6-201	MANE
NCOA7	36543	NCOA7-203	MANE
NCOR1	36549	NCOR1-201	MANE
NCOR2	36563	NCOR2-202	MANE
NCR3LG1	36568	NCR3LG1-201	MANE
NCS1	36570	NCS1-201	MANE
NCSTN	36578	NCSTN-201	MANE
NDC1	36580	NDC1-201	MANE
NDC80	36581	NDC80-201	MANE
NDE1	36582	NDE1-201	MANE
NDEL1	36595	NDEL1-201	MANE
NDFIP1	36597	NDFIP1-201	MANE
NDFIP2	36599	NDFIP2-201	MANE
NDN	36613	NDN-201	MANE
NDNF	36614	NDNF-201	MANE
NDOR1	36615	NDOR1-206	MANE
NDP	36618	NDP-202	MANE
NDRG1	36623	NDRG1-201	MANE
NDRG2	36631	NDRG2-250	MANE
NDRG3	36641	NDRG3-201	MANE
NDRG4	36650	NDRG4-255	MANE
NDST1	36656	NDST1-201	MANE
NDST2	36658	NDST2-202	MANE
NDST3	36659	NDST3-201	MANE
NDST4	36662	NDST4-201	MANE
NDUFA1	36664	NDUFA1-201	MANE
NDUFA10	36680	NDUFA10-201	MANE
NDUFA11	36686	NDUFA11-201	MANE
NDUFA12	36689	NDUFA12-201	MANE
NDUFA13	36691	NDUFA13-204	MANE
NDUFA2	36693	NDUFA2-201	MANE
NDUFA3	36696	NDUFA3-206	longest_CDS
NDUFA4	36698	NDUFA4-201	MANE
NDUFA4L2			no_CDS
NDUFA5	36706	NDUFA5-201	MANE
NDUFA6	36712	NDUFA6-202	MANE
NDUFA6-DT	36715	NDUFA6-DT-203	Ensembl
NDUFA7	36718	NDUFA7-201	MANE
