gene_base	gene_versioned	canonical_enst_base	canonical_iso_idx	canonical_source	canonical_iso_id
ENSG00000162825	ENSG00000162825.18	ENST00000369373	13837	longest_CDS	ENST00000369373.9
ENSG00000162836	ENSG00000162836.12	ENST00000583509	29179	MANE	ENST00000583509.7
ENSG00000162851	ENSG00000162851.8	ENST00000366514	13088	MANE	ENST00000366514.5
ENSG00000162852	ENSG00000162852.14	ENST00000366513	13087	MANE	ENST00000366513.9
ENSG00000162869	ENSG00000162869.16	ENST00000294952	6277	MANE	ENST00000294952.13
ENSG00000162878	ENSG00000162878.13	ENST00000294964	6278	MANE	ENST00000294964.6
ENSG00000162882	ENSG00000162882.15	ENST00000294973	6280	MANE	ENST00000294973.11
ENSG00000162889	ENSG00000162889.11	ENST00000367103	13255	MANE	ENST00000367103.4
ENSG00000162894	ENSG00000162894.12	ENST00000367091	13252	MANE	ENST00000367091.8
ENSG00000162909	ENSG00000162909.18	ENST00000295006	6282	MANE	ENST00000295006.6
ENSG00000162910	ENSG00000162910.19	ENST00000336520	10007	MANE	ENST00000336520.8
ENSG00000162923	ENSG00000162923.18	ENST00000414423	19788	MANE	ENST00000414423.9
ENSG00000162924	ENSG00000162924.16	ENST00000394479	17694	MANE	ENST00000394479.4
ENSG00000162927	ENSG00000162927.15	ENST00000316752	8307	MANE	ENST00000316752.11
ENSG00000162928	ENSG00000162928.9	ENST00000295030	6284	MANE	ENST00000295030.6
ENSG00000162929	ENSG00000162929.14	ENST00000402291	18879	MANE	ENST00000402291.6
ENSG00000162944	ENSG00000162944.11	ENST00000295049	6286	MANE	ENST00000295049.9
ENSG00000162946	ENSG00000162946.24	ENST00000439617	21487	MANE	ENST00000439617.8
ENSG00000162959	ENSG00000162959.14	ENST00000404530	19037	MANE	ENST00000404530.6
ENSG00000162961	ENSG00000162961.14	ENST00000342166	10675	MANE	ENST00000342166.10
ENSG00000162971	ENSG00000162971.11	ENST00000354611	11572	MANE	ENST00000354611.9
ENSG00000162972	ENSG00000162972.11	ENST00000392290	17186	MANE	ENST00000392290.6
ENSG00000162976	ENSG00000162976.13	ENST00000295083	6290	MANE	ENST00000295083.8
ENSG00000162980	ENSG00000162980.17	ENST00000295087	6291	MANE	ENST00000295087.13
ENSG00000162981	ENSG00000162981.14	ENST00000295092	6292	MANE	ENST00000295092.3
ENSG00000162994	ENSG00000162994.16	ENST00000401408	18826	MANE	ENST00000401408.6
ENSG00000162998	ENSG00000162998.5	ENST00000295113	6295	MANE	ENST00000295113.5
ENSG00000162999	ENSG00000162999.13	ENST00000354221	11507	MANE	ENST00000354221.5
ENSG00000163001	ENSG00000163001.12	ENST00000349456	11274	MANE	ENST00000349456.9
ENSG00000163002	ENSG00000163002.13	ENST00000295119	6297	MANE	ENST00000295119.9
ENSG00000163006	ENSG00000163006.12	ENST00000295124	6299	MANE	ENST00000295124.9
ENSG00000163017	ENSG00000163017.14	ENST00000345517	11039	MANE	ENST00000345517.8
ENSG00000163026	ENSG00000163026.12	ENST00000295148	6300	MANE	ENST00000295148.9
ENSG00000163029	ENSG00000163029.16	ENST00000448223	22048	MANE	ENST00000448223.7
ENSG00000163032	ENSG00000163032.12	ENST00000295156	6301	MANE	ENST00000295156.9
ENSG00000163040	ENSG00000163040.15	ENST00000409856	19556	MANE	ENST00000409856.8
ENSG00000163041	ENSG00000163041.13	ENST00000366815	13170	MANE	ENST00000366815.10
ENSG00000163050	ENSG00000163050.18	ENST00000366777	13155	MANE	ENST00000366777.4
ENSG00000163053	ENSG00000163053.11	ENST00000295190	6303	MANE	ENST00000295190.9
ENSG00000163064	ENSG00000163064.7	ENST00000295206	6304	MANE	ENST00000295206.7
ENSG00000163069	ENSG00000163069.13	ENST00000381431	16650	MANE	ENST00000381431.10
ENSG00000163071	ENSG00000163071.11	ENST00000295213	6306	MANE	ENST00000295213.9
ENSG00000163072	ENSG00000163072.16	ENST00000317647	8392	MANE	ENST00000317647.12
ENSG00000163083	ENSG00000163083.6	ENST00000295228	6307	MANE	ENST00000295228.4
ENSG00000163092	ENSG00000163092.22	ENST00000628543	31346	longest_CDS	ENST00000628543.2
ENSG00000163093	ENSG00000163093.12	ENST00000295240	6310	MANE	ENST00000295240.8
ENSG00000163104	ENSG00000163104.18	ENST00000354268	11512	MANE	ENST00000354268.9
ENSG00000163106	ENSG00000163106.11	ENST00000295256	6312	MANE	ENST00000295256.10
ENSG00000163110	ENSG00000163110.15	ENST00000317968	8419	MANE	ENST00000317968.9
ENSG00000163125	ENSG00000163125.16	ENST00000369068	13768	MANE	ENST00000369068.5
ENSG00000163126	ENSG00000163126.15	ENST00000318357	8458	MANE	ENST00000318357.9
ENSG00000163131	ENSG00000163131.12	ENST00000368985	13749	MANE	ENST00000368985.8
ENSG00000163132	ENSG00000163132.8	ENST00000382723	16844	MANE	ENST00000382723.5
ENSG00000163138	ENSG00000163138.19	ENST00000503585	24901	MANE	ENST00000503585.6
ENSG00000163145	ENSG00000163145.13	ENST00000444304	21766	MANE	ENST00000444304.3
ENSG00000163154	ENSG00000163154.6	ENST00000368910	13727	MANE	ENST00000368910.4
ENSG00000163155	ENSG00000163155.12	ENST00000368908	13725	MANE	ENST00000368908.10
ENSG00000163156	ENSG00000163156.12	ENST00000368905	13724	MANE	ENST00000368905.9
ENSG00000163157	ENSG00000163157.15	ENST00000295314	6315	MANE	ENST00000295314.9
ENSG00000163159	ENSG00000163159.15	ENST00000368892	13722	MANE	ENST00000368892.9
ENSG00000163161	ENSG00000163161.14	ENST00000285398	5795	MANE	ENST00000285398.7
ENSG00000163162	ENSG00000163162.9	ENST00000295317	6316	MANE	ENST00000295317.4
ENSG00000163166	ENSG00000163166.15	ENST00000295321	6317	MANE	ENST00000295321.9
ENSG00000163170	ENSG00000163170.12	ENST00000327428	9231	MANE	ENST00000327428.10
ENSG00000163171	ENSG00000163171.8	ENST00000295324	6318	MANE	ENST00000295324.4
ENSG00000163191	ENSG00000163191.6	ENST00000271638	5163	MANE	ENST00000271638.3
ENSG00000163214	ENSG00000163214.21	ENST00000457308	22653	MANE	ENST00000457308.6
ENSG00000163219	ENSG00000163219.12	ENST00000409202	19394	MANE	ENST00000409202.8
ENSG00000163249	ENSG00000163249.13	ENST00000295414	6320	MANE	ENST00000295414.8
ENSG00000163251	ENSG00000163251.4	ENST00000295417	6321	MANE	ENST00000295417.4
ENSG00000163257	ENSG00000163257.11	ENST00000382247	16777	MANE	ENST00000382247.6
ENSG00000163281	ENSG00000163281.12	ENST00000295448	6324	MANE	ENST00000295448.8
ENSG00000163291	ENSG00000163291.14	ENST00000512733	25404	MANE	ENST00000512733.5
ENSG00000163293	ENSG00000163293.12	ENST00000295461	6325	MANE	ENST00000295461.10
ENSG00000163297	ENSG00000163297.18	ENST00000403729	18990	MANE	ENST00000403729.7
ENSG00000163312	ENSG00000163312.11	ENST00000295488	6328	MANE	ENST00000295488.8
ENSG00000163319	ENSG00000163319.11	ENST00000295491	6329	MANE	ENST00000295491.9
ENSG00000163320	ENSG00000163320.12	ENST00000482016	23960	MANE	ENST00000482016.6
ENSG00000163322	ENSG00000163322.14	ENST00000321945	8776	MANE	ENST00000321945.12
ENSG00000163328	ENSG00000163328.14	ENST00000392552	17243	MANE	ENST00000392552.7
ENSG00000163344	ENSG00000163344.6	ENST00000368467	13610	MANE	ENST00000368467.4
ENSG00000163346	ENSG00000163346.17	ENST00000368463	13608	MANE	ENST00000368463.8
ENSG00000163347	ENSG00000163347.6	ENST00000295522	6333	MANE	ENST00000295522.4
ENSG00000163348	ENSG00000163348.4	ENST00000368457	13607	MANE	ENST00000368457.3
ENSG00000163349	ENSG00000163349.22	ENST00000426820	20614	MANE	ENST00000426820.7
ENSG00000163359	ENSG00000163359.17	ENST00000295550	6335	MANE	ENST00000295550.9
ENSG00000163364	ENSG00000163364.13	ENST00000295549	6334	longest_CDS	ENST00000295549.9
ENSG00000163374	ENSG00000163374.21	ENST00000355499	11723	MANE	ENST00000355499.9
ENSG00000163376	ENSG00000163376.11	ENST00000417314	19934	MANE	ENST00000417314.2
ENSG00000163378	ENSG00000163378.14	ENST00000383701	16899	MANE	ENST00000383701.8
ENSG00000163380	ENSG00000163380.16	ENST00000420581	20134	MANE	ENST00000420581.7
ENSG00000163389	ENSG00000163389.12	ENST00000295588	6338	MANE	ENST00000295588.9
ENSG00000163395	ENSG00000163395.17	ENST00000335211	9868	MANE	ENST00000335211.9
ENSG00000163399	ENSG00000163399.16	ENST00000295598	6339	MANE	ENST00000295598.10
ENSG00000163412	ENSG00000163412.13	ENST00000425534	20499	MANE	ENST00000425534.8
ENSG00000163428	ENSG00000163428.4	ENST00000295628	6340	MANE	ENST00000295628.4
ENSG00000163430	ENSG00000163430.13	ENST00000295633	6341	MANE	ENST00000295633.8
ENSG00000163431	ENSG00000163431.14	ENST00000367288	13310	MANE	ENST00000367288.5
ENSG00000163444	ENSG00000163444.12	ENST00000367242	13297	MANE	ENST00000367242.4
ENSG00000163453	ENSG00000163453.11	ENST00000295666	6343	MANE	ENST00000295666.6
ENSG00000163463	ENSG00000163463.13	ENST00000295682	6344	MANE	ENST00000295682.6
ENSG00000163466	ENSG00000163466.16	ENST00000315717	8219	MANE	ENST00000315717.10
ENSG00000163468	ENSG00000163468.15	ENST00000295688	6346	MANE	ENST00000295688.8
ENSG00000163472	ENSG00000163472.19	ENST00000295694	6347	APPRIS	ENST00000295694.9
ENSG00000163479	ENSG00000163479.14	ENST00000295702	6349	MANE	ENST00000295702.9
ENSG00000163481	ENSG00000163481.8	ENST00000295704	6350	MANE	ENST00000295704.7
ENSG00000163482	ENSG00000163482.12	ENST00000295709	6353	MANE	ENST00000295709.8
ENSG00000163485	ENSG00000163485.18	ENST00000337894	10174	MANE	ENST00000337894.9
ENSG00000163491	ENSG00000163491.18	ENST00000691995	35217	MANE	ENST00000691995.1
ENSG00000163492	ENSG00000163492.16	ENST00000443758	21734	MANE	ENST00000443758.7
ENSG00000163507	ENSG00000163507.15	ENST00000295746	6355	MANE	ENST00000295746.13
ENSG00000163510	ENSG00000163510.14	ENST00000410053	19601	MANE	ENST00000410053.8
ENSG00000163512	ENSG00000163512.14	ENST00000479665	23832	MANE	ENST00000479665.6
ENSG00000163513	ENSG00000163513.20	ENST00000295754	6357	MANE	ENST00000295754.10
ENSG00000163516	ENSG00000163516.14	ENST00000323348	8893	MANE	ENST00000323348.10
ENSG00000163517	ENSG00000163517.15	ENST00000295757	6358	MANE	ENST00000295757.8
ENSG00000163520	ENSG00000163520.14	ENST00000404922	19073	MANE	ENST00000404922.8
ENSG00000163521	ENSG00000163521.16	ENST00000295759	6359	MANE	ENST00000295759.12
ENSG00000163527	ENSG00000163527.11	ENST00000295770	6364	MANE	ENST00000295770.4
ENSG00000163528	ENSG00000163528.13	ENST00000396914	18248	MANE	ENST00000396914.4
ENSG00000163531	ENSG00000163531.17	ENST00000401399	18820	longest_CDS	ENST00000401399.5
ENSG00000163535	ENSG00000163535.18	ENST00000357799	12197	MANE	ENST00000357799.9
ENSG00000163536	ENSG00000163536.13	ENST00000446050	21878	MANE	ENST00000446050.7
ENSG00000163539	ENSG00000163539.19	ENST00000682230	34330	MANE	ENST00000682230.1
ENSG00000163541	ENSG00000163541.12	ENST00000393868	17537	MANE	ENST00000393868.7
ENSG00000163545	ENSG00000163545.11	ENST00000367157	13271	MANE	ENST00000367157.6
ENSG00000163558	ENSG00000163558.13	ENST00000295797	6365	MANE	ENST00000295797.5
ENSG00000163563	ENSG00000163563.8	ENST00000368141	13533	MANE	ENST00000368141.5
ENSG00000163565	ENSG00000163565.20	ENST00000295809	6366	MANE	ENST00000295809.12
ENSG00000163577	ENSG00000163577.8	ENST00000295822	6367	MANE	ENST00000295822.7
ENSG00000163584	ENSG00000163584.18	ENST00000295830	6368	MANE	ENST00000295830.13
ENSG00000163590	ENSG00000163590.14	ENST00000498165	24762	MANE	ENST00000498165.6
ENSG00000163596	ENSG00000163596.17	ENST00000358299	12288	MANE	ENST00000358299.7
ENSG00000163597	ENSG00000163597.18	ENST00000448136	22042	longest_CDS	ENST00000448136.6
ENSG00000163605	ENSG00000163605.16	ENST00000356692	11959	MANE	ENST00000356692.10
ENSG00000163607	ENSG00000163607.18	ENST00000383678	16895	MANE	ENST00000383678.8
ENSG00000163608	ENSG00000163608.15	ENST00000314400	8112	MANE	ENST00000314400.10
ENSG00000163611	ENSG00000163611.11	ENST00000295872	6374	MANE	ENST00000295872.8
ENSG00000163617	ENSG00000163617.11	ENST00000295878	6376	MANE	ENST00000295878.8
ENSG00000163625	ENSG00000163625.17	ENST00000295888	6377	MANE	ENST00000295888.9
ENSG00000163626	ENSG00000163626.17	ENST00000295890	6378	longest_CDS	ENST00000295890.8
ENSG00000163629	ENSG00000163629.13	ENST00000411767	19637	MANE	ENST00000411767.7
ENSG00000163634	ENSG00000163634.12	ENST00000295899	6380	MANE	ENST00000295899.10
ENSG00000163635	ENSG00000163635.20	ENST00000674280	33242	MANE	ENST00000674280.1
ENSG00000163636	ENSG00000163636.11	ENST00000295901	6382	MANE	ENST00000295901.9
ENSG00000163637	ENSG00000163637.13	ENST00000638394	31627	MANE	ENST00000638394.2
ENSG00000163638	ENSG00000163638.13	ENST00000498707	24788	MANE	ENST00000498707.5
ENSG00000163644	ENSG00000163644.15	ENST00000608933	30231	MANE	ENST00000608933.6
ENSG00000163655	ENSG00000163655.16	ENST00000496455	24679	MANE	ENST00000496455.7
ENSG00000163659	ENSG00000163659.13	ENST00000295924	6384	MANE	ENST00000295924.12
ENSG00000163660	ENSG00000163660.12	ENST00000295926	6385	MANE	ENST00000295926.8
ENSG00000163661	ENSG00000163661.4	ENST00000295927	6386	MANE	ENST00000295927.4
ENSG00000163681	ENSG00000163681.17	ENST00000671191	33044	MANE	ENST00000671191.1
ENSG00000163682	ENSG00000163682.17	ENST00000295955	6392	MANE	ENST00000295955.14
ENSG00000163683	ENSG00000163683.12	ENST00000295958	6394	MANE	ENST00000295958.10
ENSG00000163684	ENSG00000163684.12	ENST00000295959	6395	MANE	ENST00000295959.10
ENSG00000163686	ENSG00000163686.15	ENST00000478253	23765	MANE	ENST00000478253.6
ENSG00000163687	ENSG00000163687.14	ENST00000394549	17717	MANE	ENST00000394549.7
ENSG00000163694	ENSG00000163694.15	ENST00000381793	16700	APPRIS	ENST00000381793.6
ENSG00000163697	ENSG00000163697.18	ENST00000508593	25173	MANE	ENST00000508593.6
ENSG00000163701	ENSG00000163701.19	ENST00000383814	16919	MANE	ENST00000383814.8
ENSG00000163702	ENSG00000163702.21	ENST00000403601	18972	MANE	ENST00000403601.8
ENSG00000163703	ENSG00000163703.20	ENST00000452070	22329	MANE	ENST00000452070.6
ENSG00000163704	ENSG00000163704.13	ENST00000412055	19660	MANE	ENST00000412055.6
ENSG00000163710	ENSG00000163710.9	ENST00000295992	6399	MANE	ENST00000295992.8
ENSG00000163714	ENSG00000163714.18	ENST00000473835	23526	MANE	ENST00000473835.7
ENSG00000163719	ENSG00000163719.20	ENST00000296003	6400	MANE	ENST00000296003.9
ENSG00000163728	ENSG00000163728.11	ENST00000296015	6402	MANE	ENST00000296015.9
ENSG00000163734	ENSG00000163734.4	ENST00000296026	6403	MANE	ENST00000296026.4
ENSG00000163736	ENSG00000163736.5	ENST00000296028	6404	MANE	ENST00000296028.4
ENSG00000163738	ENSG00000163738.19	ENST00000325278	9052	MANE	ENST00000325278.7
ENSG00000163739	ENSG00000163739.5	ENST00000395761	17996	MANE	ENST00000395761.4
ENSG00000163743	ENSG00000163743.14	ENST00000324439	8990	MANE	ENST00000324439.10
ENSG00000163751	ENSG00000163751.4	ENST00000296046	6407	MANE	ENST00000296046.4
ENSG00000163754	ENSG00000163754.18	ENST00000345003	11004	MANE	ENST00000345003.9
ENSG00000163755	ENSG00000163755.9	ENST00000296051	6409	MANE	ENST00000296051.7
ENSG00000163762	ENSG00000163762.7	ENST00000296059	6410	MANE	ENST00000296059.7
ENSG00000163781	ENSG00000163781.14	ENST00000260810	3799	MANE	ENST00000260810.10
ENSG00000163785	ENSG00000163785.14	ENST00000623711	31220	MANE	ENST00000623711.4
ENSG00000163788	ENSG00000163788.14	ENST00000296088	6411	MANE	ENST00000296088.12
ENSG00000163795	ENSG00000163795.14	ENST00000323703	8929	MANE	ENST00000323703.11
ENSG00000163798	ENSG00000163798.14	ENST00000326019	9118	MANE	ENST00000326019.11
ENSG00000163811	ENSG00000163811.12	ENST00000407426	19259	MANE	ENST00000407426.8
ENSG00000163812	ENSG00000163812.16	ENST00000424952	20455	MANE	ENST00000424952.7
ENSG00000163815	ENSG00000163815.6	ENST00000296130	6414	MANE	ENST00000296130.5
ENSG00000163818	ENSG00000163818.20	ENST00000296135	6415	MANE	ENST00000296135.11
ENSG00000163820	ENSG00000163820.16	ENST00000296137	6417	MANE	ENST00000296137.7
ENSG00000163823	ENSG00000163823.4	ENST00000296140	6419	MANE	ENST00000296140.4
ENSG00000163827	ENSG00000163827.14	ENST00000395905	18036	MANE	ENST00000395905.8
ENSG00000163832	ENSG00000163832.16	ENST00000296149	6421	MANE	ENST00000296149.9
ENSG00000163833	ENSG00000163833.8	ENST00000338040	10195	MANE	ENST00000338040.6
ENSG00000163840	ENSG00000163840.10	ENST00000296161	6422	MANE	ENST00000296161.9
ENSG00000163848	ENSG00000163848.21	ENST00000360647	12696	MANE	ENST00000360647.9
ENSG00000163864	ENSG00000163864.18	ENST00000704800	35998	MANE	ENST00000704800.1
ENSG00000163866	ENSG00000163866.9	ENST00000521580	25876	MANE	ENST00000521580.3
ENSG00000163867	ENSG00000163867.17	ENST00000357182	12057	MANE	ENST00000357182.9
ENSG00000163870	ENSG00000163870.16	ENST00000355552	11732	MANE	ENST00000355552.8
ENSG00000163872	ENSG00000163872.16	ENST00000305135	7247	MANE	ENST00000305135.10
ENSG00000163874	ENSG00000163874.11	ENST00000373087	14883	MANE	ENST00000373087.7
ENSG00000163875	ENSG00000163875.16	ENST00000296214	6427	MANE	ENST00000296214.10
ENSG00000163877	ENSG00000163877.11	ENST00000296215	6428	MANE	ENST00000296215.8
ENSG00000163879	ENSG00000163879.11	ENST00000652629	32697	MANE	ENST00000652629.1
ENSG00000163882	ENSG00000163882.10	ENST00000456318	22597	MANE	ENST00000456318.6
ENSG00000163884	ENSG00000163884.4	ENST00000296233	6431	MANE	ENST00000296233.4
ENSG00000163900	ENSG00000163900.11	ENST00000421852	20230	MANE	ENST00000421852.6
ENSG00000163902	ENSG00000163902.12	ENST00000296255	6432	MANE	ENST00000296255.8
ENSG00000163904	ENSG00000163904.13	ENST00000296257	6433	MANE	ENST00000296257.10
ENSG00000163909	ENSG00000163909.8	ENST00000372852	14794	MANE	ENST00000372852.4
ENSG00000163913	ENSG00000163913.14	ENST00000689332	35074	longest_CDS	ENST00000689332.1
ENSG00000163918	ENSG00000163918.12	ENST00000296273	6435	MANE	ENST00000296273.7
ENSG00000163930	ENSG00000163930.10	ENST00000460680	22850	MANE	ENST00000460680.6
ENSG00000163931	ENSG00000163931.17	ENST00000462138	22919	MANE	ENST00000462138.6
ENSG00000163933	ENSG00000163933.11	ENST00000296292	6438	MANE	ENST00000296292.8
ENSG00000163935	ENSG00000163935.14	ENST00000394752	17760	MANE	ENST00000394752.8
ENSG00000163938	ENSG00000163938.17	ENST00000418458	20010	MANE	ENST00000418458.6
ENSG00000163939	ENSG00000163939.19	ENST00000707071	36133	Ensembl	ENST00000707071.1
ENSG00000163945	ENSG00000163945.19	ENST00000511216	25318	longest_CDS	ENST00000511216.6
ENSG00000163946	ENSG00000163946.14	ENST00000683822	34582	MANE	ENST00000683822.1
ENSG00000163947	ENSG00000163947.12	ENST00000296315	6439	MANE	ENST00000296315.8
ENSG00000163950	ENSG00000163950.13	ENST00000489418	24307	MANE	ENST00000489418.6
ENSG00000163956	ENSG00000163956.13	ENST00000650182	32437	MANE	ENST00000650182.1
ENSG00000163960	ENSG00000163960.13	ENST00000296328	6441	MANE	ENST00000296328.9
ENSG00000163961	ENSG00000163961.4	ENST00000318037	8427	MANE	ENST00000318037.3
ENSG00000163964	ENSG00000163964.18	ENST00000392391	17212	MANE	ENST00000392391.9
ENSG00000163975	ENSG00000163975.14	ENST00000296350	6445	MANE	ENST00000296350.10
ENSG00000163995	ENSG00000163995.22	ENST00000447017	21942	MANE	ENST00000447017.7
ENSG00000164002	ENSG00000164002.12	ENST00000415550	19844	MANE	ENST00000415550.6
ENSG00000164008	ENSG00000164008.17	ENST00000372525	14698	MANE	ENST00000372525.7
ENSG00000164010	ENSG00000164010.15	ENST00000372517	14694	MANE	ENST00000372517.8
ENSG00000164011	ENSG00000164011.18	ENST00000651192	32508	MANE	ENST00000651192.1
ENSG00000164022	ENSG00000164022.18	ENST00000672341	33093	MANE	ENST00000672341.1
ENSG00000164023	ENSG00000164023.15	ENST00000690982	35162	MANE	ENST00000690982.1
ENSG00000164024	ENSG00000164024.12	ENST00000296411	6451	MANE	ENST00000296411.11
ENSG00000164031	ENSG00000164031.17	ENST00000442697	21663	MANE	ENST00000442697.7
ENSG00000164032	ENSG00000164032.12	ENST00000296417	6453	MANE	ENST00000296417.6
ENSG00000164035	ENSG00000164035.10	ENST00000296420	6454	MANE	ENST00000296420.9
ENSG00000164038	ENSG00000164038.16	ENST00000394785	17766	MANE	ENST00000394785.9
ENSG00000164039	ENSG00000164039.15	ENST00000296424	6456	MANE	ENST00000296424.9
ENSG00000164040	ENSG00000164040.18	ENST00000296425	6457	MANE	ENST00000296425.10
ENSG00000164045	ENSG00000164045.12	ENST00000302506	7041	MANE	ENST00000302506.8
ENSG00000164048	ENSG00000164048.14	ENST00000354698	11593	MANE	ENST00000354698.8
ENSG00000164050	ENSG00000164050.13	ENST00000296440	6459	MANE	ENST00000296440.11
ENSG00000164051	ENSG00000164051.14	ENST00000395694	17980	MANE	ENST00000395694.7
ENSG00000164053	ENSG00000164053.22	ENST00000320211	8613	MANE	ENST00000320211.10
ENSG00000164054	ENSG00000164054.17	ENST00000296444	6460	MANE	ENST00000296444.7
ENSG00000164056	ENSG00000164056.11	ENST00000651917	32616	MANE	ENST00000651917.1
ENSG00000164062	ENSG00000164062.13	ENST00000296456	6462	MANE	ENST00000296456.10
ENSG00000164066	ENSG00000164066.13	ENST00000335251	9871	MANE	ENST00000335251.11
ENSG00000164068	ENSG00000164068.16	ENST00000327697	9253	MANE	ENST00000327697.11
ENSG00000164070	ENSG00000164070.12	ENST00000296464	6463	MANE	ENST00000296464.9
ENSG00000164073	ENSG00000164073.11	ENST00000641686	31762	MANE	ENST00000641686.2
ENSG00000164074	ENSG00000164074.17	ENST00000645843	32049	MANE	ENST00000645843.2
ENSG00000164077	ENSG00000164077.15	ENST00000296473	6465	MANE	ENST00000296473.8
ENSG00000164080	ENSG00000164080.14	ENST00000409535	19477	longest_CDS	ENST00000409535.6
ENSG00000164081	ENSG00000164081.13	ENST00000341333	10580	MANE	ENST00000341333.10
ENSG00000164086	ENSG00000164086.10	ENST00000495880	24640	MANE	ENST00000495880.2
ENSG00000164087	ENSG00000164087.8	ENST00000296484	6466	MANE	ENST00000296484.7
ENSG00000164088	ENSG00000164088.18	ENST00000323588	8919	MANE	ENST00000323588.9
ENSG00000164089	ENSG00000164089.9	ENST00000296486	6467	MANE	ENST00000296486.8
ENSG00000164091	ENSG00000164091.12	ENST00000296490	6468	MANE	ENST00000296490.8
ENSG00000164093	ENSG00000164093.18	ENST00000644743	31959	MANE	ENST00000644743.1
ENSG00000164096	ENSG00000164096.13	ENST00000504110	24927	MANE	ENST00000504110.2
ENSG00000164104	ENSG00000164104.12	ENST00000296503	6470	MANE	ENST00000296503.10
ENSG00000164105	ENSG00000164105.4	ENST00000296504	6471	MANE	ENST00000296504.4
ENSG00000164109	ENSG00000164109.14	ENST00000296509	6472	MANE	ENST00000296509.11
ENSG00000164111	ENSG00000164111.15	ENST00000296511	6473	MANE	ENST00000296511.10
ENSG00000164114	ENSG00000164114.19	ENST00000311277	7842	MANE	ENST00000311277.9
ENSG00000164116	ENSG00000164116.17	ENST00000506455	25057	MANE	ENST00000506455.6
ENSG00000164117	ENSG00000164117.14	ENST00000393674	17502	MANE	ENST00000393674.7
ENSG00000164118	ENSG00000164118.13	ENST00000503780	24908	MANE	ENST00000503780.6
ENSG00000164120	ENSG00000164120.14	ENST00000296522	6476	MANE	ENST00000296522.11
ENSG00000164122	ENSG00000164122.9	ENST00000296525	6477	MANE	ENST00000296525.7
ENSG00000164124	ENSG00000164124.11	ENST00000296529	6478	MANE	ENST00000296529.11
ENSG00000164125	ENSG00000164125.16	ENST00000585682	29257	MANE	ENST00000585682.6
ENSG00000164128	ENSG00000164128.7	ENST00000296533	6479	MANE	ENST00000296533.3
ENSG00000164134	ENSG00000164134.14	ENST00000296543	6480	MANE	ENST00000296543.10
ENSG00000164136	ENSG00000164136.17	ENST00000320650	8652	MANE	ENST00000320650.9
ENSG00000164142	ENSG00000164142.16	ENST00000435205	21190	MANE	ENST00000435205.6
ENSG00000164144	ENSG00000164144.16	ENST00000353617	11479	MANE	ENST00000353617.7
ENSG00000164151	ENSG00000164151.12	ENST00000296564	6485	MANE	ENST00000296564.9
ENSG00000164161	ENSG00000164161.10	ENST00000296575	6486	MANE	ENST00000296575.8
ENSG00000164162	ENSG00000164162.14	ENST00000507656	25108	MANE	ENST00000507656.6
ENSG00000164163	ENSG00000164163.11	ENST00000296577	6487	MANE	ENST00000296577.9
ENSG00000164164	ENSG00000164164.17	ENST00000447906	22021	MANE	ENST00000447906.8
ENSG00000164168	ENSG00000164168.8	ENST00000296582	6488	MANE	ENST00000296582.8
ENSG00000164169	ENSG00000164169.13	ENST00000322396	8831	MANE	ENST00000322396.7
ENSG00000164171	ENSG00000164171.11	ENST00000296585	6489	MANE	ENST00000296585.10
ENSG00000164172	ENSG00000164172.20	ENST00000396954	18254	MANE	ENST00000396954.8
ENSG00000164176	ENSG00000164176.13	ENST00000296591	6490	MANE	ENST00000296591.10
ENSG00000164182	ENSG00000164182.12	ENST00000296597	6492	MANE	ENST00000296597.10
ENSG00000164187	ENSG00000164187.7	ENST00000296603	6493	MANE	ENST00000296603.5
ENSG00000164188	ENSG00000164188.9	ENST00000296604	6495	MANE	ENST00000296604.8
ENSG00000164190	ENSG00000164190.19	ENST00000282516	5664	MANE	ENST00000282516.13
ENSG00000164197	ENSG00000164197.12	ENST00000389100	16969	MANE	ENST00000389100.9
ENSG00000164199	ENSG00000164199.18	ENST00000504142	24931	longest_CDS	ENST00000504142.2
ENSG00000164209	ENSG00000164209.17	ENST00000355943	11814	MANE	ENST00000355943.8
ENSG00000164219	ENSG00000164219.10	ENST00000419445	20077	MANE	ENST00000419445.6
ENSG00000164221	ENSG00000164221.13	ENST00000379611	16294	MANE	ENST00000379611.10
ENSG00000164236	ENSG00000164236.12	ENST00000296657	6496	MANE	ENST00000296657.7
ENSG00000164237	ENSG00000164237.9	ENST00000296658	6501	MANE	ENST00000296658.4
ENSG00000164241	ENSG00000164241.14	ENST00000296662	6503	MANE	ENST00000296662.10
ENSG00000164244	ENSG00000164244.22	ENST00000296666	6504	MANE	ENST00000296666.13
ENSG00000164252	ENSG00000164252.13	ENST00000312916	7975	MANE	ENST00000312916.12
ENSG00000164253	ENSG00000164253.14	ENST00000296679	6506	MANE	ENST00000296679.9
ENSG00000164258	ENSG00000164258.12	ENST00000296684	6507	MANE	ENST00000296684.10
ENSG00000164284	ENSG00000164284.15	ENST00000329271	9372	MANE	ENST00000329271.8
ENSG00000164291	ENSG00000164291.17	ENST00000380009	16376	MANE	ENST00000380009.9
ENSG00000164292	ENSG00000164292.13	ENST00000379982	16369	MANE	ENST00000379982.8
ENSG00000164294	ENSG00000164294.14	ENST00000503787	24909	MANE	ENST00000503787.6
