nm_id	enst_id	gene_name	source
NM_001350706	ENST00000399322	DGKB	biomart
NM_001350707	ENST00000402815	DGKB	biomart
NM_001350708	ENST00000967727	DGKB	biomart
NM_001350709	ENST00000402815	DGKB	MANE
NM_001350711	ENST00000910829	DGKB	biomart
NM_001350712	ENST00000910829	DGKB	biomart
NM_001350714	ENST00000407950	DGKB	biomart
NM_001350715	ENST00000910833	DGKB	biomart
NM_001350716	ENST00000910833	DGKB	biomart
NM_001350717	ENST00000910828	DGKB	biomart
NM_001350718	ENST00000910830	DGKB	biomart
NM_001350719	ENST00000967729	DGKB	biomart
NM_001350720	ENST00000910831	DGKB	biomart
NM_001350721	ENST00000910834	DGKB	biomart
NM_001350722	ENST00000399322	DGKB	biomart
NM_001350723	ENST00000399322	DGKB	biomart
NM_001350724	ENST00000407950	DGKB	biomart
NM_001350727	ENST00000508596	WDR17	biomart
NM_001350735	ENST00000358387	TXNDC15	biomart
NM_001350738	ENST00000357311	SRPK2	biomart
NM_001350739	ENST00000460391	SRPK2	biomart
NM_001350740	ENST00000482862	SRPK2	biomart
NM_001350741	ENST00000393651	SRPK2	biomart
NM_001350742	ENST00000482862	SRPK2	biomart
NM_001350743	ENST00000460391	SRPK2	biomart
NM_001350744	ENST00000460391	SRPK2	biomart
NM_001350745	ENST00000357311	SRPK2	biomart
NM_001350746	ENST00000482862	SRPK2	biomart
NM_001350748	ENST00000675332	NALCN	biomart
NM_001350749	ENST00000858715	NALCN	biomart
NM_001350750	ENST00000676315	NALCN	biomart
NM_001350751	ENST00000676315	NALCN	biomart
NM_001350755	ENST00000911432	AIRIM	biomart
NM_001350756	ENST00000911432	AIRIM	biomart
NM_001350757	ENST00000895431	AIRIM	biomart
NM_001350758	ENST00000895437	AIRIM	biomart
NM_001350759	ENST00000895431	AIRIM	biomart
NM_001350760	ENST00000486637	AIRIM	biomart
NM_001350761	ENST00000486637	AIRIM	biomart
NM_001350762	ENST00000895438	AIRIM	biomart
NM_001350763	ENST00000895434	AIRIM	biomart
NM_001350764	ENST00000358011	AIRIM	biomart
NM_001350765	ENST00000895438	AIRIM	biomart
NM_001350766	ENST00000895436	AIRIM	biomart
NM_001350767	ENST00000895434	AIRIM	biomart
NM_001350768	ENST00000895436	AIRIM	biomart
NM_001350769	ENST00000486637	AIRIM	biomart
NM_001350770	ENST00000486637	AIRIM	MANE
NM_001350771	ENST00000358011	AIRIM	biomart
NM_001350772	ENST00000863886	MSTO1	biomart
NM_001350773	ENST00000649846	MSTO1	biomart
NM_001350774	ENST00000649846	MSTO1	biomart
NM_001350775	ENST00000649846	MSTO1	biomart
NM_001350776	ENST00000863884	MSTO1	biomart
NM_001350777	ENST00000697770	MSTO1	biomart
NM_001350778	ENST00000697770	MSTO1	biomart
NM_001350779	ENST00000697770	MSTO1	biomart
NM_001350780	ENST00000697770	MSTO1	biomart
NM_001350781	ENST00000697770	MSTO1	biomart
NM_001350782	ENST00000697770	MSTO1	biomart
NM_001350783	ENST00000697770	MSTO1	biomart
NM_001350784	ENST00000697770	MSTO1	biomart
NM_001350785	ENST00000697770	MSTO1	biomart
NM_001350786	ENST00000697770	MSTO1	biomart
NM_001350787	ENST00000697770	MSTO1	biomart
NM_001350788	ENST00000697770	MSTO1	biomart
NM_001350789	ENST00000697770	MSTO1	biomart
NM_001350803	ENST00000400921	PRKCZ	biomart
NM_001350804	ENST00000400921	PRKCZ	biomart
NM_001350805	ENST00000400921	PRKCZ	biomart
NM_001350806	ENST00000400921	PRKCZ	biomart
NM_001350809	ENST00000335426	SELENOV	biomart
NM_001350814	ENST00000401949	GRB10	MANE
NM_001350815	ENST00000644879	GRB10	biomart
NM_001350816	ENST00000335866	GRB10	biomart
NM_001350819	ENST00000402384	ICA1	biomart
NM_001350820	ENST00000902482	ICA1	biomart
NM_001350821	ENST00000923906	ICA1	biomart
NM_001350823	ENST00000265577	ICA1	biomart
NM_001350824	ENST00000265577	ICA1	biomart
NM_001350825	ENST00000902489	ICA1	biomart
NM_001350826	ENST00000422063	ICA1	biomart
NM_001350827	ENST00000422063	ICA1	biomart
NM_001350828	ENST00000944693	ICA1	biomart
NM_001350829	ENST00000944693	ICA1	biomart
NM_001350830	ENST00000944707	ICA1	biomart
NM_001350831	ENST00000923898	ICA1	biomart
NM_001350832	ENST00000902491	ICA1	biomart
NM_001350833	ENST00000944698	ICA1	biomart
NM_001350834	ENST00000944700	ICA1	biomart
NM_001350835	ENST00000406470	ICA1	biomart
NM_001350836	ENST00000402384	ICA1	biomart
NM_001350837	ENST00000402384	ICA1	biomart
NM_001350838	ENST00000902484	ICA1	biomart
NM_001350840	ENST00000941922	UCHL5	biomart
NM_001350841	ENST00000367451	UCHL5	biomart
NM_001350842	ENST00000367451	UCHL5	biomart
NM_001350843	ENST00000367448	UCHL5	biomart
NM_001350844	ENST00000367454	UCHL5	biomart
NM_001350845	ENST00000367449	UCHL5	biomart
NM_001350846	ENST00000367455	UCHL5	biomart
NM_001350847	ENST00000367454	UCHL5	biomart
NM_001350848	ENST00000874433	UCHL5	biomart
NM_001350849	ENST00000874433	UCHL5	biomart
NM_001350850	ENST00000874433	UCHL5	biomart
NM_001350851	ENST00000874433	UCHL5	biomart
NM_001350852	ENST00000420791	UCHL5	biomart
NM_001350853	ENST00000622774	FTCDNL1	biomart
NM_001350854	ENST00000420922	FTCDNL1	biomart
NM_001350855	ENST00000416668	FTCDNL1	biomart
NM_001350859	ENST00000508956	KY	biomart
NM_001350860	ENST00000508956	KY	biomart
NM_001350862	ENST00000862559	SNX13	biomart
NM_001350863	ENST00000428135	SNX13	biomart
NM_001350864	ENST00000428135	SNX13	biomart
NM_001350866	ENST00000959594	SNX13	biomart
NM_001350867	ENST00000959594	SNX13	biomart
NM_001350868			unmapped
NM_001350870	ENST00000409604	SNX13	biomart
NM_001350877	ENST00000557052	SLC25A47	biomart
NM_001350879	ENST00000889995	TPK1	biomart
NM_001350880	ENST00000956436	TPK1	biomart
NM_001350881	ENST00000360057	TPK1	biomart
NM_001350882	ENST00000538212	TPK1	biomart
NM_001350883	ENST00000538212	TPK1	biomart
NM_001350884	ENST00000538212	TPK1	biomart
NM_001350885	ENST00000360057	TPK1	biomart
NM_001350886	ENST00000360057	TPK1	biomart
NM_001350887	ENST00000360057	TPK1	biomart
NM_001350888	ENST00000856705	AK7	biomart
NM_001350889	ENST00000360057	TPK1	biomart
NM_001350890	ENST00000856705	AK7	biomart
NM_001350891	ENST00000856703	AK7	biomart
NM_001350892	ENST00000856704	AK7	biomart
NM_001350893	ENST00000360057	TPK1	biomart
NM_001350894	ENST00000360057	TPK1	biomart
NM_001350895	ENST00000360057	TPK1	biomart
NM_001350896	ENST00000257626	GSAP	biomart
NM_001350897	ENST00000257626	GSAP	biomart
NM_001350898	ENST00000257626	GSAP	biomart
NM_001350899	ENST00000257626	GSAP	biomart
NM_001350900	ENST00000257626	GSAP	biomart
NM_001350901	ENST00000257626	GSAP	biomart
NM_001350902	ENST00000357917	RHOBTB1	biomart
NM_001350903	ENST00000864405	RHOBTB1	biomart
NM_001350904	ENST00000337910	RHOBTB1	biomart
NM_001350905	ENST00000864406	RHOBTB1	biomart
NM_001350906	ENST00000864405	RHOBTB1	biomart
NM_001350907	ENST00000357917	RHOBTB1	biomart
NM_001350908	ENST00000864404	RHOBTB1	biomart
NM_001350909	ENST00000337910	RHOBTB1	biomart
NM_001350910	ENST00000337910	RHOBTB1	biomart
NM_001350911	ENST00000864406	RHOBTB1	biomart
NM_001350912	ENST00000538582	PYROXD1	biomart
NM_001350913	ENST00000538582	PYROXD1	biomart
NM_001350914	ENST00000407559	DYNC2I1	biomart
NM_001350915	ENST00000407559	DYNC2I1	biomart
NM_001350916	ENST00000860812	DYNC2I1	biomart
NM_001350917	ENST00000860812	DYNC2I1	biomart
NM_001350918	ENST00000860812	DYNC2I1	biomart
NM_001350924	ENST00000896988	COA1	biomart
NM_001350925	ENST00000896984	COA1	biomart
NM_001350926	ENST00000896998	COA1	biomart
NM_001350927	ENST00000934883	COA1	biomart
NM_001350928	ENST00000223336	COA1	biomart
NM_001350929	ENST00000333244	AHNAK2	biomart
NM_001350930	ENST00000709150	SPMIP5	biomart
NM_001350931	ENST00000588184	SPMIP5	MANE
NM_001350932	ENST00000311755	HIGD2B	MANE
NM_001350933	ENST00000310715	CFAP70	biomart
NM_001350934	ENST00000686590	CFAP70	biomart
NM_001350935	ENST00000851764	ZCCHC8	biomart
NM_001350936	ENST00000633063	ZCCHC8	biomart
NM_001350937	ENST00000543897	ZCCHC8	biomart
NM_001350938	ENST00000543897	ZCCHC8	biomart
NM_001350939	ENST00000368693	FANK1	biomart
NM_001350947	ENST00000878614	WDR25	biomart
NM_001350948	ENST00000402312	WDR25	biomart
NM_001350949	ENST00000402312	WDR25	biomart
NM_001350950			unmapped
NM_001350965	ENST00000697047	DCLRE1C	biomart
NM_001350966	ENST00000697047	DCLRE1C	biomart
NM_001350967	ENST00000697047	DCLRE1C	biomart
NM_001350968	ENST00000491163	CHLSN	biomart
NM_001350969	ENST00000412051	CHLSN	biomart
NM_001350970			unmapped
NM_001350973	ENST00000396257	PLEKHA8	biomart
NM_001350974	ENST00000396259	PLEKHA8	biomart
NM_001350975	ENST00000622102	PLEKHA8	biomart
NM_001350977	ENST00000382828	KRTAP20-4	MANE
NM_001350979	ENST00000873819	ZSCAN25	biomart
NM_001350980	ENST00000964553	ZSCAN25	biomart
NM_001350981	ENST00000394152	ZSCAN25	biomart
NM_001350982	ENST00000873824	ZSCAN25	biomart
NM_001350983	ENST00000394152	ZSCAN25	biomart
NM_001350984	ENST00000394152	ZSCAN25	biomart
NM_001350985	ENST00000873819	ZSCAN25	biomart
NM_001350986	ENST00000394152	ZSCAN25	biomart
NM_001350987	ENST00000413034	FAM185A	biomart
NM_001350989	ENST00000369893	SFXN2	biomart
NM_001350991			unmapped
NM_001350992			unmapped
NM_001350993	ENST00000632575	SLC25A26	biomart
NM_001350995	ENST00000946545	USP54	biomart
NM_001350999	ENST00000331410	ZNF789	biomart
NM_001351000	ENST00000877987	ZNF789	biomart
NM_001351001	ENST00000379724	ZNF789	biomart
NM_001351002	ENST00000877987	ZNF789	biomart
NM_001351003	ENST00000629372	TMEM272	MANE
NM_001351004	ENST00000331410	ZNF789	biomart
NM_001351005	ENST00000629372	TMEM272	biomart
NM_001351006	ENST00000627246	TMEM272	biomart
NM_001351010	ENST00000298999	R3HCC1L	biomart
NM_001351011	ENST00000298999	R3HCC1L	biomart
NM_001351012	ENST00000903220	R3HCC1L	biomart
NM_001351013	ENST00000903209	R3HCC1L	biomart
NM_001351014	ENST00000903213	R3HCC1L	biomart
NM_001351015	ENST00000298999	R3HCC1L	MANE
NM_001351016	ENST00000903212	R3HCC1L	biomart
NM_001351017	ENST00000903216	R3HCC1L	biomart
NM_001351022	ENST00000644066	GMPR2	biomart
NM_001351023	ENST00000642276	GMPR2	biomart
NM_001351024	ENST00000646846	GMPR2	biomart
NM_001351025	ENST00000646846	GMPR2	biomart
NM_001351026	ENST00000646846	GMPR2	biomart
NM_001351032	ENST00000378845	CAMK1D	biomart
NM_001351033	ENST00000551156	DGKA	biomart
NM_001351034	ENST00000394147	DGKA	biomart
NM_001351035	ENST00000331886	DGKA	biomart
NM_001351036	ENST00000879156	DGKA	biomart
NM_001351037	ENST00000879156	DGKA	biomart
NM_001351038	ENST00000551156	DGKA	biomart
NM_001351039	ENST00000551156	DGKA	biomart
NM_001351040	ENST00000394147	DGKA	biomart
NM_001351044	ENST00000370215	PDZD7	biomart
NM_001351049	ENST00000706282	STX2	biomart
NM_001351050	ENST00000261653	STX2	biomart
NM_001351051	ENST00000261653	STX2	biomart
NM_001351052	ENST00000261653	STX2	biomart
NM_001351060	ENST00000336164	KLRD1	biomart
NM_001351062	ENST00000862987	KLRD1	biomart
NM_001351063	ENST00000543777	KLRD1	biomart
NM_001351064	ENST00000853961	AFAP1L2	biomart
NM_001351065	ENST00000941480	AFAP1L2	biomart
NM_001351066	ENST00000696688	AFAP1L2	biomart
NM_001351067	ENST00000853965	AFAP1L2	biomart
NM_001351068	ENST00000369271	AFAP1L2	biomart
NM_001351069	ENST00000853960	AFAP1L2	biomart
NM_001351070	ENST00000369271	AFAP1L2	biomart
NM_001351071	ENST00000696688	AFAP1L2	biomart
NM_001351072	ENST00000696688	AFAP1L2	biomart
NM_001351073	ENST00000853961	AFAP1L2	biomart
NM_001351074	ENST00000853961	AFAP1L2	biomart
NM_001351075	ENST00000853963	AFAP1L2	biomart
NM_001351076	ENST00000924811	AFAP1L2	biomart
NM_001351077	ENST00000853967	AFAP1L2	biomart
NM_001351078	ENST00000696688	AFAP1L2	biomart
NM_001351079	ENST00000696688	AFAP1L2	biomart
NM_001351080	ENST00000853967	AFAP1L2	biomart
NM_001351087	ENST00000939748	EHBP1L1	biomart
NM_001351088			unmapped
NM_001351089	ENST00000262032	IKZF4	biomart
NM_001351090	ENST00000547791	IKZF4	biomart
NM_001351091	ENST00000547791	IKZF4	biomart
NM_001351092	ENST00000547791	IKZF4	biomart
NM_001351095	ENST00000530685	IL15RA	biomart
NM_001351096	ENST00000397255	IL15RA	biomart
NM_001351097	ENST00000397246	IL15RA	biomart
NM_001351098	ENST00000417901	USP19	biomart
NM_001351099	ENST00000417901	USP19	biomart
NM_001351100	ENST00000692912	USP19	biomart
NM_001351101	ENST00000417901	USP19	biomart
NM_001351102	ENST00000398896	USP19	biomart
NM_001351103	ENST00000691288	USP19	biomart
NM_001351104	ENST00000691288	USP19	biomart
NM_001351105	ENST00000689715	USP19	biomart
NM_001351106	ENST00000398896	USP19	biomart
NM_001351107	ENST00000417901	USP19	biomart
NM_001351108	ENST00000691288	USP19	biomart
NM_001351110	ENST00000874862	C11orf65	biomart
NM_001351124	ENST00000672242	PEX5	biomart
NM_001351126	ENST00000672242	PEX5	biomart
NM_001351127	ENST00000672242	PEX5	biomart
NM_001351128	ENST00000672242	PEX5	biomart
NM_001351130	ENST00000672242	PEX5	biomart
NM_001351131	ENST00000672694	PEX5	biomart
NM_001351132	ENST00000675855	PEX5	MANE
NM_001351133	ENST00000671993	PEX5	biomart
NM_001351134	ENST00000671993	PEX5	biomart
NM_001351135	ENST00000672242	PEX5	biomart
NM_001351136	ENST00000671993	PEX5	biomart
NM_001351137	ENST00000672242	PEX5	biomart
NM_001351138	ENST00000672242	PEX5	biomart
NM_001351139	ENST00000672242	PEX5	biomart
NM_001351140	ENST00000672242	PEX5	biomart
NM_001351145			unmapped
NM_001351156	ENST00000898923	BAZ2A	biomart
NM_001351157	ENST00000261776	VAC14	biomart
NM_001351158	ENST00000885113	TSNAXIP1	biomart
NM_001351159	ENST00000280377	USP15	biomart
NM_001351160	ENST00000957649	USP15	biomart
NM_001351161	ENST00000551206	USP15	biomart
NM_001351162	ENST00000546718	USP15	biomart
NM_001351163	ENST00000957646	USP15	biomart
NM_001351164	ENST00000957646	USP15	biomart
NM_001351165	ENST00000957646	USP15	biomart
NM_001351166	ENST00000957646	USP15	biomart
NM_001351167	ENST00000526177	GDPD5	biomart
NM_001351168	ENST00000533805	GDPD5	biomart
NM_001351169	ENST00000404739	NT5C2	MANE
NM_001351170	ENST00000874306	NT5C2	biomart
NM_001351171	ENST00000874298	NT5C2	biomart
NM_001351172	ENST00000874299	NT5C2	biomart
NM_001351173	ENST00000874315	NT5C2	biomart
NM_001351174	ENST00000675985	NT5C2	biomart
NM_001351175	ENST00000404739	NT5C2	biomart
NM_001351176	ENST00000874302	NT5C2	biomart
NM_001351177	ENST00000874302	NT5C2	biomart
NM_001351178	ENST00000920538	NT5C2	biomart
NM_001351179	ENST00000874302	NT5C2	biomart
NM_001351180	ENST00000874302	NT5C2	biomart
NM_001351181	ENST00000874302	NT5C2	biomart
NM_001351182	ENST00000874302	NT5C2	biomart
NM_001351183	ENST00000874302	NT5C2	biomart
NM_001351184	ENST00000874302	NT5C2	biomart
NM_001351185	ENST00000874302	NT5C2	biomart
NM_001351186	ENST00000874302	NT5C2	biomart
NM_001351187	ENST00000920538	NT5C2	biomart
NM_001351188	ENST00000874302	NT5C2	biomart
NM_001351189	ENST00000874302	NT5C2	biomart
NM_001351190	ENST00000874302	NT5C2	biomart
NM_001351191	ENST00000874302	NT5C2	biomart
NM_001351192	ENST00000874302	NT5C2	biomart
NM_001351193	ENST00000874302	NT5C2	biomart
NM_001351194	ENST00000874302	NT5C2	biomart
NM_001351195	ENST00000874302	NT5C2	biomart
NM_001351196	ENST00000874302	NT5C2	biomart
NM_001351197	ENST00000920538	NT5C2	biomart
NM_001351200	ENST00000633044	NPIPA5	biomart
NM_001351202	ENST00000578853	TMEM94	biomart
NM_001351203	ENST00000375248	TMEM94	biomart
NM_001351219	ENST00000852532	TRDMT1	biomart
NM_001351220	ENST00000377799	TRDMT1	biomart
NM_001351221	ENST00000929575	TRDMT1	biomart
NM_001351222	ENST00000852532	TRDMT1	biomart
NM_001351223	ENST00000852532	TRDMT1	biomart
NM_001351224	ENST00000454584	GAS2	biomart
NM_001351225	ENST00000572370	KIAA0753	biomart
NM_001351226	ENST00000690669	RIMBP2	biomart
NM_001351227	ENST00000964722	RIMBP2	biomart
NM_001351228	ENST00000908656	RIMBP2	biomart
NM_001351229	ENST00000690669	RIMBP2	biomart
NM_001351230	ENST00000707118	RIMBP2	biomart
NM_001351231	ENST00000707118	RIMBP2	biomart
NM_001351232	ENST00000688340	RIMBP2	biomart
NM_001351233	ENST00000688340	RIMBP2	biomart
NM_001351235	ENST00000532442	MS4A4E	biomart
NM_001351237	ENST00000506595	SMUG1	biomart
NM_001351238	ENST00000243112	SMUG1	biomart
NM_001351239	ENST00000243112	SMUG1	biomart
NM_001351240	ENST00000243112	SMUG1	biomart
NM_001351241	ENST00000513838	SMUG1	biomart
NM_001351242	ENST00000879419	SMUG1	biomart
NM_001351243	ENST00000879411	SMUG1	biomart
NM_001351244	ENST00000879426	SMUG1	biomart
NM_001351245	ENST00000879415	SMUG1	biomart
NM_001351246	ENST00000938165	SMUG1	biomart
NM_001351247	ENST00000879414	SMUG1	biomart
NM_001351248	ENST00000879417	SMUG1	biomart
NM_001351249	ENST00000938158	SMUG1	biomart
NM_001351250	ENST00000938160	SMUG1	biomart
NM_001351251	ENST00000938160	SMUG1	biomart
NM_001351252	ENST00000879417	SMUG1	biomart
NM_001351253	ENST00000879414	SMUG1	biomart
NM_001351254	ENST00000879414	SMUG1	biomart
NM_001351255	ENST00000879417	SMUG1	biomart
NM_001351256	ENST00000879414	SMUG1	biomart
NM_001351257	ENST00000879414	SMUG1	biomart
NM_001351258	ENST00000243112	SMUG1	biomart
NM_001351259			unmapped
NM_001351260	ENST00000879411	SMUG1	biomart
NM_001351261	ENST00000514196	SMUG1	biomart
NM_001351262	ENST00000879411	SMUG1	biomart
NM_001351263	ENST00000858299	TSPAN15	biomart
NM_001351264	ENST00000535032	MTNAP1	MANE
NM_001351265	ENST00000934367	MTNAP1	biomart
NM_001351266	ENST00000910475	TSPAN14	biomart
NM_001351267	ENST00000372158	TSPAN14	biomart
NM_001351268	ENST00000910476	TSPAN14	biomart
NM_001351269	ENST00000910496	TSPAN14	biomart
NM_001351270	ENST00000910497	TSPAN14	biomart
NM_001351271	ENST00000714444	TSPAN14	biomart
NM_001351272	ENST00000714445	TSPAN14	biomart
NM_001351273	ENST00000535453	APC2	biomart
NM_001351274	ENST00000706226	DLG2	biomart
NM_001351275	ENST00000706233	DLG2	biomart
NM_001351276	ENST00000706267	DLG2	biomart
NM_001351282	ENST00000611864	MGAT4C	biomart
NM_001351283	ENST00000611864	MGAT4C	biomart
NM_001351284	ENST00000611864	MGAT4C	biomart
NM_001351285	ENST00000548651	MGAT4C	biomart
NM_001351286	ENST00000548651	MGAT4C	biomart
NM_001351287	ENST00000611864	MGAT4C	biomart
NM_001351288	ENST00000611864	MGAT4C	MANE
NM_001351289	ENST00000611864	MGAT4C	biomart
NM_001351290	ENST00000224756	CCSER2	biomart
NM_001351291	ENST00000620241	MGAT4C	biomart
NM_001351292	ENST00000224756	CCSER2	biomart
NM_001351293	ENST00000633844	PNMA6E	biomart
NM_001351294	ENST00000633844	PNMA6E	biomart
NM_001351295	ENST00000644772	ABCC8	biomart
NM_001351296	ENST00000643260	ABCC8	biomart
NM_001351297	ENST00000642271	ABCC8	biomart
NM_001351298	ENST00000292808	ABCF3	biomart
NM_001351299	ENST00000971453	ABCF3	biomart
NM_001351300	ENST00000971453	ABCF3	biomart
NM_001351301	ENST00000480954	CORO6	biomart
NM_001351302	ENST00000469090	CORO6	biomart
NM_001351303	ENST00000508859	ZDHHC11B	MANE
NM_001351304			unmapped
NM_001351305	ENST00000690015	CROCC2	MANE
NM_001351306	ENST00000649478	C10orf67	biomart
NM_001351307	ENST00000633875	DUXB	MANE
NM_001351308			unmapped
NM_001351309	ENST00000633875	DUXB	biomart
NM_001351310	ENST00000887811	MTHFD2L	biomart
NM_001351311	ENST00000887811	MTHFD2L	biomart
NM_001351312	ENST00000550929	LETMD1	biomart
NM_001351313	ENST00000552739	LETMD1	biomart
NM_001351314	ENST00000325278	MTHFD2L	biomart
NM_001351315	ENST00000262055	LETMD1	biomart
NM_001351316	ENST00000262055	LETMD1	biomart
NM_001351317	ENST00000262055	LETMD1	biomart
NM_001351319	ENST00000550929	LETMD1	biomart
NM_001351320	ENST00000550929	LETMD1	biomart
NM_001351321	ENST00000882987	LETMD1	biomart
NM_001351322	ENST00000550929	LETMD1	biomart
NM_001351323	ENST00000550929	LETMD1	biomart
NM_001351324	ENST00000550929	LETMD1	biomart
NM_001351325	ENST00000949998	LETMD1	biomart
NM_001351326	ENST00000882985	LETMD1	biomart
NM_001351327	ENST00000882985	LETMD1	biomart
NM_001351328	ENST00000547008	LETMD1	biomart
NM_001351329	ENST00000461101	MTHFD2L	biomart
NM_001351330	ENST00000552739	LETMD1	biomart
NM_001351331	ENST00000484725	MTHFD2L	biomart
NM_001351332	ENST00000926726	LETMD1	biomart
NM_001351333	ENST00000547008	LETMD1	biomart
NM_001351334	ENST00000552739	LETMD1	biomart
NM_001351335	ENST00000552739	LETMD1	biomart
NM_001351336	ENST00000552739	LETMD1	biomart
NM_001351337	ENST00000550442	LETMD1	biomart
NM_001351338	ENST00000440781	IRAK4	biomart
NM_001351339	ENST00000440781	IRAK4	biomart
NM_001351340	ENST00000440781	IRAK4	biomart
NM_001351341	ENST00000440781	IRAK4	biomart
NM_001351342	ENST00000440781	IRAK4	biomart
NM_001351343	ENST00000440781	IRAK4	biomart
NM_001351344	ENST00000440781	IRAK4	biomart
NM_001351345	ENST00000851161	IRAK4	biomart
NM_001351346	ENST00000392569	TPCN1	biomart
NM_001351347	ENST00000392569	TPCN1	biomart
NM_001351348	ENST00000510091	SPDYE18	biomart
NM_001351349	ENST00000340073	SPDYE11	MANE
NM_001351351	ENST00000671986	SPDYE17	MANE
NM_001351355	ENST00000853208	TAPBPL	biomart
NM_001351356	ENST00000933291	MMS19	biomart
NM_001351357	ENST00000971313	MMS19	biomart
NM_001351358	ENST00000434538	MMS19	biomart
NM_001351359	ENST00000434538	MMS19	biomart
NM_001351360	ENST00000333461	STAC2	biomart
NM_001351361	ENST00000392837	RIC8B	biomart
NM_001351362	ENST00000392839	RIC8B	biomart
NM_001351363	ENST00000392839	RIC8B	biomart
NM_001351364	ENST00000355478	RIC8B	biomart
NM_001351365	ENST00000651566	NBPF19	MANE
NM_001351366	ENST00000392837	RIC8B	biomart
NM_001351367	ENST00000392839	RIC8B	biomart
NM_001351368	ENST00000627399	C2orf92	MANE
NM_001351369	ENST00000884734	YEATS2	biomart
NM_001351370	ENST00000884732	YEATS2	biomart
NM_001351371	ENST00000305135	YEATS2	biomart
NM_001351372	ENST00000709418	NBPF26	biomart
NM_001351373	ENST00000267750	EMC4	biomart
NM_001351375	ENST00000557111	RPS29	biomart
NM_001351377	ENST00000421646	XIRP1	biomart
NM_001351381	ENST00000953654	DTNB	biomart
NM_001351382	ENST00000953652	DTNB	biomart
NM_001351383	ENST00000953653	DTNB	biomart
NM_001351384	ENST00000885591	DTNB	biomart
NM_001351385	ENST00000885593	DTNB	biomart
NM_001351386	ENST00000885585	DTNB	biomart
NM_001351387	ENST00000953656	DTNB	biomart
NM_001351388	ENST00000953660	DTNB	biomart
NM_001351389	ENST00000953655	DTNB	biomart
NM_001351390	ENST00000953655	DTNB	biomart
NM_001351391	ENST00000885585	DTNB	biomart
NM_001351392	ENST00000953652	DTNB	biomart
NM_001351393	ENST00000407038	DTNB	biomart
NM_001351394	ENST00000953660	DTNB	biomart
NM_001351395	ENST00000885594	DTNB	biomart
NM_001351397	ENST00000965570	LPAR1	biomart
NM_001351398	ENST00000853442	LPAR1	biomart
NM_001351399	ENST00000965570	LPAR1	biomart
NM_001351400	ENST00000965571	LPAR1	biomart
NM_001351401	ENST00000853438	LPAR1	biomart
NM_001351402	ENST00000853436	LPAR1	biomart
NM_001351403	ENST00000853436	LPAR1	biomart
NM_001351404	ENST00000853438	LPAR1	biomart
NM_001351405	ENST00000853438	LPAR1	biomart
NM_001351406	ENST00000683809	LPAR1	biomart
NM_001351407	ENST00000853442	LPAR1	biomart
NM_001351408	ENST00000683809	LPAR1	biomart
NM_001351409	ENST00000683809	LPAR1	biomart
NM_001351410	ENST00000683809	LPAR1	biomart
NM_001351411	ENST00000683809	LPAR1	MANE
NM_001351412	ENST00000853441	LPAR1	biomart
NM_001351413	ENST00000853441	LPAR1	biomart
NM_001351414	ENST00000683809	LPAR1	biomart
NM_001351415	ENST00000853456	LPAR1	biomart
NM_001351416	ENST00000853444	LPAR1	biomart
NM_001351417	ENST00000853445	LPAR1	biomart
NM_001351418	ENST00000965567	LPAR1	biomart
NM_001351419	ENST00000853449	LPAR1	biomart
NM_001351420	ENST00000853450	LPAR1	biomart
NM_001351443	ENST00000408011	KCTD1	biomart
NM_001351444	ENST00000369577	ZNF292	biomart
NM_001351446	ENST00000908900	IL1RL2	biomart
NM_001351447	ENST00000441515	IL1RL2	biomart
NM_001351448	ENST00000441515	IL1RL2	biomart
NM_001351449	ENST00000908896	IL1RL2	biomart
NM_001351450	ENST00000264257	IL1RL2	biomart
NM_001351483	ENST00000417271	SLC8A1	biomart
NM_001351484	ENST00000417271	SLC8A1	biomart
NM_001351485	ENST00000417271	SLC8A1	biomart
NM_001351486	ENST00000705282	SLC8A1	biomart
NM_001351487	ENST00000705603	SLC8A1	biomart
NM_001351488	ENST00000705281	SLC8A1	biomart
NM_001351489	ENST00000705281	SLC8A1	biomart
NM_001351490	ENST00000705605	SLC8A1	biomart
NM_001351491	ENST00000705605	SLC8A1	biomart
NM_001351492	ENST00000705605	SLC8A1	biomart
NM_001351493	ENST00000408028	SLC8A1	biomart
NM_001351494	ENST00000406785	SLC8A1	biomart
NM_001351496	ENST00000922139	FKTN	biomart
NM_001351497	ENST00000922139	FKTN	biomart
NM_001351498	ENST00000223528	FKTN	biomart
NM_001351499	ENST00000922139	FKTN	biomart
NM_001351500	ENST00000357998	FKTN	biomart
NM_001351501	ENST00000223528	FKTN	biomart
NM_001351502	ENST00000922142	FKTN	biomart
NM_001351503			unmapped
NM_001351526	ENST00000374134	RGS3	biomart
NM_001351527	ENST00000923215	SETX	biomart
NM_001351528	ENST00000923216	SETX	biomart
NM_001351530	ENST00000482387	CFAP20DC	biomart
NM_001351531	ENST00000295966	CFAP20DC	biomart
NM_001351532	ENST00000295966	CFAP20DC	biomart
NM_001351533	ENST00000468415	CFAP20DC	biomart
NM_001351534	ENST00000468415	CFAP20DC	biomart
NM_001351535	ENST00000454393	IDNK	biomart
NM_001351541	ENST00000965889	TLE4	biomart
NM_001351542	ENST00000376552	TLE4	biomart
NM_001351543	ENST00000706431	TLE4	biomart
