cls	gene	long_idx	short_idx	canonical_idx	other_idx	size	len_long	n_intervals
domain	ENSG00000072110.17	1794	27894	1794	27894	945	892	14
domain	ENSG00000109670.17	30077	30074	30077	30074	790	732	13
domain	ENSG00000134352.21	16624	35641	16624	35641	301	918	1
domain	ENSG00000148498.17	15342	35495	15342	35495	91	1022	13
domain	ENSG00000078814.19	4211	23374	4211	23374	1779	1022	2
domain	ENSG00000198039.12	23650	1459	23650	1459	464	584	6
domain	ENSG00000163539.19	34330	23051	34330	23051	1560	1022	22
domain	ENSG00000153187.21	31716	13093	31716	13093	847	825	24
domain	ENSG00000198919.13	12950	24595	12950	24595	905	1022	3
domain	ENSG00000131196.18	20666	29624	20666	29624	241	943	7
domain	ENSG00000197912.16	32045	10576	32045	10576	354	752	14
domain	ENSG00000122550.18	10324	8816	10324	8816	422	586	10
domain	ENSG00000099968.18	8385	20047	8385	20047	162	485	1
domain	ENSG00000140795.13	17777	484	17777	484	341	819	1
domain	ENSG00000099622.14	29385	29254	29385	29254	125	297	1
domain	ENSG00000138600.11	3989	28209	3989	28209	201	520	2
domain	ENSG00000267858.9	36632	32576	36632	32576	239	145	9
domain	ENSG00000131018.25	13302	13304	13302	13304	5476	1022	74
domain	ENSG00000197302.11	26363	8285	8285	26363	416	541	4
domain	ENSG00000146247.15	5367	35758	5367	35758	1466	1022	14
domain	ENSG00000140474.14	21545	32190	21545	32190	90	472	1
domain	ENSG00000166348.20	34970	23112	34970	23112	912	1022	2
domain	ENSG00000113649.14	33907	25060	33907	25060	706	1022	2
domain	ENSG00000198363.18	16253	16978	16253	16978	685	758	41
domain	ENSG00000154305.18	10992	10482	10992	10482	1151	1022	71
domain	ENSG00000009307.17	12333	35310	12333	35310	197	798	8
domain	ENSG00000171612.7	7054	162	7054	162	220	396	1
domain	ENSG00000154930.15	8903	24064	8903	24064	581	689	18
domain	ENSG00000099622.14	29385	29540	29385	29540	348	297	22
domain	ENSG00000003756.17	11164	22996	11164	22996	543	815	1
domain	ENSG00000116062.19	2606	35746	2606	35746	1266	1022	20
domain	ENSG00000104731.14	5123	21902	5123	21902	689	520	28
domain	ENSG00000144711.17	30499	30861	30499	30861	1136	1022	23
domain	ENSG00000130749.10	3257	29989	3257	29989	435	1022	3
domain	ENSG00000206560.12	34495	19678	34495	19678	1127	1022	25
domain	ENSG00000179262.10	29306	29606	29306	29606	165	363	1
domain	ENSG00000145362.21	25050	34319	25050	34319	3965	1022	15
domain	ENSG00000153944.12	5724	29131	5724	29131	222	328	3
domain	ENSG00000240303.8	4650	24672	4650	24672	587	799	1
domain	ENSG00000149091.15	22481	22590	22590	22481	223	1022	19
domain	ENSG00000129292.21	17918	17915	17918	17915	474	1017	3
domain	ENSG00000132740.10	3393	33455	3393	33455	413	993	9
domain	ENSG00000183765.24	19030	23029	19030	23029	228	543	4
domain	ENSG00000110497.15	34558	8146	34558	8146	90	1022	2
domain	ENSG00000198561.16	12361	34592	12361	34592	323	933	1
domain	ENSG00000154553.17	5762	5764	5762	5764	167	364	2
domain	ENSG00000178467.18	16903	23444	16903	23444	187	507	10
domain	ENSG00000047056.18	4275	35991	4275	35991	539	494	24
domain	ENSG00000113448.21	10497	19145	10497	19145	168	809	1
domain	ENSG00000092978.11	13209	13208	13209	13208	164	528	3
domain	ENSG00000181666.19	17157	673	17157	673	624	640	4
domain	ENSG00000197037.11	17616	1478	17616	1478	264	544	9
domain	ENSG00000107821.15	14071	23750	14071	23750	168	304	3
domain	ENSG00000173821.20	29160	20635	29160	20635	4650	1022	49
domain	ENSG00000135316.20	13895	33654	13895	33654	189	657	5
domain	ENSG00000127452.9	3011	29637	3011	29637	379	326	10
domain	ENSG00000168066.22	15838	24175	15838	24175	266	639	20
domain	ENSG00000154734.16	5773	23030	5773	23030	650	967	16
domain	ENSG00000113441.16	2511	18000	2511	18000	1192	1022	32
domain	ENSG00000156983.17	16922	24737	16922	24737	679	1022	3
domain	ENSG00000133454.16	9895	27335	9895	27335	2051	1022	21
domain	ENSG00000116754.14	14268	35131	14268	35131	139	484	7
domain	ENSG00000188321.14	17541	8352	17541	8352	231	538	1
domain	ENSG00000162086.16	33014	28885	33014	28885	142	537	15
domain	ENSG00000114423.23	17576	32042	17576	32042	440	982	4
domain	ENSG00000145191.15	32308	23236	32308	23236	427	721	2
domain	ENSG00000116260.17	13401	13400	13401	13400	146	747	4
domain	ENSG00000145390.12	35223	5301	35223	5301	349	1022	7
domain	ENSG00000151914.22	34034	32691	34034	32691	5837	1022	28
domain	ENSG00000104866.11	2179	27072	2179	27072	473	691	1
domain	ENSG00000167549.19	16936	34312	16936	34312	268	472	12
domain	ENSG00000185630.20	20140	35740	20140	35740	105	430	1
domain	ENSG00000135424.19	3572	27926	3572	27926	753	1022	2
domain	ENSG00000141258.13	5022	28851	5022	28851	883	1022	2
domain	ENSG00000164039.15	6456	24463	6456	24463	121	245	6
domain	ENSG00000108654.16	2344	29052	2344	29052	556	670	3
domain	ENSG00000013441.17	8719	21011	8719	21011	257	515	1
domain	ENSG00000009950.16	8021	11017	8021	11017	281	852	9
domain	ENSG00000100532.13	1987	33893	1987	33893	210	350	1
domain	ENSG00000183963.19	9684	24518	9684	24518	856	915	29
domain	ENSG00000168385.18	30751	17116	17116	30751	398	396	26
domain	ENSG00000147570.10	1530	1531	1530	1531	287	199	11
domain	ENSG00000113648.17	25349	22322	25349	22322	414	372	30
domain	ENSG00000132773.12	14569	1329	14569	1329	258	510	4
domain	ENSG00000104320.15	4735	25991	4735	25991	82	754	1
domain	ENSG00000185189.18	21659	26383	21659	26383	278	501	8
domain	ENSG00000185420.19	13089	18995	13089	18995	334	239	24
domain	ENSG00000163395.17	9868	23501	9868	23501	3367	1022	65
domain	ENSG00000221968.9	5489	26632	5489	26632	329	445	22
domain	ENSG00000153827.15	33428	35979	33428	35979	720	1022	3
domain	ENSG00000085224.23	14974	31226	14974	31226	1538	1022	2
domain	ENSG00000120697.10	2736	34232	2736	34232	122	324	7
domain	ENSG00000116580.20	13573	31142	13573	31142	740	1022	2
domain	ENSG00000116679.17	13365	22808	13365	22808	218	642	1
domain	ENSG00000119139.21	15818	11187	15818	11187	147	1022	13
domain	ENSG00000290860.2	20616	36520	20616	36520	229	221	21
domain	ENSG00000143507.18	13191	23212	13191	23212	261	482	7
domain	ENSG00000092148.14	18661	35224	18661	35224	1874	1022	72
domain	ENSG00000119707.14	4019	26559	4019	26559	658	843	11
domain	ENSG00000235109.8	10914	30366	10914	30366	159	406	1
domain	ENSG00000182979.18	9540	21414	9540	21414	320	715	12
domain	ENSG00000134744.14	3516	26319	3516	26319	442	1022	2
domain	ENSG00000164828.18	18837	22695	18837	22695	875	801	55
domain	ENSG00000161664.7	6202	29487	6202	29487	185	453	7
domain	ENSG00000163492.16	21734	10874	21734	10874	640	1022	2
domain	ENSG00000163681.17	33044	36026	33044	36026	98	842	4
domain	ENSG00000154330.13	18139	24700	18139	24700	626	567	25
domain	ENSG00000186017.16	24522	22399	22399	24522	377	314	28
domain	ENSG00000177697.19	18373	32052	18373	32052	129	253	1
domain	ENSG00000135631.17	24171	24535	24171	24535	838	1022	26
domain	ENSG00000110931.19	312	19022	19022	312	380	337	20
domain	ENSG00000112561.19	14859	20417	14859	20417	93	569	1
domain	ENSG00000122566.23	30838	33554	30838	33554	203	341	6
domain	ENSG00000164828.18	18837	22658	18837	22658	577	801	14
domain	ENSG00000070159.14	21906	15283	15283	21906	724	737	33
domain	ENSG00000140598.16	4975	35461	4975	35461	119	1022	6
domain	ENSG00000086200.17	9066	19753	9066	19753	1060	975	39
domain	ENSG00000198677.13	12371	25028	12371	25028	748	1022	2
domain	ENSG00000075711.21	11104	17210	11104	17210	281	926	5
domain	ENSG00000167549.19	16936	23251	16936	23251	242	472	9
domain	ENSG00000100372.15	21207	24417	21207	24417	401	307	8
domain	ENSG00000167522.18	6896	28635	6896	28635	2837	1022	28
domain	ENSG00000107758.16	12702	20899	12702	20899	357	524	2
domain	ENSG00000153201.17	5693	35560	5693	35560	1749	1022	18
domain	ENSG00000153029.16	13391	5684	13391	5684	99	349	2
domain	ENSG00000135953.11	3622	1053	3622	1053	503	474	28
domain	ENSG00000133612.20	18327	22964	18327	22964	331	911	2
domain	ENSG00000099204.23	17340	26602	26602	17340	803	718	12
domain	ENSG00000112394.18	13703	13700	13703	13700	314	515	1
domain	ENSG00000102225.17	5396	12065	12065	5396	712	570	11
domain	ENSG00000006194.11	2068	28879	2068	28879	559	683	29
domain	ENSG00000162599.18	18964	32887	18964	32887	274	509	2
domain	ENSG00000003402.21	7707	17881	7707	17881	321	480	17
domain	ENSG00000225830.16	11788	34004	11788	34004	1269	1022	6
domain	ENSG00000079432.9	34159	34649	34159	34649	1112	1022	137
domain	ENSG00000136261.16	3649	31381	3649	31381	232	457	1
domain	ENSG00000164309.15	21908	25063	21908	25063	4133	1022	30
domain	ENSG00000071655.18	21136	29635	21136	29635	109	291	14
domain	ENSG00000154734.16	5773	23032	5773	23032	650	967	16
domain	ENSG00000100372.15	21207	810	21207	810	401	307	8
domain	ENSG00000149600.12	5508	30286	5508	30286	257	200	11
domain	ENSG00000145191.15	32308	23237	32308	23237	427	721	2
domain	ENSG00000055609.21	4085	34543	4085	34543	4066	1022	3
domain	ENSG00000116731.23	7815	10794	7815	10794	240	1022	2
domain	ENSG00000170776.22	17709	17706	17709	17706	1380	1022	43
domain	ENSG00000145715.15	5326	25601	5326	25601	508	1022	3
domain	ENSG00000119402.18	34672	30229	30229	34672	372	325	19
domain	ENSG00000080503.25	11288	35958	11288	35958	131	1022	6
domain	ENSG00000167377.19	32202	28473	32202	28473	101	686	1
domain	ENSG00000254996.5	26532	23540	26532	23540	2073	1022	40
domain	ENSG00000169398.20	35498	26033	35498	26033	527	1022	11
domain	ENSG00000056097.16	4667	24998	4667	24998	722	1022	6
domain	ENSG00000103194.16	2103	28396	2103	28396	460	798	2
domain	ENSG00000080546.14	21307	11954	21307	11954	98	551	8
domain	ENSG00000132780.17	11308	23947	11308	23947	492	788	1
domain	ENSG00000160877.7	6149	35761	6149	35761	613	527	40
domain	ENSG00000183765.24	19030	32258	19030	32258	220	543	23
domain	ENSG00000161638.11	6200	27817	6200	27817	907	1022	11
domain	ENSG00000144596.13	1167	31038	31038	1167	485	428	18
domain	ENSG00000157510.14	6509	25461	6509	25461	385	768	1
domain	ENSG00000119397.19	15115	35248	15115	35248	1554	1022	2
domain	ENSG00000115361.8	2582	32694	2582	32694	141	430	1
domain	ENSG00000116198.14	16029	33347	16029	33347	254	925	4
domain	ENSG00000137710.17	32023	26546	32023	26546	355	583	6
domain	ENSG00000069869.17	25156	21214	21214	25156	562	1022	23
domain	ENSG00000196693.15	12487	105	12487	105	112	778	1
domain	ENSG00000154310.17	21305	23086	21305	23086	1354	1022	27
domain	ENSG00000055609.21	4085	34132	4085	34132	1810	1022	55
domain	ENSG00000167840.14	3094	532	3094	532	283	444	15
domain	ENSG00000148634.16	15066	24501	15066	24501	959	1022	17
domain	ENSG00000170653.19	20122	29600	20122	29600	387	483	10
domain	ENSG00000018625.15	12824	21987	12824	21987	282	902	2
domain	ENSG00000143776.20	13152	22116	13152	22116	895	1022	3
domain	ENSG00000196843.18	12127	23188	12127	23188	491	594	14
domain	ENSG00000250571.7	10420	25934	10420	25934	250	376	5
domain	ENSG00000184182.19	5242	22581	5242	22581	88	230	6
domain	ENSG00000124279.12	4575	5638	4575	5638	470	662	7
domain	ENSG00000162413.17	15884	15881	15881	15884	182	539	7
domain	ENSG00000141404.17	20290	30031	20290	30031	207	381	1
domain	ENSG00000253293.6	5714	25866	5714	25866	450	414	23
domain	ENSG00000085224.23	14974	31231	14974	31231	1141	1022	3
domain	ENSG00000074964.17	12829	24626	12829	24626	1064	1022	35
domain	ENSG00000131375.10	3300	1168	3300	1168	272	813	9
domain	ENSG00000075292.20	4538	19607	4538	19607	1298	1022	22
domain	ENSG00000166949.18	9223	26845	9223	26845	195	425	1
domain	ENSG00000196923.14	11794	1381	11794	1381	306	486	16
domain	ENSG00000077232.19	4459	33902	4459	33902	547	793	4
domain	ENSG00000164031.17	21663	23308	21663	23308	398	379	16
domain	ENSG00000003756.17	11164	22998	11164	22998	543	815	1
domain	ENSG00000088387.22	34289	31385	34289	31385	1398	1022	61
domain	ENSG00000145362.21	25050	24846	25050	24846	4171	1022	23
domain	ENSG00000001631.17	17704	23626	17704	23626	279	736	2
domain	ENSG00000132849.22	31780	14323	31780	14323	91	1022	0
domain	ENSG00000173275.13	10338	876	10338	876	120	518	1
domain	ENSG00000213949.10	5672	32473	5672	32473	275	1022	2
domain	ENSG00000138757.15	12539	33645	12539	33645	109	558	2
domain	ENSG00000119139.21	15818	11186	15818	11186	147	1022	13
domain	ENSG00000008441.19	29644	35298	29644	35298	210	502	3
domain	ENSG00000198363.18	16253	25633	16253	25633	491	758	5
domain	ENSG00000138592.14	7433	28246	7433	28246	638	1022	1
domain	ENSG00000137710.17	32023	27367	32023	27367	153	583	6
domain	ENSG00000110931.19	311	19022	19022	311	380	337	20
domain	ENSG00000125740.15	11477	29288	11477	29288	241	338	8
domain	ENSG00000055609.21	4085	33929	4085	33929	3909	1022	6
domain	ENSG00000138592.14	7433	20465	7433	20465	106	1022	3
domain	ENSG00000077782.23	22002	9138	22002	9138	91	822	2
domain	ENSG00000125826.22	11880	23608	11880	23608	427	510	22
domain	ENSG00000171316.14	20359	35426	20359	35426	2164	1022	2
domain	ENSG00000124299.16	2881	35615	2881	35615	107	493	1
domain	ENSG00000163820.16	6417	21109	6417	21109	1478	1022	27
domain	ENSG00000127603.32	28463	26419	28463	26419	8061	1022	73
domain	ENSG00000187609.16	10531	23069	10531	23069	1024	876	27
domain	ENSG00000293268.2	36325	1210	36325	1210	750	738	25
domain	ENSG00000221978.13	18799	20034	18799	20034	222	520	1
domain	ENSG00000203666.13	890	13092	13092	890	289	188	14
domain	ENSG00000003402.21	7707	10565	7707	10565	276	480	6
domain	ENSG00000120616.16	8586	24632	8586	24632	585	813	2
domain	ENSG00000131196.18	20666	29626	20666	29626	241	943	7
domain	ENSG00000088367.23	10201	31339	10201	31339	211	881	3
domain	ENSG00000153037.15	17060	25002	25002	17060	496	489	24
domain	ENSG00000162086.16	33014	28949	33014	28949	449	537	15
domain	ENSG00000146247.15	5367	35757	5367	35757	1466	1022	14
domain	ENSG00000189195.15	31547	33256	31547	33256	729	1022	2
domain	ENSG00000196569.14	20232	35059	20232	35059	2885	1022	3
domain	ENSG00000049759.20	623	33332	623	33332	662	1022	4
domain	ENSG00000108509.21	11179	28916	11179	28916	194	1022	2
domain	ENSG00000177463.16	20476	19717	20476	19717	530	717	2
domain	ENSG00000109046.15	4131	23197	4131	23197	177	421	5
domain	ENSG00000149091.15	22590	26090	22590	26090	221	928	1
domain	ENSG00000143387.14	33536	5166	5166	33536	355	329	24
domain	ENSG00000094631.22	9752	35576	9752	35576	152	1022	2
domain	ENSG00000136068.16	6393	34392	6393	34392	2097	1022	61
domain	ENSG00000018625.15	12824	21988	12824	21988	282	902	2
domain	ENSG00000168661.15	29963	29986	29963	29986	81	623	3
domain	ENSG00000185046.21	34526	27545	34526	27545	1123	1022	29
domain	ENSG00000127824.15	3030	21955	3030	21955	295	448	2
domain	ENSG00000110888.19	35380	27612	35380	27612	253	1022	3
domain	ENSG00000115380.20	11705	31486	11705	31486	178	533	2
domain	ENSG00000130529.16	3236	29762	3236	29762	610	1022	2
domain	ENSG00000167323.13	26166	26608	26166	26608	224	716	2
domain	ENSG00000196569.14	20232	24765	20232	24765	2631	1022	30
domain	ENSG00000079785.16	2556	33621	2556	33621	386	740	1
domain	ENSG00000140474.14	21545	28357	21545	28357	276	472	2
domain	ENSG00000167549.19	16936	23250	16936	23250	242	472	9
domain	ENSG00000115325.14	2580	10416	2580	10416	214	481	1
domain	ENSG00000133884.11	26305	3197	26305	3197	421	391	17
domain	ENSG00000160305.19	19948	23830	19948	23830	1466	1022	31
domain	ENSG00000124356.17	17586	34435	17586	34435	135	424	1
domain	ENSG00000086758.17	4209	20627	4209	20627	4392	1022	25
domain	ENSG00000136238.20	11856	11176	11176	11856	307	276	26
domain	ENSG00000001631.17	17704	23627	17704	23627	279	736	2
domain	ENSG00000168385.18	1151	17116	17116	1151	376	361	23
domain	ENSG00000116679.17	13365	22807	13365	22807	218	642	1
domain	ENSG00000070476.15	17018	25521	17018	25521	882	858	28
domain	ENSG00000147274.14	8655	28677	8655	28677	472	391	12
domain	ENSG00000174437.18	27014	8031	27014	8031	1067	1022	24
domain	ENSG00000132849.22	31780	14324	31780	14324	91	1022	0
domain	ENSG00000131018.25	13302	20299	13302	20299	109	1022	2
domain	ENSG00000165282.16	16097	12997	16097	12997	479	1022	3
domain	ENSG00000124942.14	15977	3523	15977	3523	5750	1022	11
domain	ENSG00000198542.15	15632	27420	15632	27420	141	494	1
domain	ENSG00000109320.14	2369	32690	2369	32690	367	969	1
domain	ENSG00000075391.18	13415	22944	13415	22944	155	1022	5
domain	ENSG00000275131.5	36365	267	36365	267	1563	1022	54
domain	ENSG00000113108.20	19708	25548	19708	25548	221	484	1
domain	ENSG00000162032.16	28570	28439	28570	28439	191	382	1
domain	ENSG00000168066.22	15838	24173	15838	24173	266	639	20
domain	ENSG00000160753.17	35483	24350	35483	24350	828	1022	2
domain	ENSG00000261408.7	28720	28621	28720	28621	119	333	8
domain	ENSG00000144061.14	21846	33451	21846	33451	422	677	21
domain	ENSG00000142002.19	4228	32114	4228	32114	111	863	11
domain	ENSG00000242265.6	30480	23965	30480	23965	382	707	6
domain	ENSG00000112183.15	16170	24921	16170	24921	355	309	18
domain	ENSG00000127527.15	22522	29993	22522	29993	465	910	4
domain	ENSG00000146247.15	5367	23807	5367	23807	1249	1022	62
domain	ENSG00000215114.10	18699	25988	18699	25988	196	331	1
domain	ENSG00000081692.13	21442	31005	31005	21442	460	447	23
domain	ENSG00000160271.16	14549	23311	14549	23311	971	914	15
domain	ENSG00000141867.19	33967	29751	33967	29751	790	1022	1
domain	ENSG00000005483.23	7823	24610	7823	24610	1871	1022	14
domain	ENSG00000197037.11	17616	9822	17616	9822	557	544	22
domain	ENSG00000154553.17	5762	24919	5762	24919	273	364	19
domain	ENSG00000170004.19	9464	16446	9464	16446	2029	1022	38
domain	ENSG00000198081.11	32612	29012	32612	29012	347	449	1
domain	ENSG00000140987.21	18232	30848	18232	30848	289	697	1
domain	ENSG00000112759.19	14454	14480	14480	14454	588	535	19
domain	ENSG00000152767.17	8575	29802	8575	29802	745	1022	44
domain	ENSG00000205726.15	16627	16620	16627	16620	846	1022	9
domain	ENSG00000103710.11	425	2126	2126	425	380	261	12
domain	ENSG00000140598.16	4975	35460	4975	35460	119	1022	6
domain	ENSG00000244754.9	4889	33254	4889	33254	163	583	1
domain	ENSG00000106034.18	7749	22246	7749	22246	253	1022	9
domain	ENSG00000124279.12	4575	25459	4575	25459	564	662	21
domain	ENSG00000138162.19	9786	13751	9786	13751	1935	1022	100
domain	ENSG00000183576.13	9583	9376	9583	9376	302	594	6
domain	ENSG00000286129.1	32637	969	32637	969	287	228	26
domain	ENSG00000196576.16	12467	23834	12467	23834	1015	1022	2
domain	ENSG00000206560.12	34495	31230	34495	31230	184	1022	2
domain	ENSG00000108469.15	8415	21689	8415	21689	406	991	3
domain	ENSG00000137965.11	14204	24606	14204	24606	272	444	10
domain	ENSG00000071242.13	4766	25254	4766	25254	774	733	36
domain	ENSG00000009830.13	3898	27954	3898	27954	302	750	1
domain	ENSG00000162755.14	13503	24370	13503	24370	238	349	1
domain	ENSG00000168374.11	7119	24160	7119	24160	201	180	20
domain	ENSG00000166233.15	16350	28414	16350	28414	627	557	21
domain	ENSG00000132436.13	17946	20149	17946	20149	780	674	7
domain	ENSG00000110497.15	34558	26639	34558	26639	119	1022	3
domain	ENSG00000154556.20	20196	35630	20196	35630	1418	1022	7
domain	ENSG00000115170.16	21166	34626	21166	34626	255	509	1
domain	ENSG00000164506.16	8744	36119	8744	36119	860	1022	2
domain	ENSG00000079616.14	1706	35084	1706	35084	504	652	15
domain	ENSG00000144824.21	20959	24602	20959	24602	534	1022	12
domain	ENSG00000129521.15	3110	27542	3110	27542	120	346	11
domain	ENSG00000160201.12	6101	24682	6101	24682	287	240	16
domain	ENSG00000169738.8	7406	29048	7406	29048	236	249	14
domain	ENSG00000101017.15	14625	23118	14625	23118	167	287	6
domain	ENSG00000033030.16	31408	317	31408	317	268	737	1
domain	ENSG00000146247.15	5367	35756	5367	35756	1466	1022	14
domain	ENSG00000099250.18	15371	15374	15371	15374	188	923	2
domain	ENSG00000070423.18	6145	30122	6145	30122	176	311	1
domain	ENSG00000145362.21	25050	34729	25050	34729	4061	1022	26
domain	ENSG00000129116.20	25012	1315	25012	1315	1177	1022	18
domain	ENSG00000143549.22	32587	13623	32587	13623	135	285	23
domain	ENSG00000163126.15	8458	23696	8458	23696	333	305	20
domain	ENSG00000100697.17	10828	35521	10828	35521	132	1022	0
domain	ENSG00000188906.17	6695	34020	6695	34020	2318	1022	2
domain	ENSG00000085832.18	14466	36060	14466	36060	215	896	2
domain	ENSG00000118689.15	19178	27127	19178	27127	220	673	1
domain	ENSG00000178878.13	26704	11942	11942	26704	610	455	26
domain	ENSG00000110888.19	35380	26871	35380	26871	658	1022	5
domain	ENSG00000157510.14	6509	25460	6509	25460	385	768	1
domain	ENSG00000145362.21	25050	34320	25050	34320	3965	1022	15
domain	ENSG00000154358.23	34126	32910	34126	32910	8838	1022	19
