cls	gene	long_idx	short_idx	canonical_idx	other_idx	size	len_long	len_short	edit_span_long	n_intervals	first_edit_start
domain	FADS3	20100	20102	20100	20102	265	445	261	230	9	0
domain	DNAJB12	14026	14028	14026	14028	246	409	172	244	3	0
domain	RIMS2	46794	46806	46794	46806	1352	1607	285	1342	14	1
domain	ANK3	2405	2412	2405	2412	3582	4377	1001	3479	8	2
domain	AHI1	1608	1576	1608	1576	138	1196	1064	137	4	1055
domain	STAT2	53702	53706	53702	53706	509	851	365	504	15	1
domain	PEAK1	40816	40818	40816	40818	1380	1746	368	1380	6	0
domain	ASPH	4009	4008	4009	4008	662	758	203	613	23	84
domain	CLASP2	9921	9927	9921	9927	1075	1506	454	1071	24	1
domain	DDX21	12938	12941	12938	12941	638	783	145	638	1	0
domain	APBA1	2974	2975	2974	2975	654	837	211	642	20	167
domain	DDX18	12917	12918	12917	12918	484	670	226	470	12	0
domain	RAPGEF2	45643	45639	45643	45639	1474	1660	186	1474	3	0
domain	WDR91	60879	60877	60879	60877	385	747	365	385	9	350
domain	PRDM11	43517	43518	43517	43518	533	516	477	292	23	185
domain	TRIM2	57885	57874	57885	57874	154	797	659	146	3	1
domain	AP1G1	2840	2838	2840	2838	575	822	247	575	1	0
domain	EP400	19169	19173	19169	19173	2210	3123	985	2174	5	445
domain	SPG7	52827	52853	52827	52853	583	795	212	583	1	0
domain	PDE8A	40607	40608	40607	40608	711	829	120	711	9	0
domain	MYH10	35642	35648	35642	35648	1911	2037	128	1911	6	0
domain	HLA-C	25476	25475	25476	25475	121	366	245	121	1	0
domain	DDX39A	12969	12970	12969	12970	278	427	161	274	7	145
domain	FASTKD1	20823	20826	20823	20826	188	847	659	188	3	648
domain	RGS3	46567	46568	46567	46568	557	1086	537	553	8	2
domain	RSPRY1	48028	48027	48028	48027	430	576	146	430	1	146
domain	TMEM25	56793	56795	56793	56795	263	366	104	263	3	1
domain	OCRL	38964	38963	38964	38963	343	901	567	343	8	0
domain	DNMT3A	14286	14282	14286	14282	691	912	222	691	4	0
domain	TSEN2	58345	58341	58345	58341	159	465	312	159	3	303
domain	ZCCHC8	61650	61651	61650	61651	389	707	318	389	1	0
domain	MARK1	32633	32645	32633	32645	498	795	297	498	1	0
domain	RAF1	45452	45472	45452	45472	308	648	346	306	9	330
domain	DDX27	12960	12962	12960	12962	363	765	471	332	7	0
domain	SETD2	49517	49527	49517	49527	2140	2564	424	2140	1	0
domain	HSP90B1	26114	26110	26114	26110	650	803	191	633	9	0
domain	PRKG2	43783	43779	43783	43779	284	762	482	284	5	470
domain	CELSR3	8770	8769	8770	8769	3104	3312	208	3104	1	0
domain	NRG1	38227	38226	38227	38226	303	700	652	183	23	2
domain	PMS2	42392	42383	42392	42383	107	862	759	107	7	1
domain	INPP5B	27073	27074	27073	27074	860	913	173	817	37	0
domain	ZFYVE19	61958	61957	61958	61957	370	471	141	357	16	93
domain	ADAM19	953	956	953	956	797	918	135	796	8	110
domain	LONP1	31110	31109	31110	31109	652	959	307	652	1	0
domain	PLD1	41978	41981	41978	41981	790	1074	331	767	4	0
domain	ARHGEF9	3497	3499	3497	3499	313	523	213	313	4	206
domain	SCAF11	48624	48622	48624	48622	315	1463	1148	315	1	0
domain	DDX20	12932	12931	12932	12931	342	824	482	342	1	0
domain	AP2A2	2878	2876	2878	2876	826	939	123	822	6	0
domain	SMARCA2	51501	51506	51501	51506	1330	1590	278	1325	12	1
domain	ERCC6L2	19533	19532	19533	19532	298	1561	1263	298	1	0
domain	EPB41L3	19219	19216	19219	19216	617	1087	1046	329	4	162
domain	AHI1	1608	1587	1608	1587	569	1196	659	555	7	0
domain	ZNF226	62380	62383	62380	62383	720	803	94	717	7	78
domain	BSG	5953	5958	5953	5958	119	385	266	119	1	22
domain	ATP2C1	4463	4470	4463	4470	619	919	300	619	2	299
domain	SCN8A	48861	48854	48861	48854	1011	1980	972	1010	2	968
domain	PIKFYVE	41629	41628	41629	41628	1550	2098	548	1550	3	545
domain	PTPRO	44753	44752	44753	44752	811	1216	405	811	1	0
domain	IMPACT	26975	26976	26975	26976	168	320	154	168	6	0
domain	PIK3CD	41581	41583	41581	41583	943	1044	140	929	24	0
domain	ZNF431	62824	62823	62824	62823	107	576	485	100	5	1
domain	PWWP2A	44900	44901	44900	44901	236	755	520	236	4	516
domain	SYNE2	54436	54440	54436	54440	5962	6907	945	5962	1	945
domain	HNRNPU	25809	25819	25809	25819	699	825	136	696	9	1
domain	SCN8A	48861	48859	48861	48859	1264	1980	759	1252	35	666
domain	KALRN	27864	27889	27864	27889	2347	2986	641	2347	8	0
domain	SLC22A10	50502	50501	50502	50501	266	348	155	232	7	0
domain	PDE3A	40536	40535	40536	40535	653	1141	493	653	9	474
domain	EHMT1	15423	15420	15423	15420	1126	1298	209	1110	8	1
domain	NFATC2	37182	37180	37182	37180	476	921	447	476	2	444
domain	NVL	38851	38854	38851	38854	767	856	145	742	14	95
domain	KIF5C	28874	28872	28874	28872	364	957	593	364	1	0
domain	TNS2	57259	57258	57259	57258	1208	1409	261	1178	3	2
domain	FBXW4	21072	21069	21072	21069	437	567	130	437	1	0
domain	PLEKHH1	42112	42109	42112	42109	1453	1364	195	1320	25	0
domain	VIPR1	60213	60215	60213	60215	531	457	123	433	15	1
domain	NCOR1	36549	36553	36549	36553	1993	2440	454	1993	9	2
domain	ACTN2	825	823	825	823	252	894	653	249	9	1
domain	HNRNPU	25809	25811	25809	25811	653	825	176	652	4	0
domain	SNX19	52328	52326	52328	52326	865	992	246	810	30	0
domain	SEC63	49131	49132	49131	49132	665	760	95	665	1	0
domain	CPNE6	11169	11172	11169	11172	690	612	211	555	34	0
domain	EBF1	15055	15053	15055	15053	390	560	185	384	12	161
domain	FOXRED2	21874	21878	21874	21878	448	684	236	448	1	0
domain	DTNA	14737	14723	14737	14723	463	770	320	459	5	201
domain	VSTM2A	60482	60484	60482	60484	152	240	153	124	12	99
domain	RGPD5	46513	46515	46513	46515	873	1765	904	871	16	867
domain	OSBP2	39242	39247	39242	39247	205	916	743	194	13	1
domain	ADGRV1	1271	1264	1271	1264	4679	6306	1627	4679	4	0
domain	TRIM11	57820	57819	57820	57819	208	468	385	152	19	287
domain	EXOSC10	19914	19913	19914	19913	689	885	206	684	2	0
domain	MAP3K11	32275	32277	32275	32277	584	847	263	584	1	0
domain	ZKSCAN1	62030	62031	62030	62031	364	563	200	364	6	193
domain	ZNF23	62401	62399	62401	62399	101	686	585	101	1	0
domain	MAST3	32713	32714	32713	32714	1087	1347	290	1076	15	1
domain	WDR18	60705	60703	60705	60703	324	432	108	324	1	0
domain	SPG7	52827	52839	52827	52839	741	795	109	716	9	0
domain	ANKHD1	2447	2440	2447	2440	1379	2542	1197	1362	3	0
domain	TFEB	55682	55680	55682	55680	287	476	189	287	1	0
domain	SBF2	48588	48600	48588	48600	1242	1881	650	1239	13	620
domain	FBXW7	21082	21085	21082	21085	592	707	141	581	6	0
domain	CHD3	9422	9420	9422	9420	1590	2114	524	1590	3	0
domain	TUBE1	58860	58861	58860	58861	208	475	269	208	3	1
domain	SYNE1	54433	54429	54433	54429	5476	8797	3321	5476	1	0
domain	ASPH	4009	4015	4009	4015	445	758	313	445	2	311
domain	PHKA2	41269	41268	41269	41268	1112	1235	123	1112	1	0
domain	ZNF566	63141	63140	63141	63140	116	418	405	66	8	0
domain	PHF20L1	41201	41196	41201	41196	858	1017	160	858	9	144
domain	ZC3H4	61583	61582	61583	61582	1004	1303	299	1004	1	0
domain	CLASP1	9916	9912	9916	9912	1294	1559	274	1291	9	0
domain	ANKRD45	2640	2641	2640	2641	148	266	121	148	6	110
domain	POMT1	42860	42854	42860	42854	520	725	205	520	1	0
domain	ABCA2	131	132	131	132	1954	2435	484	1953	6	53
domain	TAOK2	54883	54882	54883	54882	499	1235	736	499	2	0
domain	SPECC1	52755	52753	52755	52753	285	1068	783	285	1	783
domain	NEK10	36999	37001	36999	37001	921	1115	218	910	9	189
domain	MACF1	31834	31840	31834	31840	6460	7385	929	6458	3	0
domain	NCOA1	36521	36518	36521	36518	211	1441	1248	202	6	0
domain	CSNK1D	11606	11608	11606	11608	154	415	274	148	4	0
domain	RPTOR	47909	47908	47909	47908	1186	1105	379	956	2	0
domain	BMAL2	5627	5625	5627	5625	527	599	95	520	11	10
domain	MACF1	31834	31838	31834	31838	5263	7385	2187	5234	27	1
domain	SNX14	52294	52279	52294	52279	463	946	483	463	1	483
domain	PRAG1	43481	43482	43481	43482	690	1406	765	667	10	721
domain	RBCK1	45886	45876	45886	45876	418	510	133	402	11	0
domain	PTPN20	44630	44633	44630	44633	236	339	145	215	8	113
domain	STAT2	53702	53695	53702	53695	323	851	528	323	1	0
domain	UNC5C	59601	59600	59601	59600	671	931	260	671	2	258
domain	SLC25A48	50688	50687	50688	50687	385	311	165	272	28	1
domain	PA2G4	39527	39529	39527	39529	428	394	110	356	7	0
domain	DNAJC21	14124	14125	14124	14125	415	618	203	415	1	0
domain	TRPV2	58232	58231	58232	58231	670	764	94	670	1	0
domain	DROSHA	14645	14649	14645	14649	505	1374	880	503	9	858
domain	ANKZF1	2723	2717	2723	2717	384	726	361	375	9	0
domain	MIB2	33760	33769	33760	33769	903	999	96	903	1	0
domain	SLTM	51435	51437	51435	51437	431	1034	603	431	1	0
domain	MACF1	31834	31855	31834	31855	7289	7385	122	7280	11	0
domain	N4BP2	35937	35934	35937	35934	1078	1770	718	1067	9	1
domain	COL15A1	10673	10675	10673	10675	1170	1388	218	1170	2	216
domain	PRKG2	43783	43782	43783	43782	300	762	462	300	1	462
domain	APOLD1	3086	3085	3085	3086	610	455	248	412	26	1
domain	RSF1	47997	47996	47997	47996	739	1441	702	739	2	0
domain	BOC	5706	5704	5706	5704	1249	1115	221	1077	21	0
domain	ARPC1B	3774	3769	3774	3769	300	372	108	285	6	0
domain	ABCB8	191	190	191	190	300	718	431	297	11	405
domain	RALGPS1	45527	45531	45527	45531	348	557	213	348	5	204
domain	KMT2C	29148	29150	29148	29150	3457	4911	1499	3443	31	0
domain	NSMCE2	38398	38397	38398	38397	150	247	103	149	9	88
domain	FCHSD2	21135	21130	21135	21130	619	740	121	619	4	0
domain	FNBP4	21714	21715	21714	21715	897	1017	163	878	14	0
domain	TTC1	58527	58524	58527	58524	110	292	183	110	3	180
domain	ABLIM2	383	384	383	384	444	627	236	421	18	0
domain	ANKRD36C	2611	2610	2611	2610	1774	2119	353	1774	5	0
domain	ADGRV1	1271	1275	1271	1275	5486	6306	827	5484	11	0
domain	NPHP3	37960	37955	37960	37955	758	1330	572	758	1	0
domain	FLRT2	21607	21603	21607	21603	683	660	102	628	23	0
domain	UBE3A	59314	59325	59314	59325	750	872	135	746	10	1
domain	MACF1	31834	31852	31834	31852	5255	7385	2146	5250	6	1
domain	KDM5B	28462	28470	28462	28470	1252	1544	314	1243	9	0
domain	USP13	59769	59771	59769	59771	658	863	205	658	1	0
domain	DEPDC5	13240	13241	13240	13241	429	1603	1198	421	12	1161
domain	IMPDH2	26989	26991	26989	26991	337	514	180	337	4	1
domain	CHD2	9413	9409	9413	9409	1403	1828	425	1403	4	148
domain	APBB3	3005	3007	3005	3007	223	486	263	223	1	0
domain	SRSF10	53282	53283	53282	53283	312	262	114	238	18	1
domain	MCL1	32964	32963	32964	32963	226	350	124	226	5	0
domain	DMTF1	13923	13919	13923	13919	357	760	442	340	6	1
domain	PCDHGA3	40244	40246	40244	40246	240	932	692	240	1	0
domain	PLA2R1	41853	41852	41853	41852	1295	1463	184	1289	9	164
domain	SETD5	49543	49546	49543	49546	1040	1442	440	1021	3	0
domain	HDAC9	25006	25002	25006	25002	571	1069	506	571	9	179
domain	CDK13	8526	8521	8526	8521	1009	1512	503	1009	2	0
domain	ZNF302	62581	62575	62581	62575	98	399	301	98	1	0
domain	SYNE1	54433	54409	54433	54409	8328	8797	494	8317	18	103
domain	ABCC8	256	231	256	231	1136	1581	445	1136	3	273
domain	DMD	13859	13891	13859	13891	2410	3685	1282	2410	8	1262
domain	ATF2	4124	4125	4124	4125	296	505	209	296	1	209
domain	DDX27	12960	12961	12960	12961	513	765	252	513	2	0
domain	GULP1	24585	24581	24585	24581	228	304	142	197	7	0
domain	SMARCE1	51592	51591	51592	51591	230	411	181	230	4	1
domain	ARHGAP1	3255	3256	3255	3256	333	439	106	333	1	106
domain	DHX57	13490	13487	13490	13487	749	1386	658	739	7	635
domain	ZNF276	62502	62498	62502	62498	421	614	194	421	3	1
domain	MYO9A	35830	35837	35830	35837	1347	2548	1343	1276	2	0
domain	ATP13A2	4355	4356	4355	4356	861	1180	446	803	15	0
domain	ZNF665	63400	63401	63400	63401	746	678	135	650	19	2
domain	RAB10	45061	45060	45061	45060	108	200	92	108	1	1
domain	PREPL	43600	43594	43600	43594	474	638	342	385	2	0
domain	MYO16	35738	35737	35738	35737	1536	1880	344	1536	2	0
domain	WRNIP1	60989	60988	60989	60988	384	665	281	384	1	0
domain	SAFB	48380	48377	48380	48377	191	917	759	176	6	1
domain	HACE1	24714	24709	24714	24709	349	909	562	349	7	1
domain	SORBS2	52470	52474	52470	52474	1175	1300	414	1034	15	1
domain	PEG3	40849	40839	40849	40839	128	1588	1464	126	3	0
domain	NEDD4L	36938	36948	36938	36948	515	955	440	515	1	0
domain	ZFPM2	61920	61919	61920	61919	961	1151	190	961	8	178
domain	NHLRC3	37363	37361	37363	37361	256	347	139	235	9	1
domain	PLEKHA5	42036	42051	42036	42051	126	1282	1156	126	3	0
domain	FBXO11	20947	20949	20947	20949	813	927	114	813	1	0
domain	ATF6B	4142	4146	4142	4146	494	703	252	475	11	0
domain	CNTN5	10522	10517	10522	10517	918	911	371	729	2	0
domain	ANKHD1	2447	2446	2447	2446	1591	2542	985	1574	4	0
domain	JARID2	27760	27759	27760	27759	1119	1246	132	1119	14	108
domain	P4HB	39520	39492	39520	39492	597	508	254	435	22	0
domain	PABPC4	39562	39569	39562	39569	421	660	267	409	3	1
domain	SF1	49606	49607	49606	49607	422	548	126	422	2	0
domain	ADGRV1	1271	1263	1271	1263	5889	6306	417	5889	3	414
domain	FANCM	20757	20752	20757	20752	400	2048	1658	395	2	0
domain	ST6GALNAC5	53522	53520	53522	53520	251	336	105	242	6	87
domain	TTC3	58627	58640	58627	58640	1406	2025	624	1404	8	0
domain	EZH2	20036	20038	20036	20038	363	707	422	328	15	73
domain	ARRDC1	3816	3815	3816	3815	168	433	317	146	16	1
domain	RBM25	46001	45998	46001	45998	205	843	638	205	1	0
domain	FCHSD2	21135	21134	21135	21134	226	740	530	219	8	1
domain	KMT2C	29148	29158	29148	29158	3910	4911	1001	3910	1	0
domain	CDKL3	8625	8626	8625	8626	498	455	363	295	2	0
domain	FBXO9	21053	21054	21053	21054	298	437	139	298	1	0
domain	NRXN1	38285	38294	38285	38294	1217	1507	290	1217	7	278
domain	RABGGTA	45307	45309	45307	45309	149	567	424	148	5	413
domain	PRDM2	43538	43536	43538	43536	1545	1718	173	1545	2	171
domain	LAMA2	29460	29462	29460	29462	2605	3210	605	2605	6	594
domain	ITGB1	27530	27536	27530	27536	420	798	380	419	3	376
domain	ERCC6	19505	19504	19505	19504	1017	1493	481	1017	7	466
domain	DNMBP	14267	14266	14267	14266	740	1577	865	732	12	1
domain	EPB41L1	19198	19196	19198	19196	692	881	189	692	1	189
domain	ARHGEF28	3453	3457	3453	3457	1575	1705	131	1575	3	0
domain	IFT80	26680	26682	26680	26682	317	777	460	317	1	0
domain	TRIM27	57918	57919	57918	57919	156	513	358	156	4	353
domain	KMT2C	29148	29165	29148	29165	3849	4911	1069	3847	9	0
domain	SASH1	48516	48515	48516	48515	998	1247	249	998	4	243
domain	WSB1	60991	60994	60991	60994	208	421	213	208	6	13
domain	DNAJC7	14180	14178	14180	14178	241	494	253	241	5	0
domain	MICAL3	33792	33789	33792	33789	2025	2002	102	1966	22	1
domain	NDUFA5	36708	36706	36706	36708	208	179	116	143	11	22
domain	ASPSCR1	4033	4029	4033	4029	294	553	470	199	27	0
domain	ZNF415	62781	62778	62778	62781	108	603	555	80	9	1
domain	LRIG2	31232	31231	31232	31231	512	1065	553	512	1	0
domain	ROBO3	47316	47312	47316	47312	1075	1386	311	1075	1	0
domain	ADAM17	940	943	940	943	570	824	254	570	3	251
domain	SYNE2	54436	54438	54436	54438	6241	6907	668	6240	3	0
domain	RNF126	47015	47014	47015	47014	333	311	179	240	19	1
domain	BCAR1	5217	5216	5217	5216	210	870	660	210	1	1
domain	TCERG1	55310	55306	55310	55306	983	1115	161	971	19	1
domain	MYH9	35679	35673	35679	35673	1609	1960	362	1605	9	338
domain	TAP2	54898	54897	54898	54897	366	686	331	362	7	315
domain	DAB2	12457	12453	12457	12453	656	770	116	655	5	111
domain	CRELD1	11345	11365	11345	11365	114	420	363	92	20	304
domain	BSG	5953	5956	5953	5956	209	385	176	209	1	0
domain	CACNA1D	6673	6678	6673	6678	1762	2161	399	1762	1	0
domain	ADAMTS16	1020	1023	1020	1023	917	1224	387	881	14	322
domain	LLGL2	30975	30976	30975	30976	465	1020	578	457	8	0
domain	MAP3K7	32323	32326	32323	32326	346	606	260	346	2	0
domain	LRRC37A2	31365	31362	31365	31362	1023	1700	677	1023	1	0
domain	ANKHD1	2447	2449	2447	2449	1574	2542	968	1574	2	0
domain	SH3TC2	49952	49950	49952	49950	1061	1288	227	1061	2	225
domain	CLASP1	9916	9917	9916	9917	358	1559	1263	327	5	0
domain	ZNF181	62282	62280	62282	62280	461	571	110	461	2	72
domain	SBF1	48578	48574	48578	48574	1446	1888	583	1394	54	2
domain	FANCM	20757	20749	20757	20749	663	2048	1385	663	2	0
domain	DOCK4	14340	14335	14340	14335	1696	1975	279	1696	6	1
domain	STAT5B	53747	53741	53747	53741	388	787	436	374	9	1
domain	TNS1	57251	57253	57251	57253	159	1860	1727	146	2	0
domain	TBCB	55132	55133	55132	55133	159	244	129	141	11	87
domain	ARHGAP17	3275	3278	3275	3278	481	881	414	478	12	1
domain	PALS2	39726	39727	39726	39727	323	540	217	323	1	217
domain	CNTRL	10568	10565	10565	10568	1179	1773	1700	627	3	0
domain	ALS2	2080	2085	2080	2085	868	1657	812	860	9	784
domain	MLH1	34238	34240	34238	34240	480	756	276	480	1	0
domain	ZBTB24	61445	61446	61445	61446	294	697	405	294	2	402
domain	ZNF687	63453	63451	63453	63451	643	1237	691	600	15	0
domain	SALL3	48397	48396	48397	48396	890	1300	484	858	11	0
domain	RASGRP1	45778	45779	45778	45779	557	797	249	553	11	1
domain	CEP350	8963	8967	8963	8967	1846	3117	1369	1803	17	1
domain	MYCBP2	35597	35592	35597	35592	4528	4678	153	4528	13	0
domain	FANCM	20757	20754	20757	20754	662	2048	1386	662	3	1
domain	WBP2	60644	60641	60644	60641	253	261	163	181	9	0
domain	PLEKHA5	42036	42048	42036	42048	772	1282	520	769	8	0
domain	BRWD3	5918	5917	5918	5917	1104	1802	699	1104	3	0
domain	SEMA4C	49231	49230	49231	49230	500	833	333	500	1	0
domain	SETMAR	49593	49589	49593	49589	322	684	362	322	1	0
domain	ZNF783	63649	63647	63649	63647	639	546	258	477	40	0
domain	NPHP3	37960	37958	37960	37958	787	1330	543	787	1	0
domain	SLC27A1	50726	50724	50726	50724	532	646	225	481	15	0
domain	EZH2	20036	20030	20036	20030	503	707	204	503	1	204
domain	RASIP1	45793	45795	45793	45795	739	963	224	739	1	0
domain	RPS6KB1	47853	47854	47853	47854	329	525	196	329	2	195
domain	EGLN3	15389	15388	15388	15389	232	257	239	127	10	0
domain	PHC3	41154	41155	41154	41155	850	995	151	847	6	138
domain	DPP9	14569	14565	14569	14565	379	892	518	379	7	505
domain	EIF4G1	15672	15665	15672	15665	768	1599	833	767	2	696
domain	NID2	37388	37389	37388	37389	1043	1375	345	1038	10	1
domain	STARD9	53663	53666	53663	53666	4552	4700	148	4552	3	78
domain	SMARCA2	51501	51499	51501	51499	1354	1590	236	1354	2	0
domain	NPAS2	37898	37894	37898	37894	605	824	219	605	2	1
domain	VRK1	60441	60439	60441	60439	271	396	125	271	2	124
domain	RGS12	46541	46539	46541	46539	801	1447	646	801	1	0
domain	ERCC8	19547	19553	19547	19553	639	396	284	378	12	1
domain	KDM6A	28498	28502	28498	28502	391	1453	1067	391	6	397
domain	EGLN1	15382	15378	15382	15378	327	426	146	306	10	0
domain	PDZRN3	40798	40801	40798	40801	576	1066	492	576	3	1
domain	SMAD4	51468	51469	51468	51469	397	552	163	395	5	0
domain	PRKG1	43775	43774	43775	43774	528	671	287	466	35	1
domain	ARHGEF2	3434	3437	3434	3437	772	986	214	772	2	0
domain	BRWD1	5909	5914	5909	5914	1471	2269	890	1427	8	0
domain	HNRNPUL1	25828	25824	25828	25824	678	856	295	622	12	215
domain	POMT1	42860	42866	42860	42866	520	725	205	520	1	0
domain	KLHL29	29067	29068	29067	29068	441	875	434	441	1	0
domain	UBE2F	59244	59248	59244	59248	116	185	102	103	9	71
domain	PPIG	43080	43079	43080	43079	286	754	468	286	1	0
domain	RAPGEF5	45658	45660	45658	45660	856	883	104	822	20	1
domain	TAF5L	54747	54746	54747	54746	264	589	325	264	2	324
domain	ZSCAN32	63923	63927	63923	63927	289	697	408	289	1	0
domain	FAXDC2	20854	20855	20854	20855	237	333	155	208	2	123
domain	ERAL1	19398	19396	19398	19396	193	437	244	193	1	0
domain	PRDM2	43538	43539	43538	43539	1528	1718	226	1515	19	170
domain	RASGRP1	45778	45773	45778	45773	232	797	565	232	3	561
domain	IKZF2	26799	26801	26799	26801	385	526	141	385	4	136
domain	TRIM2	57885	57860	57885	57860	278	797	519	278	5	0
domain	ERCC6	19505	19512	19505	19512	970	1493	527	970	7	510
domain	RNF170	47105	47104	47105	47104	121	258	162	115	13	1
domain	RBFOX3	45939	45932	45939	45932	411	359	93	341	11	0
domain	AHI1	1608	1577	1608	1577	138	1196	1064	137	4	1055
domain	SMARCA2	51501	51497	51501	51497	1312	1590	279	1312	9	264
domain	AKT3	1844	1842	1844	1842	240	479	247	237	8	232
domain	ATAD1	4072	4077	4072	4077	227	361	138	226	7	128
domain	ITGB3	27555	27554	27555	27554	213	788	588	209	10	564
domain	RAPGEF5	45658	45663	45658	45663	849	883	124	812	28	1
domain	ZNF846	63750	63749	63750	63749	129	533	404	129	1	0
domain	ITGA4	27488	27487	27488	27487	918	1032	159	899	18	107
domain	DENND4C	13195	13194	13195	13194	1288	1958	670	1288	1	0
domain	EYA2	20007	20006	20007	20006	271	538	355	230	9	296
domain	MICAL2	33785	33783	33785	33783	1655	1124	695	1053	44	0
domain	LAMA2	29460	29459	29460	29459	2302	3210	951	2283	8	1
domain	ABCC8	256	242	256	242	1031	1581	561	1027	8	543
domain	ERBIN	19434	19424	19434	19424	1238	1419	181	1238	2	0
domain	NUDCD1	38625	38623	38625	38623	413	583	236	380	6	1
domain	KRIT1	29328	29336	29328	29336	466	736	271	466	6	0
domain	PRKCG	43731	43730	43731	43730	106	697	592	106	3	588
domain	COMMD3	10782	10781	10782	10781	90	195	105	90	3	0
domain	MYH14	35662	35658	35662	35658	1690	2036	346	1690	1	0
domain	MKRN3	34211	34208	34211	34208	222	507	301	220	7	279
domain	ANKRD18A	2525	2521	2525	2521	1057	992	205	930	39	1
domain	DNAJC13	14088	14090	14088	14090	1497	2243	747	1497	7	736
domain	CRACR2A	11248	11250	11248	11250	867	731	179	711	11	0
domain	DPP6	14543	14539	14543	14539	936	803	281	744	38	1
domain	SGK1	49762	49758	49762	49758	570	526	97	503	17	1
domain	DMD	13859	13884	13859	13884	3345	3685	340	3345	5	1
domain	FBN1	20889	20882	20889	20882	2346	2871	525	2346	1	0
domain	PTPRC	44670	44668	44670	44668	1139	1306	167	1139	1	0
domain	GRHPR	24113	24112	24113	24112	358	328	203	248	25	1
domain	RALYL	45541	45546	45541	45546	150	291	154	147	12	2
domain	SEPTIN7	49372	49378	49372	49378	358	437	102	349	5	0
domain	CBFA2T2	7360	7362	7360	7362	384	595	211	384	2	0
domain	SPTB	53054	53055	53054	53055	2120	2137	148	2065	43	1
domain	POGZ	42549	42547	42549	42547	1054	1417	363	1054	5	0
domain	CTTN	12027	12030	12030	12027	173	634	550	129	6	265
domain	DGKA	13315	13317	13315	13317	622	735	215	583	30	1
domain	ZCCHC8	61650	61652	61650	61652	238	707	469	238	1	0
domain	ASCC1	3936	3937	3936	3937	134	357	275	113	9	0
domain	PXN	44936	44937	44936	44937	805	1081	311	791	15	0
domain	ADGRD1	1204	1206	1204	1206	515	633	130	513	10	104
domain	BSG	5953	5950	5953	5950	209	385	176	209	1	0
domain	ARAP2	3172	3174	3172	3174	887	1704	817	887	3	814
domain	TYK2	59061	59063	59061	59063	832	1187	367	827	14	337
