gene	n_isoforms	n_pos_go	mean_go_corr	fsi	top_consistency	specialization_ratio	has_domain_loss	scenario
ENSG00000108823.17	4	2	0.2000	0.8000	1.0000	1.2667	False	S2
ENSG00000110911.17	5	2	0.8750	0.1250	0.5000	0.0047	False	Mixed
ENSG00000050426.16	4	2	1.0000	0.0000	1.0000	4.1370	False	S1
ENSG00000012822.16	9	6	0.5358	0.4642	0.8333	0.0157	False	Mixed
ENSG00000066926.13	4	3	-0.3333	1.3333	0.6667	0.0001	False	S2
ENSG00000129422.15	10	2	-0.8000	1.8000	0.5000	0.3216	False	S2
ENSG00000085415.16	5	2	1.0000	0.0000	1.0000	2.1164	True	S1
ENSG00000103479.17	4	2	1.0000	0.0000	1.0000	0.2340	False	S1
ENSG00000101654.18	4	2	-1.0000	2.0000	0.5000	0.0024	False	S2
ENSG00000105993.15	9	3	0.5067	0.4933	0.3333	0.1933	True	Mixed
ENSG00000106615.10	4	5	-0.2000	1.2000	0.6000	0.0013	False	S2
ENSG00000082014.17	3	6	0.8333	0.1667	0.8333	1.0384	False	S1
ENSG00000055609.21	11	3	-0.0779	1.0779	0.6667	0.0932	True	S2
ENSG00000104218.16	6	2	0.6000	0.4000	1.0000	0.0280	False	Mixed
ENSG00000066777.9	3	3	0.6667	0.3333	0.6667	1.0560	True	Mixed
ENSG00000100811.15	4	13	1.0000	0.0000	1.0000	2.3017	False	S1
ENSG00000095906.17	3	2	-1.0000	2.0000	0.5000	0.0257	False	S2
ENSG00000005156.12	3	4	0.0000	1.0000	0.7500	0.0092	False	S2
ENSG00000005339.15	3	8	0.1429	0.8571	0.7500	0.0343	False	S2
ENSG00000102858.13	9	3	-0.1250	1.1250	0.6667	0.0097	True	S2
ENSG00000109046.15	4	2	1.0000	0.0000	1.0000	2.0020	True	S1
ENSG00000103150.7	7	2	1.0000	0.0000	1.0000	0.0914	False	S1
ENSG00000108523.16	3	4	0.0000	1.0000	0.7500	0.0020	False	S2
ENSG00000070770.10	3	5	1.0000	0.0000	1.0000	0.5066	False	S1
ENSG00000088682.14	4	3	1.0000	0.0000	1.0000	0.0026	False	S1
ENSG00000126254.12	3	4	0.4167	0.5833	0.7500	0.0049	False	Mixed
ENSG00000100813.15	9	5	0.4924	0.5076	0.4000	0.5911	True	Mixed
ENSG00000117450.15	3	5	0.2000	0.8000	0.8000	0.0614	False	S2
ENSG00000035862.13	4	2	1.0000	0.0000	1.0000	0.2621	False	S1
ENSG00000005007.14	4	9	0.3333	0.6667	0.4444	0.4219	False	Mixed
ENSG00000086758.17	8	5	0.4667	0.5333	0.8000	0.4474	True	Mixed
ENSG00000085382.12	3	4	-0.3333	1.3333	0.5000	0.0338	True	S2
ENSG00000105808.19	6	2	1.0000	0.0000	1.0000	1.1900	True	S1
ENSG00000142002.19	12	2	1.0000	0.0000	1.0000	1.1268	True	S1
ENSG00000071564.19	4	13	-0.0256	1.0256	0.6154	0.0005	False	S2
ENSG00000107537.14	4	2	-1.0000	2.0000	0.5000	0.0036	False	S2
ENSG00000107968.10	4	6	0.3333	0.6667	0.8333	1.8330	True	Mixed
ENSG00000120616.16	6	2	-1.0000	2.0000	0.5000	0.0899	True	S2
ENSG00000122367.21	7	2	0.5652	0.4348	1.0000	0.1554	True	Mixed
ENSG00000099917.17	5	2	-0.0526	1.0526	0.5000	0.1078	False	S2
ENSG00000086991.13	3	2	1.0000	0.0000	1.0000	0.0128	False	S1
ENSG00000074266.24	8	3	0.4338	0.5662	0.6667	0.0154	False	Mixed
ENSG00000105058.12	3	2	-0.5000	1.5000	0.5000	1.4977	False	S2
ENSG00000105085.11	7	3	-0.3333	1.3333	0.6667	0.2332	False	S2
ENSG00000146963.18	4	4	0.7667	0.2333	1.0000	0.0203	False	S1
ENSG00000122884.13	4	2	1.0000	0.0000	1.0000	0.0013	False	S1
ENSG00000084234.18	14	4	0.4539	0.5461	0.5000	0.2679	False	Mixed
ENSG00000085760.15	3	3	-0.3333	1.3333	0.6667	0.0000	False	S2
ENSG00000115355.18	11	5	0.2641	0.7359	0.4000	0.3284	True	S2
ENSG00000078808.20	3	3	1.0000	0.0000	1.0000	0.0021	False	S1
ENSG00000083937.10	3	3	0.6667	0.3333	0.6667	0.3006	False	Mixed
ENSG00000103994.18	7	2	0.3455	0.6545	0.5000	0.6278	True	Mixed
ENSG00000011566.15	3	5	1.0000	0.0000	1.0000	0.0222	False	S1
ENSG00000058056.10	6	4	-0.0753	1.0753	0.2500	0.8087	True	S2
ENSG00000121879.6	3	3	1.0000	0.0000	1.0000	0.0081	False	S1
ENSG00000090020.11	3	6	1.0000	0.0000	1.0000	0.3034	False	S1
ENSG00000115504.15	3	2	-0.5000	1.5000	0.5000	1.2137	True	S2
ENSG00000102974.16	4	10	-0.0933	1.0933	0.4000	0.0471	False	S2
ENSG00000077044.11	7	4	1.0000	0.0000	1.0000	0.0587	True	S1
ENSG00000114956.20	3	2	1.0000	0.0000	1.0000	0.6922	False	S1
ENSG00000091409.17	4	3	0.1111	0.8889	0.6667	0.0011	False	S2
ENSG00000115966.18	3	15	0.2190	0.7810	0.6667	0.0069	False	S2
ENSG00000082258.13	6	3	0.9596	0.0404	0.6667	0.4353	True	Mixed
ENSG00000048991.18	3	3	0.6667	0.3333	1.0000	0.0675	False	Mixed
ENSG00000018510.18	7	2	1.0000	0.0000	1.0000	21.4365	False	S1
ENSG00000115947.14	12	3	-0.3333	1.3333	0.3333	0.0618	True	S2
ENSG00000054267.22	8	3	0.7436	0.2564	0.6667	2.4647	True	Mixed
ENSG00000077549.19	3	3	1.0000	0.0000	1.0000	0.2667	False	S1
ENSG00000075151.24	10	3	0.1545	0.8455	0.6667	3.5831	False	S2
ENSG00000128050.9	9	3	1.0000	0.0000	1.0000	7.5885	False	S1
ENSG00000071082.11	4	3	0.2593	0.7407	0.6667	0.0162	False	S2
ENSG00000003393.16	3	6	-0.0667	1.0667	0.6667	0.2902	False	S2
ENSG00000077097.17	11	4	0.4628	0.5372	0.5000	0.5995	False	Mixed
ENSG00000138674.17	9	2	-0.0252	1.0252	0.5000	3.6243	False	S2
ENSG00000036257.14	4	5	0.2000	0.8000	0.8000	0.0005	False	S2
ENSG00000109756.10	6	4	-0.0833	1.0833	0.7500	0.0158	True	S2
ENSG00000075292.20	5	6	0.0600	0.9400	0.3333	0.1923	True	S2
ENSG00000126351.13	8	10	0.0222	0.9778	0.5000	0.0046	False	S2
ENSG00000168610.17	9	16	0.3439	0.6561	0.3750	0.0206	False	Mixed
ENSG00000037474.15	3	2	-0.5000	1.5000	0.5000	0.0262	False	S2
ENSG00000085276.19	4	6	-0.1407	1.1407	0.5000	0.0329	True	S2
ENSG00000119772.19	7	7	0.0476	0.9524	0.7143	0.0765	False	S2
ENSG00000075426.12	9	10	0.9067	0.0933	0.7000	3.0103	True	Mixed
ENSG00000198522.14	3	2	1.0000	0.0000	1.0000	0.0003	False	S1
ENSG00000073282.14	3	12	-0.0909	1.0909	0.4167	0.0256	True	S2
ENSG00000090316.16	5	3	-0.3333	1.3333	0.6667	0.7189	False	S2
ENSG00000138738.11	5	8	1.0000	0.0000	1.0000	3.5358	False	S1
ENSG00000138760.11	6	4	0.2333	0.7667	0.5000	0.0622	False	S2
ENSG00000073578.18	4	2	0.4000	0.6000	1.0000	0.5054	False	Mixed
ENSG00000249915.9	3	9	0.7222	0.2778	0.5556	16.9535	True	Mixed
ENSG00000066230.12	4	3	-0.3333	1.3333	0.6667	0.0022	False	S2
ENSG00000073711.11	4	3	0.8519	0.1481	0.6667	0.4466	True	Mixed
ENSG00000114107.9	5	2	0.8947	0.1053	0.5000	0.0119	False	Mixed
ENSG00000114686.9	3	2	1.0000	0.0000	1.0000	0.0589	False	S1
ENSG00000058866.15	4	2	1.0000	0.0000	1.0000	70.4958	False	S1
ENSG00000074416.16	3	2	0.5000	0.5000	1.0000	0.0026	False	Mixed
ENSG00000075785.14	3	4	0.7500	0.2500	0.7500	9.2298	True	Mixed
ENSG00000056097.16	5	4	0.5000	0.5000	0.7500	1.0855	True	Mixed
ENSG00000113384.14	3	2	1.0000	0.0000	1.0000	0.0209	False	S1
ENSG00000113389.16	4	2	-1.0000	2.0000	0.5000	0.0302	False	S2
ENSG00000038427.16	4	2	0.3333	0.6667	1.0000	3.7769	True	Mixed
ENSG00000113742.14	4	3	-0.3333	1.3333	0.3333	0.2096	False	S2
ENSG00000072803.18	5	4	0.8000	0.2000	0.7500	0.0231	False	Mixed
ENSG00000039560.14	3	2	1.0000	0.0000	1.0000	0.2092	True	S1
ENSG00000106078.19	4	2	-0.2000	1.2000	0.5000	0.1726	False	S2
ENSG00000168769.14	9	2	1.0000	0.0000	1.0000	0.2050	False	S1
ENSG00000106028.11	4	5	-0.2000	1.2000	0.6000	0.0066	False	S2
ENSG00000119048.9	3	3	1.0000	0.0000	1.0000	3.4380	True	S1
ENSG00000072364.13	3	2	1.0000	0.0000	1.0000	0.1411	False	S1
ENSG00000124641.16	3	3	0.6667	0.3333	0.6667	2.3533	False	Mixed
ENSG00000064419.14	3	3	-0.3333	1.3333	0.6667	0.0020	False	S2
ENSG00000106052.14	4	2	1.0000	0.0000	1.0000	0.0148	False	S1
ENSG00000104320.15	6	3	0.4118	0.5882	0.6667	0.0319	True	Mixed
ENSG00000108219.17	10	2	1.0000	0.0000	1.0000	5.4787	True	S1
ENSG00000114302.17	4	3	1.0000	0.0000	1.0000	0.0004	False	S1
ENSG00000075914.13	4	2	0.6000	0.4000	0.5000	0.1285	False	Mixed
ENSG00000114770.17	8	3	0.7073	0.2927	0.3333	5.0074	True	Mixed
ENSG00000135541.22	11	2	0.6447	0.3553	0.5000	0.1067	True	Mixed
ENSG00000087460.29	35	4	0.3507	0.6493	0.5000	0.5446	True	Mixed
ENSG00000110429.14	6	3	0.2727	0.7273	0.6667	0.4814	True	S2
ENSG00000071242.13	6	6	0.7000	0.3000	0.5000	15.1002	True	Mixed
ENSG00000005471.19	4	3	1.0000	0.0000	1.0000	0.0131	False	S1
ENSG00000106682.16	7	4	1.0000	0.0000	1.0000	2.3020	True	S1
ENSG00000006704.11	4	5	0.2000	0.8000	0.8000	0.0101	False	S2
ENSG00000048405.11	4	2	1.0000	0.0000	1.0000	6.0076	True	S1
ENSG00000075239.15	5	2	-0.1000	1.1000	0.5000	0.0692	False	S2
ENSG00000002822.16	3	2	1.0000	0.0000	1.0000	0.0426	False	S1
ENSG00000096746.18	3	3	0.1667	0.8333	0.6667	0.0020	False	S2
ENSG00000060339.14	5	5	0.6421	0.3579	0.4000	0.2092	False	Mixed
ENSG00000119487.17	7	5	-0.0519	1.0519	0.4000	0.0614	False	S2
ENSG00000129170.10	5	2	1.0000	0.0000	1.0000	0.0934	True	S1
ENSG00000119912.18	4	8	0.5643	0.4357	0.5000	0.1151	False	Mixed
ENSG00000107864.15	3	3	-0.3333	1.3333	0.6667	0.0123	False	S2
ENSG00000004534.15	8	4	0.2607	0.7393	0.7500	0.0613	True	S2
ENSG00000114353.17	4	3	-0.3333	1.3333	0.6667	0.1637	False	S2
ENSG00000101216.11	10	8	1.0000	0.0000	1.0000	1.7202	False	S1
ENSG00000101191.17	6	2	-1.0000	2.0000	0.5000	0.0143	True	S2
ENSG00000125520.14	3	2	1.0000	0.0000	1.0000	0.6939	False	S1
ENSG00000100225.18	7	6	0.6315	0.3685	0.5000	1.4240	True	Mixed
ENSG00000167074.15	4	6	1.0000	0.0000	1.0000	0.0378	False	S1
ENSG00000087470.21	13	9	0.5438	0.4562	0.4444	0.5583	True	Mixed
ENSG00000139168.9	3	4	0.2500	0.7500	0.7500	0.0287	False	S2
ENSG00000120802.15	3	3	1.0000	0.0000	1.0000	0.4791	False	S1
ENSG00000139370.12	3	2	-1.0000	2.0000	0.5000	1.2085	False	S2
ENSG00000139546.12	5	4	1.0000	0.0000	1.0000	0.0039	True	S1
ENSG00000139579.13	4	2	0.4000	0.6000	0.5000	0.0775	False	Mixed
ENSG00000244754.9	14	3	0.3556	0.6444	0.3333	1.1209	True	Mixed
ENSG00000065361.17	3	9	1.0000	0.0000	1.0000	1.5156	False	S1
ENSG00000139644.13	3	3	1.0000	0.0000	1.0000	0.3318	False	S1
ENSG00000139687.17	3	9	0.5556	0.4444	0.8889	0.0043	False	Mixed
ENSG00000139746.16	5	4	0.3500	0.6500	0.7500	0.1526	True	Mixed
ENSG00000139998.16	4	4	1.0000	0.0000	1.0000	5.7370	False	S1
ENSG00000137871.21	4	3	-0.2000	1.2000	0.6667	0.9039	False	S2
ENSG00000140262.18	3	9	-0.1111	1.1111	0.3333	0.0090	False	S2
ENSG00000140367.12	3	2	-0.5000	1.5000	0.5000	0.0413	True	S2
ENSG00000140416.26	13	6	0.8476	0.1524	0.5000	4.7443	True	Mixed
ENSG00000140463.15	4	3	0.4667	0.5333	0.6667	0.0049	False	Mixed
ENSG00000140464.20	6	9	0.0303	0.9697	0.4444	0.1752	True	S2
ENSG00000213614.11	4	2	1.0000	0.0000	1.0000	0.7972	False	S1
ENSG00000140521.18	10	3	1.0000	0.0000	1.0000	1.4536	False	S1
ENSG00000140543.15	4	4	0.8519	0.1481	0.5000	1.5089	False	Mixed
ENSG00000140545.16	4	2	0.3333	0.6667	0.5000	6.4825	True	Mixed
ENSG00000140598.16	5	3	-0.1111	1.1111	0.6667	0.0014	True	S2
ENSG00000140836.17	4	10	-0.1111	1.1111	0.5000	0.1818	False	S2
ENSG00000140941.14	3	4	0.0000	1.0000	0.7500	0.7757	False	S2
ENSG00000140945.17	5	4	-0.1930	1.1930	0.2500	0.3380	True	S2
ENSG00000140948.13	4	4	-0.0370	1.0370	0.5000	0.2107	False	S2
ENSG00000103343.13	3	8	0.1429	0.8571	0.7500	0.0590	True	S2
ENSG00000140992.20	4	5	1.0000	0.0000	1.0000	0.1136	True	S1
ENSG00000141013.17	4	3	-0.3333	1.3333	0.6667	0.0946	False	S2
ENSG00000141179.14	4	2	-0.8000	1.8000	0.5000	0.1496	False	S2
ENSG00000141258.13	3	2	1.0000	0.0000	1.0000	1.9002	True	S1
ENSG00000141298.19	7	2	0.8519	0.1481	1.0000	1.3396	True	S1
ENSG00000141338.15	4	2	1.0000	0.0000	1.0000	1617.1016	True	S1
ENSG00000141367.14	6	4	0.6263	0.3737	0.7500	0.9532	False	Mixed
ENSG00000141385.12	3	4	0.7500	0.2500	1.0000	0.0589	False	S1
ENSG00000141446.12	3	2	-1.0000	2.0000	0.5000	0.0032	False	S2
ENSG00000141480.18	3	6	0.4333	0.5667	0.8333	0.1729	False	Mixed
ENSG00000141504.12	4	2	-0.8000	1.8000	0.5000	0.0114	False	S2
ENSG00000141510.19	10	16	0.7500	0.2500	0.9375	0.0023	False	S1
ENSG00000141540.11	3	2	1.0000	0.0000	1.0000	0.6946	False	S1
ENSG00000141542.11	6	5	0.6848	0.3152	0.8000	2.8756	True	Mixed
ENSG00000141627.14	4	2	1.0000	0.0000	1.0000	0.0024	False	S1
ENSG00000141644.19	7	3	0.6340	0.3660	0.6667	0.2242	False	Mixed
ENSG00000141664.10	5	3	0.7778	0.2222	0.6667	4.1979	True	Mixed
ENSG00000105127.10	3	6	-0.0667	1.0667	0.6667	0.0935	False	S2
ENSG00000198131.15	3	2	-0.5000	1.5000	0.5000	0.6510	True	S2
ENSG00000142186.18	4	4	0.3000	0.7000	0.5000	0.0519	False	Mixed
ENSG00000142230.13	4	2	-0.3333	1.3333	0.5000	0.0049	False	S2
ENSG00000142252.11	3	2	1.0000	0.0000	1.0000	0.1125	False	S1
ENSG00000142494.13	4	2	0.7778	0.2222	0.5000	2.2596	False	Mixed
ENSG00000143190.23	12	8	1.0000	0.0000	1.0000	3.1245	False	S1
ENSG00000143379.13	4	4	1.0000	0.0000	1.0000	0.5690	True	S1
ENSG00000143418.20	3	2	1.0000	0.0000	1.0000	4.7433	True	S1
ENSG00000143420.19	5	2	1.0000	0.0000	1.0000	2.9733	False	S1
ENSG00000143442.24	3	4	1.0000	0.0000	1.0000	0.0694	False	S1
ENSG00000143537.14	6	2	0.8824	0.1176	1.0000	0.0637	False	S1
ENSG00000143603.19	9	2	1.0000	0.0000	1.0000	0.4059	False	S1
ENSG00000143761.17	4	7	-0.1429	1.1429	0.5714	0.0052	True	S2
ENSG00000143889.16	6	4	0.7273	0.2727	0.5000	0.1457	True	Mixed
ENSG00000143933.20	4	4	0.6667	0.3333	0.7500	0.0916	False	Mixed
ENSG00000143995.20	3	7	-0.0952	1.0952	0.4286	0.0392	False	S2
ENSG00000144029.14	7	2	0.8868	0.1132	1.0000	22.3665	False	S1
ENSG00000144357.18	3	4	0.7500	0.2500	0.7500	2.1902	False	Mixed
ENSG00000118257.17	3	3	1.0000	0.0000	1.0000	0.0404	False	S1
ENSG00000144455.14	3	3	0.0000	1.0000	0.6667	0.0018	False	S2
ENSG00000144580.15	3	4	0.0000	1.0000	0.7500	0.0351	False	S2
ENSG00000123992.21	8	3	0.1453	0.8547	0.6667	0.0497	False	S2
ENSG00000144711.17	10	3	0.3118	0.6882	0.6667	0.6658	True	Mixed
ENSG00000114125.14	3	3	0.6667	0.3333	0.6667	2.5563	False	Mixed
ENSG00000167996.16	3	2	-0.5000	1.5000	0.5000	0.0659	False	S2
ENSG00000145293.17	3	2	0.5000	0.5000	0.5000	6.5814	True	Mixed
ENSG00000145390.12	8	2	0.2800	0.7200	0.5000	7.5679	True	S2
ENSG00000145414.9	4	3	0.6667	0.3333	0.6667	0.3340	False	Mixed
ENSG00000145431.11	3	3	1.0000	0.0000	1.0000	0.3303	False	S1
ENSG00000145604.17	3	3	-0.3333	1.3333	0.6667	0.0138	False	S2
ENSG00000145715.15	4	5	0.1556	0.8444	0.4000	0.5492	True	S2
ENSG00000145949.12	4	5	0.2000	0.8000	0.8000	0.0053	False	S2
ENSG00000146054.18	6	3	0.8280	0.1720	0.3333	4.2722	True	Mixed
ENSG00000146122.17	5	3	-0.2500	1.2500	0.6667	0.0654	True	S2
ENSG00000146151.14	3	2	-1.0000	2.0000	0.5000	0.0303	False	S2
ENSG00000118418.16	6	2	-0.6000	1.6000	0.5000	0.0963	False	S2
ENSG00000146414.17	7	6	0.8616	0.1384	0.8333	1.4475	True	S1
ENSG00000112531.17	9	5	0.3288	0.6712	0.4000	0.2758	False	Mixed
ENSG00000102225.17	6	5	1.0000	0.0000	1.0000	8.1511	True	S1
ENSG00000147155.11	3	2	-1.0000	2.0000	0.5000	0.0150	False	S2
ENSG00000120889.13	3	2	-1.0000	2.0000	0.5000	0.5526	True	S2
ENSG00000147573.17	3	5	-0.1000	1.1000	0.6000	0.0078	False	S2
ENSG00000147601.15	3	5	0.2000	0.8000	0.8000	0.5359	True	S2
ENSG00000147650.12	7	2	1.0000	0.0000	1.0000	0.6272	True	S1
ENSG00000147955.18	3	3	-0.3333	1.3333	0.6667	0.0359	False	S2
ENSG00000083223.18	4	4	-0.1111	1.1111	0.5000	0.7232	True	S2
ENSG00000148143.13	3	3	0.0000	1.0000	0.6667	0.2732	False	S2
ENSG00000148634.16	5	2	1.0000	0.0000	1.0000	24.0824	True	S1
ENSG00000148680.16	6	2	-1.0000	2.0000	0.5000	0.0001	False	S2
ENSG00000148737.18	6	9	0.7254	0.2746	0.6667	0.1335	False	Mixed
ENSG00000107949.17	4	4	-0.0370	1.0370	0.5000	0.3495	True	S2
ENSG00000148935.12	4	3	1.0000	0.0000	1.0000	3.5770	True	S1
ENSG00000213593.11	8	2	0.2632	0.7368	0.5000	0.4336	True	S2
ENSG00000088876.13	4	6	-0.0667	1.0667	0.6667	0.0206	True	S2
ENSG00000221968.9	4	2	1.0000	0.0000	1.0000	0.8866	True	S1
ENSG00000149564.12	3	2	1.0000	0.0000	1.0000	0.1962	True	S1
ENSG00000014216.16	5	2	-1.0000	2.0000	0.5000	1.7831	True	S2
ENSG00000149923.14	5	2	-0.1111	1.1111	0.5000	0.0328	False	S2
ENSG00000149930.18	5	5	1.0000	0.0000	1.0000	7.3246	True	S1
ENSG00000150347.17	3	4	0.7500	0.2500	0.7500	0.1367	False	Mixed
ENSG00000150768.18	9	2	0.1933	0.8067	0.5000	0.0485	False	S2
ENSG00000150776.18	3	2	1.0000	0.0000	1.0000	0.0187	False	S1
ENSG00000135655.16	4	4	0.9000	0.1000	0.7500	2.5860	True	Mixed
ENSG00000090975.14	6	4	-0.3333	1.3333	0.5000	0.0004	False	S2
ENSG00000151150.22	6	4	0.7647	0.2353	0.5000	0.6680	True	Mixed
ENSG00000038274.18	4	2	1.0000	0.0000	1.0000	1.5403	False	S1
ENSG00000137513.11	3	2	-1.0000	2.0000	0.5000	0.1209	False	S2
ENSG00000151491.14	4	3	0.8519	0.1481	0.6667	0.0082	True	Mixed
ENSG00000151576.10	4	3	1.0000	0.0000	1.0000	0.0158	False	S1
ENSG00000151702.18	4	10	-0.0716	1.0716	0.5000	0.0342	False	S2
ENSG00000143748.18	3	5	-0.0500	1.0500	0.6000	0.0006	False	S2
ENSG00000116106.12	5	5	1.0000	0.0000	1.0000	7.1038	False	S1
ENSG00000123066.9	6	2	1.0000	0.0000	1.0000	59.7976	False	S1
ENSG00000152147.11	3	2	1.0000	0.0000	1.0000	2.3457	False	S1
ENSG00000152422.16	4	5	-0.2000	1.2000	0.4000	0.0186	False	S2
ENSG00000138032.21	4	2	-0.4000	1.4000	0.5000	0.8026	False	S2
ENSG00000137693.14	5	8	-0.1036	1.1036	0.3750	0.0322	False	S2
ENSG00000152583.13	3	2	-1.0000	2.0000	0.5000	1.2704	True	S2
ENSG00000152601.18	9	3	0.8230	0.1770	0.6667	3.9839	True	Mixed
ENSG00000164190.19	8	4	0.6614	0.3386	0.7500	0.1011	False	Mixed
ENSG00000152642.11	3	3	1.0000	0.0000	1.0000	0.4265	False	S1
ENSG00000213949.10	8	3	-0.0667	1.0667	0.6667	0.6100	True	S2
ENSG00000153201.17	6	4	-0.3011	1.3011	0.2500	0.1012	True	S2
ENSG00000115221.13	4	2	0.2000	0.8000	0.5000	0.2786	True	S2
ENSG00000144848.11	3	2	-1.0000	2.0000	0.5000	0.0001	False	S2
ENSG00000134769.23	25	2	0.5373	0.4627	0.5000	3.3619	True	Mixed
ENSG00000153560.12	3	6	1.0000	0.0000	1.0000	0.0019	False	S1
ENSG00000253293.6	3	7	0.4286	0.5714	0.8571	1.6106	True	Mixed
ENSG00000153827.15	9	4	0.7094	0.2906	0.5000	2.7939	True	Mixed
ENSG00000112851.16	6	2	-0.2000	1.2000	0.5000	0.9178	True	S2
ENSG00000154262.13	5	2	1.0000	0.0000	1.0000	16.1428	True	S1
ENSG00000154310.17	4	5	0.6000	0.4000	0.6000	9.1431	True	Mixed
ENSG00000104043.15	3	4	1.0000	0.0000	1.0000	0.0088	True	S1
ENSG00000154358.23	9	7	0.4127	0.5873	0.4286	0.9439	True	Mixed
ENSG00000154370.16	8	6	1.0000	0.0000	1.0000	1.1080	True	S1
ENSG00000138430.16	3	5	0.2000	0.8000	0.8000	0.2444	False	S2
ENSG00000154553.17	11	2	0.9718	0.0282	1.0000	1.0471	True	S1
ENSG00000154734.16	6	3	-0.2000	1.2000	0.6667	0.9186	True	S2
ENSG00000154743.19	10	2	-0.8750	1.8750	0.5000	0.0002	True	S2
ENSG00000154803.13	3	4	1.0000	0.0000	1.0000	0.0897	False	S1
ENSG00000154814.14	3	2	1.0000	0.0000	1.0000	0.0002	False	S1
ENSG00000154832.16	3	3	0.0000	1.0000	0.6667	0.0015	False	S2
ENSG00000155090.15	3	6	-0.0667	1.0667	0.6667	0.0019	True	S2
ENSG00000155100.11	5	2	1.0000	0.0000	1.0000	1.3703	False	S1
ENSG00000102910.14	3	4	0.0000	1.0000	0.7500	0.0006	False	S2
ENSG00000155508.14	7	2	-0.0385	1.0385	0.5000	0.0748	False	S2
ENSG00000172530.22	5	3	0.9333	0.0667	1.0000	0.0719	False	S1
ENSG00000156030.14	10	2	1.0000	0.0000	1.0000	0.3095	True	S1
ENSG00000156113.25	10	4	0.6872	0.3128	0.5000	24.0656	True	Mixed
ENSG00000156521.14	11	2	1.0000	0.0000	1.0000	4.9310	False	S1
ENSG00000156709.15	3	4	-0.3333	1.3333	0.5000	0.0022	True	S2
ENSG00000147421.18	4	6	0.3333	0.6667	0.8333	0.0027	True	Mixed
ENSG00000157077.16	5	3	0.5000	0.5000	1.0000	0.0451	False	Mixed
ENSG00000132170.24	4	16	-0.0500	1.0500	0.5625	0.0007	False	S2
ENSG00000106617.16	3	3	-0.3333	1.3333	0.6667	0.0043	False	S2
ENSG00000184863.11	6	3	-0.0101	1.0101	0.6667	1.4911	False	S2
ENSG00000157224.16	3	2	-1.0000	2.0000	0.5000	0.2532	False	S2
ENSG00000259431.6	3	3	-0.3333	1.3333	0.6667	0.4136	False	S2
ENSG00000157349.17	3	6	0.1000	0.9000	0.6667	0.0134	False	S2
ENSG00000157500.12	3	5	0.2000	0.8000	0.8000	0.0051	False	S2
ENSG00000157554.20	9	9	0.2222	0.7778	0.5556	0.0061	False	S2
ENSG00000198947.18	11	5	0.5927	0.4073	0.4000	1.0789	True	Mixed
ENSG00000157657.15	4	2	-1.0000	2.0000	0.5000	0.0052	False	S2
ENSG00000157869.16	4	4	0.8667	0.1333	1.0000	1.9775	True	S1
ENSG00000157911.11	6	3	1.0000	0.0000	1.0000	0.0092	False	S1
ENSG00000157954.15	5	2	0.3000	0.7000	1.0000	0.0660	False	Mixed
ENSG00000158092.7	3	5	0.2000	0.8000	0.8000	0.0109	False	S2
ENSG00000051382.10	4	3	1.0000	0.0000	1.0000	0.1711	False	S1
ENSG00000158528.12	5	2	0.6842	0.3158	1.0000	0.0037	True	Mixed
ENSG00000029534.22	7	4	0.2654	0.7346	0.7500	0.6240	True	S2
ENSG00000158805.12	6	5	0.2000	0.8000	0.8000	0.0141	False	S2
ENSG00000062598.18	6	2	-1.0000	2.0000	0.5000	0.0639	False	S2
ENSG00000060491.17	6	2	1.0000	0.0000	1.0000	0.0001	False	S1
ENSG00000159208.16	4	3	0.1111	0.8889	0.6667	0.0354	False	S2
ENSG00000159251.10	3	2	1.0000	0.0000	1.0000	0.0019	False	S1
ENSG00000077157.23	15	2	-0.4566	1.4566	0.5000	0.0701	True	S2
ENSG00000159423.17	6	3	1.0000	0.0000	1.0000	2.4785	True	S1
ENSG00000159459.12	3	4	1.0000	0.0000	1.0000	11.9617	False	S1
ENSG00000159479.17	3	3	0.0000	1.0000	0.6667	0.1019	False	S2
ENSG00000159592.11	6	4	1.0000	0.0000	1.0000	1.0105	False	S1
ENSG00000159593.15	3	3	0.6667	0.3333	1.0000	0.0019	True	Mixed
ENSG00000159692.18	3	8	0.5000	0.5000	0.8750	0.0043	False	Mixed
ENSG00000104936.20	11	5	0.7050	0.2950	0.6000	0.3841	False	Mixed
ENSG00000105287.13	3	5	0.2000	0.8000	0.8000	0.0293	False	S2
ENSG00000160014.17	5	5	1.0000	0.0000	1.0000	4.5259	True	S1
ENSG00000160145.16	5	6	1.0000	0.0000	1.0000	0.4624	True	S1
ENSG00000160201.12	3	4	1.0000	0.0000	1.0000	4.0870	True	S1
ENSG00000160294.11	6	4	0.6989	0.3011	1.0000	0.1900	False	Mixed
ENSG00000160310.20	8	4	0.0864	0.9136	0.7500	0.0411	True	S2
ENSG00000160633.13	3	7	0.2857	0.7143	0.8571	0.0003	False	S2
ENSG00000160678.12	4	4	0.0000	1.0000	0.7500	0.0306	False	S2
ENSG00000160688.19	3	3	1.0000	0.0000	1.0000	0.7893	False	S1
ENSG00000160753.17	6	2	0.8182	0.1818	1.0000	0.4021	True	S1
ENSG00000187800.14	4	2	-1.0000	2.0000	0.5000	0.0004	True	S2
ENSG00000070423.18	4	2	0.3333	0.6667	1.0000	0.9776	True	Mixed
