go,go_name,type,cluster,rank,iso,gene,sb_score,peak_layer,is_go_pos,in_uniprot,in_bisect,in_target
GO:0007015,Actin filament org,flat,0,10,ENST00000258963.7,VEZF1,4.827,3,0,0,0,0
GO:0030048,Actin-based movement,flat,0,10,ENST00000258963.7,VEZF1,4.827,3,0,0,0,0
GO:0045214,Sarcomere organization,early,0,10,ENST00000258963.7,VEZF1,4.827,3,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,8,ENST00000311083.10,CSRP2,4.825,6,0,0,0,0
GO:0007015,Actin filament org,flat,0,11,ENST00000315599.12,CD209,4.814,5,0,0,0,0
GO:0007015,Actin filament org,flat,0,12,ENST00000315599.12,CD209,4.814,5,0,0,0,0
GO:0030048,Actin-based movement,flat,0,11,ENST00000315599.12,CD209,4.814,5,0,0,0,0
GO:0030048,Actin-based movement,flat,0,12,ENST00000315599.12,CD209,4.814,5,0,0,0,0
GO:0045214,Sarcomere organization,early,0,11,ENST00000315599.12,CD209,4.814,5,0,0,0,0
GO:0045214,Sarcomere organization,early,0,12,ENST00000315599.12,CD209,4.814,5,0,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,9,ENST00000688612.1,GCC2,4.742,1,1,0,0,0
GO:0007059,Chromosome segregation,flat,12,9,ENST00000688612.1,GCC2,4.742,1,0,0,0,0
GO:0007018,MT-based movement,early,12,9,ENST00000688612.1,GCC2,4.742,1,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,9,ENST00000688612.1,GCC2,4.742,1,0,0,0,0
GO:0006414,Translational elongation,mid,6,14,ENST00000037243.7,GABARAPL2,4.718,18,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,14,ENST00000037243.7,GABARAPL2,4.718,18,0,0,0,0
GO:0007015,Actin filament org,flat,0,13,ENST00000252825.9,HRC,4.691,1,0,0,0,0
GO:0030048,Actin-based movement,flat,0,13,ENST00000252825.9,HRC,4.691,1,0,0,0,0
GO:0045214,Sarcomere organization,early,0,13,ENST00000252825.9,HRC,4.691,1,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,9,ENST00000688972.1,DCAF7,4.690,15,0,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,10,ENST00000689620.1,GCC2,4.661,1,1,0,0,0
GO:0007059,Chromosome segregation,flat,12,10,ENST00000689620.1,GCC2,4.661,1,0,0,0,0
GO:0007018,MT-based movement,early,12,10,ENST00000689620.1,GCC2,4.661,1,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,10,ENST00000689620.1,GCC2,4.661,1,0,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,11,ENST00000397457.7,BLOC1S5,4.653,2,0,0,0,0
GO:0007059,Chromosome segregation,flat,12,11,ENST00000397457.7,BLOC1S5,4.653,2,0,0,0,0
GO:0007018,MT-based movement,early,12,11,ENST00000397457.7,BLOC1S5,4.653,2,1,0,0,0
GO:0006888,ER-Golgi transport,flat,12,11,ENST00000397457.7,BLOC1S5,4.653,2,0,0,0,0
GO:0006414,Translational elongation,mid,6,15,ENST00000420104.5,ARPC2,4.653,24,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,15,ENST00000420104.5,ARPC2,4.653,24,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,10,ENST00000300087.7,DCTN5,4.630,22,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,11,ENST00000300087.7,DCTN5,4.630,22,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,12,ENST00000300087.7,DCTN5,4.630,22,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,13,ENST00000300087.7,DCTN5,4.630,22,0,0,0,0
GO:0007015,Actin filament org,flat,0,14,ENST00000398263.6,TGOLN2,4.629,1,0,0,0,0
GO:0030048,Actin-based movement,flat,0,14,ENST00000398263.6,TGOLN2,4.629,1,0,0,0,0
GO:0045214,Sarcomere organization,early,0,14,ENST00000398263.6,TGOLN2,4.629,1,0,0,0,0
GO:0006414,Translational elongation,mid,6,16,ENST00000543226.2,TRAPPC2B,4.601,14,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,16,ENST00000543226.2,TRAPPC2B,4.601,14,0,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,12,ENST00000692969.1,GCC2,4.539,1,1,0,0,0
GO:0007059,Chromosome segregation,flat,12,12,ENST00000692969.1,GCC2,4.539,1,0,0,0,0
GO:0007018,MT-based movement,early,12,12,ENST00000692969.1,GCC2,4.539,1,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,12,ENST00000692969.1,GCC2,4.539,1,0,0,0,0
GO:0007015,Actin filament org,flat,0,15,ENST00000263388.7,NOTCH3,4.534,26,0,0,0,0
GO:0030048,Actin-based movement,flat,0,15,ENST00000263388.7,NOTCH3,4.534,26,0,0,0,0
GO:0045214,Sarcomere organization,early,0,15,ENST00000263388.7,NOTCH3,4.534,26,0,0,0,0
GO:0006414,Translational elongation,mid,6,17,ENST00000619305.1,COA6,4.505,26,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,17,ENST00000619305.1,COA6,4.505,26,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,14,ENST00000289734.13,ANK1,4.493,8,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,15,ENST00000347528.8,ANK1,4.493,8,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,16,ENST00000506344.6,ANK2,4.484,9,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,17,ENST00000232975.8,TNNC1,4.478,4,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,18,ENST00000280772.7,ANK3,4.466,9,0,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,13,ENST00000477226.6,DES,4.455,25,0,0,0,0
GO:0007059,Chromosome segregation,flat,12,13,ENST00000477226.6,DES,4.455,25,0,0,0,0
GO:0007018,MT-based movement,early,12,13,ENST00000477226.6,DES,4.455,25,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,13,ENST00000477226.6,DES,4.455,25,0,0,0,0
GO:0006414,Translational elongation,mid,6,18,ENST00000614558.3,MID1IP1,4.444,17,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,18,ENST00000614558.3,MID1IP1,4.444,17,0,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,14,ENST00000479630.1,MAP3K7,4.426,2,0,0,0,0
GO:0007059,Chromosome segregation,flat,12,14,ENST00000479630.1,MAP3K7,4.426,2,0,0,0,0
GO:0007018,MT-based movement,early,12,14,ENST00000479630.1,MAP3K7,4.426,2,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,14,ENST00000479630.1,MAP3K7,4.426,2,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,19,ENST00000671893.1,ANK2,4.422,8,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,20,ENST00000326974.9,KLHDC3,4.413,8,1,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,15,ENST00000345988.7,PPL,4.408,19,0,0,0,0
GO:0007059,Chromosome segregation,flat,12,15,ENST00000345988.7,PPL,4.408,19,0,0,0,0
GO:0007018,MT-based movement,early,12,15,ENST00000345988.7,PPL,4.408,19,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,15,ENST00000345988.7,PPL,4.408,19,0,0,0,0
GO:0007015,Actin filament org,flat,0,16,ENST00000601493.5,ZNF415,4.406,8,0,0,0,0
GO:0030048,Actin-based movement,flat,0,16,ENST00000601493.5,ZNF415,4.406,8,0,0,0,0
GO:0045214,Sarcomere organization,early,0,16,ENST00000601493.5,ZNF415,4.406,8,0,0,0,0
GO:0006414,Translational elongation,mid,6,19,BambuTx1560,TIPIN,4.398,18,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,19,BambuTx1560,TIPIN,4.398,18,0,0,0,0
GO:0006414,Translational elongation,mid,6,20,ENST00000447340.1,PRSS42P,4.374,29,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,20,ENST00000447340.1,PRSS42P,4.374,29,0,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,16,ENST00000342502.6,IKBIP,4.237,2,0,0,0,0
GO:0007059,Chromosome segregation,flat,12,16,ENST00000342502.6,IKBIP,4.237,2,0,0,0,0
GO:0007018,MT-based movement,early,12,16,ENST00000342502.6,IKBIP,4.237,2,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,16,ENST00000342502.6,IKBIP,4.237,2,0,0,0,0
GO:0007015,Actin filament org,flat,0,17,ENST00000674413.1,TCOF1,4.202,7,0,0,0,0
GO:0030048,Actin-based movement,flat,0,17,ENST00000674413.1,TCOF1,4.202,7,0,0,0,0
GO:0045214,Sarcomere organization,early,0,17,ENST00000674413.1,TCOF1,4.202,7,0,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,17,ENST00000389857.11,CCDC88C,4.171,1,1,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,18,ENST00000389857.11,CCDC88C,4.171,1,1,0,0,0
GO:0007059,Chromosome segregation,flat,12,17,ENST00000389857.11,CCDC88C,4.171,1,0,0,0,0
GO:0007059,Chromosome segregation,flat,12,18,ENST00000389857.11,CCDC88C,4.171,1,0,0,0,0
GO:0007018,MT-based movement,early,12,17,ENST00000389857.11,CCDC88C,4.171,1,0,0,0,0
GO:0007018,MT-based movement,early,12,18,ENST00000389857.11,CCDC88C,4.171,1,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,17,ENST00000389857.11,CCDC88C,4.171,1,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,18,ENST00000389857.11,CCDC88C,4.171,1,0,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,19,ENST00000506442.5,CCDC112,4.156,26,0,0,0,0
GO:0007059,Chromosome segregation,flat,12,19,ENST00000506442.5,CCDC112,4.156,26,0,0,0,0
GO:0007018,MT-based movement,early,12,19,ENST00000506442.5,CCDC112,4.156,26,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,19,ENST00000506442.5,CCDC112,4.156,26,0,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,20,ENST00000491625.5,LCA5L,4.140,2,0,0,0,0
GO:0007059,Chromosome segregation,flat,12,20,ENST00000491625.5,LCA5L,4.140,2,0,0,0,0
GO:0007018,MT-based movement,early,12,20,ENST00000491625.5,LCA5L,4.140,2,1,0,0,0
GO:0006888,ER-Golgi transport,flat,12,20,ENST00000491625.5,LCA5L,4.140,2,0,0,0,0
GO:0007015,Actin filament org,flat,0,18,ENST00000318524.6,NFX1,4.054,17,0,0,0,0
GO:0030048,Actin-based movement,flat,0,18,ENST00000318524.6,NFX1,4.054,17,0,0,0,0
GO:0045214,Sarcomere organization,early,0,18,ENST00000318524.6,NFX1,4.054,17,0,0,0,0
GO:0007015,Actin filament org,flat,0,19,ENST00000256646.7,NOTCH2,3.999,26,0,0,0,0
GO:0030048,Actin-based movement,flat,0,19,ENST00000256646.7,NOTCH2,3.999,26,0,0,0,0
GO:0045214,Sarcomere organization,early,0,19,ENST00000256646.7,NOTCH2,3.999,26,0,0,0,0
GO:0007015,Actin filament org,flat,0,20,ENST00000357799.9,SGO2,3.960,4,0,0,0,0
GO:0030048,Actin-based movement,flat,0,20,ENST00000357799.9,SGO2,3.960,4,0,0,0,0
GO:0045214,Sarcomere organization,early,0,20,ENST00000357799.9,SGO2,3.960,4,0,0,0,0
